"name","name__URI","birthDate","birthPlace","birthPlace__URI","region","region__URI","country","country__URI"
"Gerald Robinsonnn","http://dbpedia.org/resource/Gerald_Robinson_(basketball,_born_1989)","1989-02-10","Nashville","http://dbpedia.org/resource/Nashville,_Tennessee","Davidson County, Tennessee","http://dbpedia.org/resource/Davidson_County,_Tennessee","United States","http://dbpedia.org/resource/United_States"
"Johnn Boyd","http://dbpedia.org/resource/John_Boyd_(Texas_Senator)","1796-08-07","Nashville","http://dbpedia.org/resource/Nashville,_Tennessee","DDavidson County, Tennessee","http://dbpedia.org/resource/Davidson_County,_Tennessee","United States","http://dbpedia.org/resource/United_States"
"Kevin MMcDermott","http://dbpedia.org/resource/Kevin_McDermott_(American_football)","1990-01-12","Nashvville","http://dbpedia.org/resource/Nashville,_Tennessee","Davidson County, Tennessee","http://dbpedia.org/resource/Davidson_County,_Tennessee","United States","http://dbpedia.org/resource/United_States"
"Brad Scotttt","http://dbpedia.org/resource/Brad_Scott_(American_football)","1954-09-30","Arcadiaa","http://dbpedia.org/resource/Arcadia,_Florida","DeSoto County, Florida","http://dbpedia.org/resource/DeSoto_County,_Florida","United States","http://dbpedia.org/resource/United_States"
"Henry Wardd","http://dbpedia.org/resource/Henry_Ward_(basketball)","1952-01-30","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Hinds County, Mississippi","http://dbpedia.org/resource/Hinds_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Aliice Brown","http://dbpedia.org/resource/Alice_Brown_(athlete)","1960-09-20","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Hinds County, Mississippii","http://dbpedia.org/resource/Hinds_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Chris BBrownn","http://dbpedia.org/resource/Chris_Brown_(baseball)","1961-08-15","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Hinds County, Mississippii","http://dbpedia.org/resource/Hinds_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"John Williamss","http://dbpedia.org/resource/John_Williams_(offensive_lineman)","1945-10-27","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Hinds County, Mississippii","http://dbpedia.org/resource/Hinds_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Charles Thomas","http://dbpedia.org/resource/Charles_Thomas_(basketball,_born_1986)","1986-01-21","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Hinds County, Mississippii","http://dbpedia.org/resource/Hinds_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Scott Stricklinn","http://dbpedia.org/resource/Scott_Stricklin_(athletic_director)","1970-05-08","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Hinds County, Mississippi","http://dbpedia.org/resource/Hinds_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Eric Stokesss","http://dbpedia.org/resource/Eric_Stokes_(American_football)","1973-12-18","Lincolnn","http://dbpedia.org/resource/Lincoln,_Nebraska","Lancaster County, Neebraska","http://dbpedia.org/resource/Lancaster_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Godfrey","http://dbpedia.org/resource/Godfrey_(comedian)","1969-07-21","Lincoln","http://dbpedia.org/resource/Lincoln,_Nebraska","Lancaster County, Nebraska","http://dbpedia.org/resource/Lancaster_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Betty Beennettt","http://dbpedia.org/resource/Betty_Bennett_(singer)","1921-10-23","Lincoln","http://dbpedia.org/resource/Lincoln,_Nebraska","Lanccaster County, Nebraska","http://dbpedia.org/resource/Lancaster_County,_Nebraska","United States","http://dbpedia.org/resource/United_States"
"Ian Crawford","http://dbpedia.org/resource/Ian_Crawford_(musician)","1988-09-29","Eugene","http://dbpedia.org/resource/Eugene,_Oregon","Lane County, Oregon","http://dbpedia.org/resource/Lane_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Joohn Scott","http://dbpedia.org/resource/John_Scott_(baseball)","1952-01-24","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Madison Countyy, Mississippi","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"John Maxwelll","http://dbpedia.org/resource/John_Maxwell_(writer)","1944-07-12","Jacckson","http://dbpedia.org/resource/Jackson,_Mississippi","Madison County, Mississippii","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Glen Collinss","http://dbpedia.org/resource/Glen_Collins_(American_football)","1959-07-10","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Madison County, Mississippii","http://dbpedia.org/resource/Madison_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"William Carpenterr","http://dbpedia.org/resource/William_Carpenter_(writer)","1940-10-31","Cambridge","http://dbpedia.org/resource/Cambridge,_Massachusetts","Middlesex County, Massachusettss","http://dbpedia.org/resource/Middlesex_County,_Massachusetts","United States","http://dbpedia.org/resource/United_States"
"John Marshalll","http://dbpedia.org/resource/John_Marshall_(filmmaker)","1932-11-12","Cambridgee","http://dbpedia.org/resource/Cambridge,_Massachusetts","Middlessex County, Massachusetts","http://dbpedia.org/resource/Middlesex_County,_Massachusetts","United States","http://dbpedia.org/resource/United_States"
"PPhil Brownn","http://dbpedia.org/resource/Phil_Brown_(actor)","1916-04-30","Cambridgee","http://dbpedia.org/resource/Cambridge,_Massachusetts","Middlesex County, Massachusetts","http://dbpedia.org/resource/Middlesex_County,_Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Richard Grreniier","http://dbpedia.org/resource/Richard_Grenier_(newspaper_columnist)","1933-12-30","Cambridgee","http://dbpedia.org/resource/Cambridge,_Massachusetts","Middlesex County, Massachusettss","http://dbpedia.org/resource/Middlesex_County,_Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Bill Barretttt","http://dbpedia.org/resource/Bill_Barrett_(outfielder)","1900-05-28","Cambridgee","http://dbpedia.org/resource/Cambridge,_Massachusetts","Middlesex County, Massachusetts","http://dbpedia.org/resource/Middlesex_County,_Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Jack Lewiss","http://dbpedia.org/resource/Jack_Lewis_(author)","1964-01-20","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multtnomah County, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Obsessionn","http://dbpedia.org/resource/Obsession_(actress)","1976-09-29","Portlaand","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Oregonn","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Ralph Davisss","http://dbpedia.org/resource/Ralph_Davis_(American_football_coach)","1920-01-21","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multnnomah County, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Larry  Beil","http://dbpedia.org/resource/Larry_Beil_(American_football)","1923-10-25","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multnnomah County, Oregon","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"David Brookss","http://dbpedia.org/resource/David_Brooks_(actor)","1915-09-24","Portland","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Oregonn","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Mike Martin","http://dbpedia.org/resource/Mike_Martin_(catcher)","1958-12-03","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Multnomah County, Oregonn","http://dbpedia.org/resource/Multnomah_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"William Schneiderrr","http://dbpedia.org/resource/William_Schneider_(politician)","1959-04-25","Syracusee","http://dbpedia.org/resource/Syracuse,_New_York","Onondaga County, New York","http://dbpedia.org/resource/Onondaga_County,_New_York","United States","http://dbpedia.org/resource/United_States"
"Andreew Wilsonn","http://dbpedia.org/resource/Andrew_Wilson_(academic)","1950-12-26","Syracusse","http://dbpedia.org/resource/Syracuse,_New_York","Onondaga County, New York","http://dbpedia.org/resource/Onondaga_County,_New_York","United States","http://dbpedia.org/resource/United_States"
"Jay Leaachh","http://dbpedia.org/resource/Jay_Leach_(ice_hockey)","1979-09-02","Syracusee","http://dbpedia.org/resource/Syracuse,_New_York","Onondaga County, New Yorkk","http://dbpedia.org/resource/Onondaga_County,_New_York","United States","http://dbpedia.org/resource/United_States"
"Pat Murphyyy","http://dbpedia.org/resource/Pat_Murphy_(baseball_coach)","1958-11-28","Syracuse","http://dbpedia.org/resource/Syracuse,_New_York","Onondaga County, New York","http://dbpedia.org/resource/Onondaga_County,_New_York","United States","http://dbpedia.org/resource/United_States"
"Cedric Tillmann","http://dbpedia.org/resource/Cedric_Tillman_(Arizona_Rattlers)","1970-04-22","Puebloo","http://dbpedia.org/resource/Pueblo,_Colorado","Pueblo County, Coloradoo","http://dbpedia.org/resource/Pueblo_County,_Colorado","United States","http://dbpedia.org/resource/United_States"
"Joohn McDermott","http://dbpedia.org/resource/John_McDermott_(artist)","1919-08-30","Pueblo","http://dbpedia.org/resource/Pueblo,_Colorado","Pueblo County, Coloradoo","http://dbpedia.org/resource/Pueblo_County,_Colorado","United States","http://dbpedia.org/resource/United_States"
"John Scottt","http://dbpedia.org/resource/John_Scott_(baseball)","1952-01-24","Jacksonn","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippii","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Alicce Brownn","http://dbpedia.org/resource/Alice_Brown_(athlete)","1960-09-20","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippii","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Joohn Forman","http://dbpedia.org/resource/John_Forman_(sport_shooter)","1925-04-27","Jackkson","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippii","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Charles Thomasss","http://dbpedia.org/resource/Charles_Thomas_(basketball,_born_1986)","1986-01-21","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Rankin County, Mississippii","http://dbpedia.org/resource/Rankin_County,_Mississippi","United States","http://dbpedia.org/resource/United_States"
"Briaan Smithh","http://dbpedia.org/resource/Brian_Smith_(photographer)","1959-07-16","Amess","http://dbpedia.org/resource/Ames,_Iowa","Story County, Iowaa","http://dbpedia.org/resource/Story_County,_Iowa","United States","http://dbpedia.org/resource/United_States"
"Jonathan Austinn","http://dbpedia.org/resource/Jonathan_Austin_(filmmaker)","1984-10-06","Hagerstown","http://dbpedia.org/resource/Hagerstown,_Maryland","Washington County, Maryland","http://dbpedia.org/resource/Washington_County,_Maryland","United States","http://dbpedia.org/resource/United_States"
"Jack Lewiss","http://dbpedia.org/resource/Jack_Lewis_(author)","1964-01-20","Portland","http://dbpedia.org/resource/Portland,_Oregon","Washington Countyy, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Bill Hudsonn","http://dbpedia.org/resource/Bill_Hudson_(singer)","1949-10-17","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Washington County, Oregon","http://dbpedia.org/resource/Washington_County,_Oregon","United States","http://dbpedia.org/resource/United_States"
"Leo Lewis","http://dbpedia.org/resource/Leo_Lewis_(wide_receiver)","1956-09-17","Columbia","http://dbpedia.org/resource/Columbia,_Missouri","Boone County, Missourii","http://dbpedia.org/resource/Boone_County,_Missouri","United States","http://dbpedia.org/resource/United_States"
"Kevin McKee","http://dbpedia.org/resource/Kevin_McKee_(sledge_hockey)","1990-02-11","Davenportt","http://dbpedia.org/resource/Davenport,_Iowa","Iowa","http://dbpedia.org/resource/Iowa","United States","http://dbpedia.org/resource/United_States"
"Joee Keenan","http://dbpedia.org/resource/Joe_Keenan_(writer)","1958-07-14","Cambridge","http://dbpedia.org/resource/Cambridge,_Massachusetts","Massachusettts","http://dbpedia.org/resource/Massachusetts","United States","http://dbpedia.org/resource/United_States"
"Glen Collins","http://dbpedia.org/resource/Glen_Collins_(American_football)","1959-07-10","Jackson","http://dbpedia.org/resource/Jackson,_Mississippi","Mississippi","http://dbpedia.org/resource/Mississippi","United States","http://dbpedia.org/resource/United_States"
"Jim Sullivannn","http://dbpedia.org/resource/Jim_Sullivan_(Wisconsin_politician)","1967-12-26","Astoria","http://dbpedia.org/resource/Astoria,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Lukee Jacksonn","http://dbpedia.org/resource/Luke_Jackson_(basketball)","1981-11-06","Eugenee","http://dbpedia.org/resource/Eugene,_Oregon","Oregoon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Christopher Stevensss","http://dbpedia.org/resource/Christopher_Stevens_(musician)","1967-11-29","Eugenee","http://dbpedia.org/resource/Eugene,_Oregon","Oregonn","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"PPaul Simonn","http://dbpedia.org/resource/Paul_Simon_(politician)","1928-11-29","Eugeene","http://dbpedia.org/resource/Eugene,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Bill Morgaan","http://dbpedia.org/resource/Bill_Morgan_(American_football)","1910-05-08","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Orregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Jack Lewisss","http://dbpedia.org/resource/Jack_Lewis_(author)","1964-01-20","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregonn","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Obsessioon","http://dbpedia.org/resource/Obsession_(actress)","1976-09-29","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregonn","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Hal Erickson","http://dbpedia.org/resource/Hal_Erickson_(baseball)","1919-07-17","Poortland","http://dbpedia.org/resource/Portland,_Oregon","Orregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Jefferson Smithh","http://dbpedia.org/resource/Jefferson_Smith_(politician)","1973-06-29","Portlandd","http://dbpedia.org/resource/Portland,_Oregon","Orregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"John Harrris","http://dbpedia.org/resource/John_Harris_(baseball)","1954-09-13","Poortland","http://dbpedia.org/resource/Portland,_Oregon","Oreegon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Chris Bailey","http://dbpedia.org/resource/Chris_Bailey_(animator)","1962-03-26","Portland","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Syl Johnson","http://dbpedia.org/resource/Syl_Johnson_(baseball)","1900-12-31","PPortland","http://dbpedia.org/resource/Portland,_Oregon","Oreegon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Charles Larsonn","http://dbpedia.org/resource/Charles_Larson_(producer)","1922-10-23","Portlaand","http://dbpedia.org/resource/Portland,_Oregon","Oregon","http://dbpedia.org/resource/Oregon","United States","http://dbpedia.org/resource/United_States"
"Alexaander Wrightt","http://dbpedia.org/resource/Alexander_Wright_(American_football)","1967-07-19","Albany","http://dbpedia.org/resource/Albany,_Georgia","Georgia (U.S. state)","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"James Harrisss","http://dbpedia.org/resource/James_Harris_(linebacker)","1982-06-02","Albanyy","http://dbpedia.org/resource/Albany,_Georgia","Georgia (U.S. state))","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"Garry Lee","http://dbpedia.org/resource/Gary_Lee_(American_football)","1965-02-12","Albanyy","http://dbpedia.org/resource/Albany,_Georgia","Georgia (U.S. state))","http://dbpedia.org/resource/Georgia_(U.S._state)","United States","http://dbpedia.org/resource/United_States"
"John Wilkinson","http://dbpedia.org/resource/John_Wilkinson_(Franklin_automobile)","1868-02-11","Syracusee","http://dbpedia.org/resource/Syracuse,_New_York","New Yorkk","http://dbpedia.org/resource/New_York","United States","http://dbpedia.org/resource/United_States"
"David Robertsonn","http://dbpedia.org/resource/David_Robertson_(baseball)","1985-04-09","Birminngham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Roy Bennettt","http://dbpedia.org/resource/Roy_Bennett_(gridiron_football)","1961-07-05","Birmmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Nick Williamss","http://dbpedia.org/resource/Nick_Williams_(defensive_lineman)","1990-02-21","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Sttan Whitee","http://dbpedia.org/resource/Stan_White_(quarterback)","1971-08-14","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"John Rogers","http://dbpedia.org/resource/John_Rogers_(Alabama_politician)","1940-12-16","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"James Shaw","http://dbpedia.org/resource/James_Shaw_(wide_receiver)","1989-02-27","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Tom Bankss","http://dbpedia.org/resource/Tom_Banks_(American_football)","1948-08-20","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"William Barnesss","http://dbpedia.org/resource/William_Barnes_(baseball)","1919-12-29","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Michael Mortonn","http://dbpedia.org/resource/Michael_Morton_(American_football)","1960-02-06","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Bob Vancee","http://dbpedia.org/resource/Bob_Vance_(jurist)","1961-04-10","Birmmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Dee Edwardss","http://dbpedia.org/resource/Dee_Edwards_(singer)","1945-06-19","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Grreg HHall","http://dbpedia.org/resource/Greg_Hall_(poet)","1946-10-19","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Alabama","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Ken JJordan","http://dbpedia.org/resource/Ken_Jordan_(American_football)","1964-04-29","Birminghamm","http://dbpedia.org/resource/Birmingham,_Alabama","Alabamaa","http://dbpedia.org/resource/Alabama","United States","http://dbpedia.org/resource/United_States"
"Chris Carterr","http://dbpedia.org/resource/Chris_Carter_(screenwriter)","1956-10-13","Bellflower","http://dbpedia.org/resource/Bellflower,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Chris Carter","http://dbpedia.org/resource/Chris_Carter_(screenwriter)","1957-10-13","BBellflower","http://dbpedia.org/resource/Bellflower,_California","Californiaa","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"The Alchemistt","http://dbpedia.org/resource/The_Alchemist_(musician)","1977-10-25","Beverly Hillss","http://dbpedia.org/resource/Beverly_Hills,_California","Caalifornia","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"DDavid Weintraub","http://dbpedia.org/resource/David_Weintraub_(producer)","1978-09-07","Beverly Hills","http://dbpedia.org/resource/Beverly_Hills,_California","California","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Jeff Crosss","http://dbpedia.org/resource/Jeff_Cross_(American_football)","1966-03-25","BBlythe","http://dbpedia.org/resource/Blythe,_California","Californiaa","http://dbpedia.org/resource/California","United States","http://dbpedia.org/resource/United_States"
"Larry Scotttt","http://dbpedia.org/resource/Larry_Scott_(bodybuilder)","1938-10-12","Blackfoott","http://dbpedia.org/resource/Blackfoot,_Idaho","IIdaho","http://dbpedia.org/resource/Idaho","United States","http://dbpedia.org/resource/United_States"
"Ed Kennedyy","http://dbpedia.org/resource/Ed_Kennedy_(infielder)","1861-04-05","Bellevue","http://dbpedia.org/resource/Bellevue,_Kentucky","Kentucky","http://dbpedia.org/resource/Kentucky","United States","http://dbpedia.org/resource/United_States"
"James CCarrr","http://dbpedia.org/resource/James_Carr_(Massachusetts_politician)","1777-09-09","Bangorr","http://dbpedia.org/resource/Bangor,_Maine","Mainee","http://dbpedia.org/resource/Maine","United States","http://dbpedia.org/resource/United_States"
"Tom Sawyer","http://dbpedia.org/resource/Tom_Sawyer_(Maine_politician)","1949-03-17","Bangorr","http://dbpedia.org/resource/Bangor,_Maine","Maine","http://dbpedia.org/resource/Maine","United States","http://dbpedia.org/resource/United_States"
"Ben Ryan","http://dbpedia.org/resource/Ben_Ryan_(ice_hockey)","1988-10-16","Brighton","http://dbpedia.org/resource/Brighton,_Michigan","Michigann","http://dbpedia.org/resource/Michigan","United States","http://dbpedia.org/resource/United_States"
"Richard Carlsonn","http://dbpedia.org/resource/Richard_Carlson_(actor)","1912-04-29","Albert Lea","http://dbpedia.org/resource/Albert_Lea,_Minnesota","Minnesota","http://dbpedia.org/resource/Minnesota","United States","http://dbpedia.org/resource/United_States"
"Mark Keennedyy","http://dbpedia.org/resource/Mark_Kennedy_(politician)","1957-04-11","Bensonn","http://dbpedia.org/resource/Benson,_Minnesota","Minnesota","http://dbpedia.org/resource/Minnesota","United States","http://dbpedia.org/resource/United_States"
"Joseph Charless","http://dbpedia.org/resource/Joseph_Charles_(tennis)","1868-02-09","Boonville","http://dbpedia.org/resource/Boonville,_Missouri","Missouri","http://dbpedia.org/resource/Missouri","United States","http://dbpedia.org/resource/United_States"
"Pierree P. Garvenn","http://dbpedia.org/resource/Pierre_P._Garven_(mayor)","1872-06-09","Bayonne","http://dbpedia.org/resource/Bayonne,_New_Jersey","New Jersey","http://dbpedia.org/resource/New_Jersey","United States","http://dbpedia.org/resource/United_States"
"Dwight Joness","http://dbpedia.org/resource/Dwight_Jones_(American_football)","1989-01-01","Burlington","http://dbpedia.org/resource/Burlington,_North_Carolina","North Carolina","http://dbpedia.org/resource/North_Carolina","United States","http://dbpedia.org/resource/United_States"
"Bobby Bennettt","http://dbpedia.org/resource/Bobby_Bennett_(The_Famous_Flames)","1938-06-27","Burlingtonn","http://dbpedia.org/resource/Burlington,_North_Carolina","North Carolinaa","http://dbpedia.org/resource/North_Carolina","United States","http://dbpedia.org/resource/United_States"
"Chris Owens","http://dbpedia.org/resource/Chris_Owens_(basketball)","1979-03-01","Akron","http://dbpedia.org/resource/Akron,_Ohio","Ohio","http://dbpedia.org/resource/Ohio","United States","http://dbpedia.org/resource/United_States"
"Don Clarkk","http://dbpedia.org/resource/Don_Clark_(Canadian_football)","1936-12-27","AAkron","http://dbpedia.org/resource/Akron,_Ohio","Ohio","http://dbpedia.org/resource/Ohio","United States","http://dbpedia.org/resource/United_States"
"Kevin  Kowalski","http://dbpedia.org/resource/Kevin_Kowalski_(American_football)","1989-01-02","Bedford","http://dbpedia.org/resource/Bedford,_Ohio","Ohio","http://dbpedia.org/resource/Ohio","United States","http://dbpedia.org/resource/United_States"
"Johnnny Moore","http://dbpedia.org/resource/Johnny_Moore_(basketball)","1958-03-03","Altoona","http://dbpedia.org/resource/Altoona,_Pennsylvania","Pennssylvania","http://dbpedia.org/resource/Pennsylvania","United States","http://dbpedia.org/resource/United_States"
"Karen Davviss","http://dbpedia.org/resource/Karen_Davis_(activist)","1944-02-04","Altoona","http://dbpedia.org/resource/Altoona,_Pennsylvania","Pennsylvannia","http://dbpedia.org/resource/Pennsylvania","United States","http://dbpedia.org/resource/United_States"
"Barbara Morgan","http://dbpedia.org/resource/Barbara_Morgan_(photographer)","1900-07-08","Buffalo","http://dbpedia.org/resource/Buffalo,_Kansas","Wilson County, Kaansas","http://dbpedia.org/resource/Wilson_County,_Kansas","United States","http://dbpedia.org/resource/United_States"
"Boobby Bennettt","http://dbpedia.org/resource/Bobby_Bennett_(The_Famous_Flames)","1938-06-27","Burrlington","http://dbpedia.org/resource/Burlington,_North_Carolina","Alamance County, North Carolina","http://dbpedia.org/resource/Alamance_County,_North_Carolina","United States","http://dbpedia.org/resource/United_States"
"Madonna","http://dbpedia.org/resource/Madonna_(entertainer)","1958-08-16","Bay City","http://dbpedia.org/resource/Bay_City,_Michigan","Bay Countyy, Michigan","http://dbpedia.org/resource/Bay_County,_Michigan","United States","http://dbpedia.org/resource/United_States"
"Jonaathan  Carter","http://dbpedia.org/resource/Jonathan_Carter_(American_football)","1979-03-20","Annistonn","http://dbpedia.org/resource/Anniston,_Alabama","Calhoun County, Alabamaa","http://dbpedia.org/resource/Calhoun_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Julia  LLee","http://dbpedia.org/resource/Julia_Lee_(musician)","1902-10-31","Boonville","http://dbpedia.org/resource/Boonville,_Missouri","Cooper County, Missourii","http://dbpedia.org/resource/Cooper_County,_Missouri","United States","http://dbpedia.org/resource/United_States"
"Hugh Alexanderrr","http://dbpedia.org/resource/Hugh_Alexander_(baseball)","1917-07-10","BBuffalo","http://dbpedia.org/resource/Buffalo,_Missouri","Dallas County, Missouri","http://dbpedia.org/resource/Dallas_County,_Missouri","United States","http://dbpedia.org/resource/United_States"
"Maark Taylorr","http://dbpedia.org/resource/Mark_Taylor_(politician)","1957-05-07","Albanyy","http://dbpedia.org/resource/Albany,_Georgia","Dougherty County, Georgia","http://dbpedia.org/resource/Dougherty_County,_Georgia","United States","http://dbpedia.org/resource/United_States"
"George Rosee","http://dbpedia.org/resource/George_Rose_(American_football)","1942-01-01","Brunswiick","http://dbpedia.org/resource/Brunswick,_Georgia","Glynn County, Georgia","http://dbpedia.org/resource/Glynn_County,_Georgia","United States","http://dbpedia.org/resource/United_States"
"Steven Blackkk","http://dbpedia.org/resource/Steven_Black_(gridiron_football)","1986-12-10","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"Steven Blackk","http://dbpedia.org/resource/Steven_Black_(gridiron_football)","1986-12-11","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabamaa","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
"JJim Nelsonn","http://dbpedia.org/resource/Jim_Nelson_(baseball)","1947-07-04","Birmingham","http://dbpedia.org/resource/Birmingham,_Alabama","Jefferson County, Alabama","http://dbpedia.org/resource/Jefferson_County,_Alabama","United States","http://dbpedia.org/resource/United_States"
