"driver","driver__URI","team","team__URI","gp","gp__URI","year"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2015 Japanese Grand Prix","http://dbpedia.org/resource/2015_Japanese_Grand_Prix","2015"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2015 Russian Grand Prix","http://dbpedia.org/resource/2015_Russian_Grand_Prix","2015"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2015 United States Grand Prix","http://dbpedia.org/resource/2015_United_States_Grand_Prix","2015"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2014 Chinese Grand Prix","http://dbpedia.org/resource/2014_Chinese_Grand_Prix","2014"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2014 British Grand Prix","http://dbpedia.org/resource/2014_British_Grand_Prix","2014"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2016 British Grand Prix","http://dbpedia.org/resource/2016_British_Grand_Prix","2016"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2016 Canadian Grand Prix","http://dbpedia.org/resource/2016_Canadian_Grand_Prix","2016"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2016 German Grand Prix","http://dbpedia.org/resource/2016_German_Grand_Prix","2016"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2016 Hungarian Grand Prix","http://dbpedia.org/resource/2016_Hungarian_Grand_Prix","2016"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2015 British Grand Prix","http://dbpedia.org/resource/2015_British_Grand_Prix","2015"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2015 Canadian Grand Prix","http://dbpedia.org/resource/2015_Canadian_Grand_Prix","2015"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2016 Austrian Grand Prix","http://dbpedia.org/resource/2016_Austrian_Grand_Prix","2016"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2016 Monaco Grand Prix","http://dbpedia.org/resource/2016_Monaco_Grand_Prix","2016"
"Lewis Hamilton","http://dbpedia.org/resource/Lewis_Hamilton","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2015 Australian Grand Prix","http://dbpedia.org/resource/2015_Australian_Grand_Prix","2015"
"Mario Andretti","http://dbpedia.org/resource/Mario_Andretti","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1971 South African Grand Prix","http://dbpedia.org/resource/1971_South_African_Grand_Prix","1971"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 Detroit Grand Prix","http://dbpedia.org/resource/1988_Detroit_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1989 Monaco Grand Prix","http://dbpedia.org/resource/1989_Monaco_Grand_Prix","1989"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1990 Monaco Grand Prix","http://dbpedia.org/resource/1990_Monaco_Grand_Prix","1990"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1990 United States Grand Prix","http://dbpedia.org/resource/1990_United_States_Grand_Prix","1990"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1991 Monaco Grand Prix","http://dbpedia.org/resource/1991_Monaco_Grand_Prix","1991"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1992 Monaco Grand Prix","http://dbpedia.org/resource/1992_Monaco_Grand_Prix","1992"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1993 Monaco Grand Prix","http://dbpedia.org/resource/1993_Monaco_Grand_Prix","1993"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 Belgian Grand Prix","http://dbpedia.org/resource/1988_Belgian_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 British Grand Prix","http://dbpedia.org/resource/1988_British_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 Canadian Grand Prix","http://dbpedia.org/resource/1988_Canadian_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 German Grand Prix","http://dbpedia.org/resource/1988_German_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 Hungarian Grand Prix","http://dbpedia.org/resource/1988_Hungarian_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 Japanese Grand Prix","http://dbpedia.org/resource/1988_Japanese_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1988 San Marino Grand Prix","http://dbpedia.org/resource/1988_San_Marino_Grand_Prix","1988"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1989 German Grand Prix","http://dbpedia.org/resource/1989_German_Grand_Prix","1989"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1989 Mexican Grand Prix","http://dbpedia.org/resource/1989_Mexican_Grand_Prix","1989"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1989 San Marino Grand Prix","http://dbpedia.org/resource/1989_San_Marino_Grand_Prix","1989"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1990 Belgian Grand Prix","http://dbpedia.org/resource/1990_Belgian_Grand_Prix","1990"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1990 Canadian Grand Prix","http://dbpedia.org/resource/1990_Canadian_Grand_Prix","1990"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1990 German Grand Prix","http://dbpedia.org/resource/1990_German_Grand_Prix","1990"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1990 Italian Grand Prix","http://dbpedia.org/resource/1990_Italian_Grand_Prix","1990"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1991 Brazilian Grand Prix","http://dbpedia.org/resource/1991_Brazilian_Grand_Prix","1991"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1991 San Marino Grand Prix","http://dbpedia.org/resource/1991_San_Marino_Grand_Prix","1991"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1993 Australian Grand Prix","http://dbpedia.org/resource/1993_Australian_Grand_Prix","1993"
"Ayrton Senna","http://dbpedia.org/resource/Ayrton_Senna","McLaren","http://dbpedia.org/resource/McLaren","1993 Japanese Grand Prix","http://dbpedia.org/resource/1993_Japanese_Grand_Prix","1993"
"Stirling Moss","http://dbpedia.org/resource/Stirling_Moss","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1955 British Grand Prix","http://dbpedia.org/resource/1955_British_Grand_Prix","1955"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2009 British Grand Prix","http://dbpedia.org/resource/2009_British_Grand_Prix","2009"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2010 Japanese Grand Prix","http://dbpedia.org/resource/2010_Japanese_Grand_Prix","2010"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Indian Grand Prix","http://dbpedia.org/resource/2011_Indian_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Italian Grand Prix","http://dbpedia.org/resource/2011_Italian_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Singapore Grand Prix","http://dbpedia.org/resource/2011_Singapore_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Turkish Grand Prix","http://dbpedia.org/resource/2011_Turkish_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2012 Japanese Grand Prix","http://dbpedia.org/resource/2012_Japanese_Grand_Prix","2012"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2012 Singapore Grand Prix","http://dbpedia.org/resource/2012_Singapore_Grand_Prix","2012"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Abu Dhabi Grand Prix","http://dbpedia.org/resource/2013_Abu_Dhabi_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Bahrain Grand Prix","http://dbpedia.org/resource/2013_Bahrain_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Belgian Grand Prix","http://dbpedia.org/resource/2013_Belgian_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Brazilian Grand Prix","http://dbpedia.org/resource/2013_Brazilian_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Canadian Grand Prix","http://dbpedia.org/resource/2013_Canadian_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 German Grand Prix","http://dbpedia.org/resource/2013_German_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Indian Grand Prix","http://dbpedia.org/resource/2013_Indian_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Italian Grand Prix","http://dbpedia.org/resource/2013_Italian_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Japanese Grand Prix","http://dbpedia.org/resource/2013_Japanese_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Malaysian Grand Prix","http://dbpedia.org/resource/2013_Malaysian_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Singapore Grand Prix","http://dbpedia.org/resource/2013_Singapore_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 United States Grand Prix","http://dbpedia.org/resource/2013_United_States_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2009 Japanese Grand Prix","http://dbpedia.org/resource/2009_Japanese_Grand_Prix","2009"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Monaco Grand Prix","http://dbpedia.org/resource/2011_Monaco_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Spanish Grand Prix","http://dbpedia.org/resource/2011_Spanish_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2013 Korean Grand Prix","http://dbpedia.org/resource/2013_Korean_Grand_Prix","2013"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Malaysian Grand Prix","http://dbpedia.org/resource/2011_Malaysian_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2009 Abu Dhabi Grand Prix","http://dbpedia.org/resource/2009_Abu_Dhabi_Grand_Prix","2009"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2010 Abu Dhabi Grand Prix","http://dbpedia.org/resource/2010_Abu_Dhabi_Grand_Prix","2010"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2010 European Grand Prix","http://dbpedia.org/resource/2010_European_Grand_Prix","2010"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2010 Malaysian Grand Prix","http://dbpedia.org/resource/2010_Malaysian_Grand_Prix","2010"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Australian Grand Prix","http://dbpedia.org/resource/2011_Australian_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Belgian Grand Prix","http://dbpedia.org/resource/2011_Belgian_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2012 Bahrain Grand Prix","http://dbpedia.org/resource/2012_Bahrain_Grand_Prix","2012"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2012 Korean Grand Prix","http://dbpedia.org/resource/2012_Korean_Grand_Prix","2012"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2012 Indian Grand Prix","http://dbpedia.org/resource/2012_Indian_Grand_Prix","2012"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2009 Chinese Grand Prix","http://dbpedia.org/resource/2009_Chinese_Grand_Prix","2009"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2010 Brazilian Grand Prix","http://dbpedia.org/resource/2010_Brazilian_Grand_Prix","2010"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 European Grand Prix","http://dbpedia.org/resource/2011_European_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Red Bull Racing","http://dbpedia.org/resource/Red_Bull_Racing","2011 Korean Grand Prix","http://dbpedia.org/resource/2011_Korean_Grand_Prix","2011"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2015 Hungarian Grand Prix","http://dbpedia.org/resource/2015_Hungarian_Grand_Prix","2015"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2015 Malaysian Grand Prix","http://dbpedia.org/resource/2015_Malaysian_Grand_Prix","2015"
"Sebastian Vettel","http://dbpedia.org/resource/Sebastian_Vettel","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2015 Singapore Grand Prix","http://dbpedia.org/resource/2015_Singapore_Grand_Prix","2015"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1954 French Grand Prix","http://dbpedia.org/resource/1954_French_Grand_Prix","1954"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1954 German Grand Prix","http://dbpedia.org/resource/1954_German_Grand_Prix","1954"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1954 Italian Grand Prix","http://dbpedia.org/resource/1954_Italian_Grand_Prix","1954"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1954 Swiss Grand Prix","http://dbpedia.org/resource/1954_Swiss_Grand_Prix","1954"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1955 Argentine Grand Prix","http://dbpedia.org/resource/1955_Argentine_Grand_Prix","1955"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1955 Belgian Grand Prix","http://dbpedia.org/resource/1955_Belgian_Grand_Prix","1955"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1955 Dutch Grand Prix","http://dbpedia.org/resource/1955_Dutch_Grand_Prix","1955"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","1955 Italian Grand Prix","http://dbpedia.org/resource/1955_Italian_Grand_Prix","1955"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1952 Buenos Aires Grand Prix (I)","http://dbpedia.org/resource/1952_Buenos_Aires_Grand_Prix_(I)","1952"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1956 Buenos Aires Grand Prix","http://dbpedia.org/resource/1956_Buenos_Aires_Grand_Prix","1956"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1956 Syracuse Grand Prix","http://dbpedia.org/resource/1956_Syracuse_Grand_Prix","1956"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1950 Chilean Grand Prix","http://dbpedia.org/resource/1950_Chilean_Grand_Prix","1950"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1956 Argentine Grand Prix","http://dbpedia.org/resource/1956_Argentine_Grand_Prix","1956"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1956 British Grand Prix","http://dbpedia.org/resource/1956_British_Grand_Prix","1956"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1956 German Grand Prix","http://dbpedia.org/resource/1956_German_Grand_Prix","1956"
"Juan Manuel Fangio","http://dbpedia.org/resource/Juan_Manuel_Fangio","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","1952 Buenos Aires Grand Prix (II)","http://dbpedia.org/resource/1952_Buenos_Aires_Grand_Prix_(II)","1952"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2010 German Grand Prix","http://dbpedia.org/resource/2010_German_Grand_Prix","2010"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2010 Italian Grand Prix","http://dbpedia.org/resource/2010_Italian_Grand_Prix","2010"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2011 British Grand Prix","http://dbpedia.org/resource/2011_British_Grand_Prix","2011"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2012 German Grand Prix","http://dbpedia.org/resource/2012_German_Grand_Prix","2012"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2013 Spanish Grand Prix","http://dbpedia.org/resource/2013_Spanish_Grand_Prix","2013"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2010 Singapore Grand Prix","http://dbpedia.org/resource/2010_Singapore_Grand_Prix","2010"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2013 Chinese Grand Prix","http://dbpedia.org/resource/2013_Chinese_Grand_Prix","2013"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2010 Korean Grand Prix","http://dbpedia.org/resource/2010_Korean_Grand_Prix","2010"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2012 European Grand Prix","http://dbpedia.org/resource/2012_European_Grand_Prix","2012"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2012 Malaysian Grand Prix","http://dbpedia.org/resource/2012_Malaysian_Grand_Prix","2012"
"Fernando Alonso","http://dbpedia.org/resource/Fernando_Alonso","Scuderia Ferrari","http://dbpedia.org/resource/Scuderia_Ferrari","2010 Bahrain Grand Prix","http://dbpedia.org/resource/2010_Bahrain_Grand_Prix","2010"
"Emerson Fittipaldi","http://dbpedia.org/resource/Emerson_Fittipaldi","McLaren","http://dbpedia.org/resource/McLaren","Grande Premio Presidente Emilio Medici","http://dbpedia.org/resource/Grande_Premio_Presidente_Emilio_Medici","1974"
"Emerson Fittipaldi","http://dbpedia.org/resource/Emerson_Fittipaldi","McLaren","http://dbpedia.org/resource/McLaren","1974 Belgian Grand Prix","http://dbpedia.org/resource/1974_Belgian_Grand_Prix","1974"
"Emerson Fittipaldi","http://dbpedia.org/resource/Emerson_Fittipaldi","McLaren","http://dbpedia.org/resource/McLaren","1974 Brazilian Grand Prix","http://dbpedia.org/resource/1974_Brazilian_Grand_Prix","1974"
"Emerson Fittipaldi","http://dbpedia.org/resource/Emerson_Fittipaldi","McLaren","http://dbpedia.org/resource/McLaren","1975 Argentine Grand Prix","http://dbpedia.org/resource/1975_Argentine_Grand_Prix","1975"
"Emerson Fittipaldi","http://dbpedia.org/resource/Emerson_Fittipaldi","McLaren","http://dbpedia.org/resource/McLaren","1975 British Grand Prix","http://dbpedia.org/resource/1975_British_Grand_Prix","1975"
"Nico Rosberg","http://dbpedia.org/resource/Nico_Rosberg","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2012 Chinese Grand Prix","http://dbpedia.org/resource/2012_Chinese_Grand_Prix","2012"
"Nico Rosberg","http://dbpedia.org/resource/Nico_Rosberg","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2014 Austrian Grand Prix","http://dbpedia.org/resource/2014_Austrian_Grand_Prix","2014"
"Nico Rosberg","http://dbpedia.org/resource/Nico_Rosberg","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2014 Brazilian Grand Prix","http://dbpedia.org/resource/2014_Brazilian_Grand_Prix","2014"
"Nico Rosberg","http://dbpedia.org/resource/Nico_Rosberg","Mercedes-Benz in Formula One","http://dbpedia.org/resource/Mercedes-Benz_in_Formula_One","2014 German Grand Prix","http://dbpedia.org/resource/2014_German_Grand_Prix","2014"
"Damon Hill","http://dbpedia.org/resource/Damon_Hill","Williams Grand Prix Engineering","http://dbpedia.org/resource/Williams_Grand_Prix_Engineering","1995 Australian Grand Prix","http://dbpedia.org/resource/1995_Australian_Grand_Prix","1995"
"Damon Hill","http://dbpedia.org/resource/Damon_Hill","Williams Grand Prix Engineering","http://dbpedia.org/resource/Williams_Grand_Prix_Engineering","1996 San Marino Grand Prix","http://dbpedia.org/resource/1996_San_Marino_Grand_Prix","1996"
