"manufacturer","manufacturer__URI","manufacturerCountry","manufacturerCountry__URI","automobile","automobile__URI","assemblyPlace","assemblyPlace__URI","year","sold"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguistenco","http://dbpedia.org/resource/Santiago_Tianguistenco","2007","48950"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2007","6300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kaluga","http://dbpedia.org/resource/Kaluga","2007","6300"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnava","http://dbpedia.org/resource/Trnava","2008","0"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakarta","http://dbpedia.org/resource/Jakarta","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehran","http://dbpedia.org/resource/Tehran","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2008","292300"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabama","http://dbpedia.org/resource/Vance,_Alabama","2008","7733"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolín","http://dbpedia.org/resource/Kolín","2008","106500"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmore","http://dbpedia.org/resource/Ryton-on-Dunsmore","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chile","http://dbpedia.org/resource/Los_Andes,_Chile","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","Frannce","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","Frannce","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Bosch","http://dbpedia.org/resource/Villa_Bosch","2008","142300"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Aires","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2008","142300"
"Cadillac","http://dbpedia.org/resource/Cadillac","Unnited States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblast","http://dbpedia.org/resource/Kaliningrad_Oblast","2008","14790"
"Cadillac","http://dbpedia.org/resource/Cadillac","United Statess","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad","http://dbpedia.org/resource/Kaliningrad","2008","14790"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","UUnited States","http://dbpedia.org/resource/United_States","Lincoln Mark LT","http://dbpedia.org/resource/Lincoln_Mark_LT","Cuautitlán","http://dbpedia.org/resource/Cuautitlán","2008","4631"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Flex","http://dbpedia.org/resource/Ford_Flex","Oakville, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2008","14457"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Pekan District","http://dbpedia.org/resource/Pekan_District","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Graz","http://dbpedia.org/resource/Graz","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Bogor","http://dbpedia.org/resource/Bogor","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germaany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","6th of October City","http://dbpedia.org/resource/6th_of_October_City","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Tehran","http://dbpedia.org/resource/Tehran","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germmany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Johor Bahru","http://dbpedia.org/resource/Johor_Bahru","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguistenco","http://dbpedia.org/resource/Santiago_Tianguistenco","2008","38576"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United Statess","http://dbpedia.org/resource/United_States","Lincoln MKS","http://dbpedia.org/resource/Lincoln_MKS","Chicago","http://dbpedia.org/resource/Chicago","2008","12982"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2008","13700"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kaluga","http://dbpedia.org/resource/Kaluga","2008","13700"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën Xantia","http://dbpedia.org/resource/Citroën_Xantia","Tehran","http://dbpedia.org/resource/Tehran","2009","12500"
"Peugeot","http://dbpedia.org/resource/Peugeot","Fraance","http://dbpedia.org/resource/France","Peugeot RCZ","http://dbpedia.org/resource/Peugeot_RCZ","Graz","http://dbpedia.org/resource/Graz","2009","100"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Elysée","http://dbpedia.org/resource/Citroën_Elysée","Vigo","http://dbpedia.org/resource/Vigo","2009","75500"
"Honda","http://dbpedia.org/resource/Honda","Japann","http://dbpedia.org/resource/Japan","Honda Crosstour","http://dbpedia.org/resource/Honda_Crosstour","Guangzhou","http://dbpedia.org/resource/Guangzhou","2009","2564"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnava","http://dbpedia.org/resource/Trnava","2009","86500"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakarta","http://dbpedia.org/resource/Jakarta","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","Fraance","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehran","http://dbpedia.org/resource/Tehran","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","Frannce","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2009","370800"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","Ho Chi Minh City","http://dbpedia.org/resource/Ho_Chi_Minh_City","2009","21944"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabama","http://dbpedia.org/resource/Vance,_Alabama","2009","2825"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolín","http://dbpedia.org/resource/Kolín","2009","118600"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmore","http://dbpedia.org/resource/Ryton-on-Dunsmore","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chile","http://dbpedia.org/resource/Los_Andes,_Chile","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2009","370800"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","6th of October City","http://dbpedia.org/resource/6th_of_October_City","2009","21944"
"Citroën","http://dbpedia.org/resource/Citroën","Frrance","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Cairo","http://dbpedia.org/resource/Cairo","2009","54000"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Vigo","http://dbpedia.org/resource/Vigo","2009","75500"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2009","9400"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Kaluga","http://dbpedia.org/resource/Kaluga","2009","9400"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2009","75500"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Vigo","http://dbpedia.org/resource/Vigo","2009","54000"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Bosch","http://dbpedia.org/resource/Villa_Bosch","2009","93600"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Aires","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2009","93600"
"Cadillac","http://dbpedia.org/resource/Cadillac","United Statess","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblast","http://dbpedia.org/resource/Kaliningrad_Oblast","2009","6037"
"Cadillac","http://dbpedia.org/resource/Cadillac","United Statess","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad","http://dbpedia.org/resource/Kaliningrad","2009","6037"
"GMC (automobile)","http://dbpedia.org/resource/GMC_(automobile)","United States","http://dbpedia.org/resource/United_States","GMC Terrain","http://dbpedia.org/resource/GMC_Terrain","Ingersoll, Ontario","http://dbpedia.org/resource/Ingersoll,_Ontario","2009","14033"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","Unitedd States","http://dbpedia.org/resource/United_States","Lincoln Mark LT","http://dbpedia.org/resource/Lincoln_Mark_LT","Cuautitlán","http://dbpedia.org/resource/Cuautitlán","2009","147"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United Statess","http://dbpedia.org/resource/United_States","Lincoln MKT","http://dbpedia.org/resource/Lincoln_MKT","Oakville, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2009","2580"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United Statess","http://dbpedia.org/resource/United_States","Ford Flex","http://dbpedia.org/resource/Ford_Flex","Oakville, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2009","38717"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United Statess","http://dbpedia.org/resource/United_States","Lincoln MKS","http://dbpedia.org/resource/Lincoln_MKS","Chicago","http://dbpedia.org/resource/Chicago","2009","17174"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kaluga","http://dbpedia.org/resource/Kaluga","2009","9400"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2009","9400"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën Xantia","http://dbpedia.org/resource/Citroën_Xantia","Tehran","http://dbpedia.org/resource/Tehran","2010","4000"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot RCZ","http://dbpedia.org/resource/Peugeot_RCZ","Graz","http://dbpedia.org/resource/Graz","2010","16600"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën Elysée","http://dbpedia.org/resource/Citroën_Elysée","Vigo","http://dbpedia.org/resource/Vigo","2010","71800"
"Honda","http://dbpedia.org/resource/Honda","Japann","http://dbpedia.org/resource/Japan","Honda Crosstour","http://dbpedia.org/resource/Honda_Crosstour","Guangzhou","http://dbpedia.org/resource/Guangzhou","2010","28851"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnava","http://dbpedia.org/resource/Trnava","2010","83700"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","Frannce","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakarta","http://dbpedia.org/resource/Jakarta","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehran","http://dbpedia.org/resource/Tehran","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2010","472800"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","Ho Chi Minh City","http://dbpedia.org/resource/Ho_Chi_Minh_City","2010","20946"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabama","http://dbpedia.org/resource/Vance,_Alabama","2010","2937"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolín","http://dbpedia.org/resource/Kolín","2010","111900"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmore","http://dbpedia.org/resource/Ryton-on-Dunsmore","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chile","http://dbpedia.org/resource/Los_Andes,_Chile","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2010","472800"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Gerrmany","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","6th of October City","http://dbpedia.org/resource/6th_of_October_City","2010","20946"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Cairo","http://dbpedia.org/resource/Cairo","2010","38200"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Vigo","http://dbpedia.org/resource/Vigo","2010","71800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2010","8500"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Kaluga","http://dbpedia.org/resource/Kaluga","2010","8500"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2010","71800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Vigo","http://dbpedia.org/resource/Vigo","2010","38200"
"Peugeot","http://dbpedia.org/resource/Peugeot","FFrance","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Bosch","http://dbpedia.org/resource/Villa_Bosch","2010","86900"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Aires","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2010","86900"
"Cadillac","http://dbpedia.org/resource/Cadillac","United Statess","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblast","http://dbpedia.org/resource/Kaliningrad_Oblast","2010","4473"
"Cadillac","http://dbpedia.org/resource/Cadillac","United Statess","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad","http://dbpedia.org/resource/Kaliningrad","2010","4473"
"GMC (automobile)","http://dbpedia.org/resource/GMC_(automobile)","United Statess","http://dbpedia.org/resource/United_States","GMC Terrain","http://dbpedia.org/resource/GMC_Terrain","Ingersoll, Ontario","http://dbpedia.org/resource/Ingersoll,_Ontario","2010","60519"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln MKT","http://dbpedia.org/resource/Lincoln_MKT","Oakville, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2010","7435"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Flex","http://dbpedia.org/resource/Ford_Flex","Oakville, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2010","34227"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United Statess","http://dbpedia.org/resource/United_States","Lincoln MKS","http://dbpedia.org/resource/Lincoln_MKS","Chicago","http://dbpedia.org/resource/Chicago","2010","14417"
"Peugeot","http://dbpedia.org/resource/Peugeot","Fraance","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kaluga","http://dbpedia.org/resource/Kaluga","2010","8400"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2010","8400"
"Peugeot","http://dbpedia.org/resource/Peugeot","Frrance","http://dbpedia.org/resource/France","Peugeot RCZ","http://dbpedia.org/resource/Peugeot_RCZ","Graz","http://dbpedia.org/resource/Graz","2011","18828"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Elysée","http://dbpedia.org/resource/Citroën_Elysée","Vigo","http://dbpedia.org/resource/Vigo","2011","65545"
"Honda","http://dbpedia.org/resource/Honda","Japaan","http://dbpedia.org/resource/Japan","Honda Crosstour","http://dbpedia.org/resource/Honda_Crosstour","Guangzhou","http://dbpedia.org/resource/Guangzhou","2011","17974"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnava","http://dbpedia.org/resource/Trnava","2011","101612"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakarta","http://dbpedia.org/resource/Jakarta","2011","445038"
"Peugeot","http://dbpedia.org/resource/Peugeot","Fraance","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2011","445038"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehran","http://dbpedia.org/resource/Tehran","2011","445038"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2011","445038"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","Ho Chi Minh City","http://dbpedia.org/resource/Ho_Chi_Minh_City","2011","24310"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolín","http://dbpedia.org/resource/Kolín","2011","92093"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmore","http://dbpedia.org/resource/Ryton-on-Dunsmore","2011","445038"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chile","http://dbpedia.org/resource/Los_Andes,_Chile","2011","445038"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2011","445038"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germanyy","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","6th of October City","http://dbpedia.org/resource/6th_of_October_City","2011","24310"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Cairo","http://dbpedia.org/resource/Cairo","2011","8444"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2011","7460"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Kaluga","http://dbpedia.org/resource/Kaluga","2011","7460"
"Citroën","http://dbpedia.org/resource/Citroën","Frrance","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Vigo","http://dbpedia.org/resource/Vigo","2011","65545"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2011","65545"
"Citroën","http://dbpedia.org/resource/Citroën","Francee","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Vigo","http://dbpedia.org/resource/Vigo","2011","8444"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Bosch","http://dbpedia.org/resource/Villa_Bosch","2011","71531"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Aires","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2011","71531"
"Peugeot","http://dbpedia.org/resource/Peugeot","Francee","http://dbpedia.org/resource/France","Peugeot 208","http://dbpedia.org/resource/Peugeot_208","Jakarta","http://dbpedia.org/resource/Jakarta","2011","631"
"Cadillac","http://dbpedia.org/resource/Cadillac","Uniited States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblast","http://dbpedia.org/resource/Kaliningrad_Oblast","2011","3338"
