"primeMinister","primeMinister__URI","party","party__URI","country","country__URI"
"Béla Imrédy","http://dbpedia.org/resource/Béla_Imrédy","Party of Hungarian Life","http://dbpedia.org/resource/Party_of_Hungarian_Life","Hungaryy","http://dbpedia.org/resource/Hungary"
"Viktor Orbán","http://dbpedia.org/resource/Viktor_Orbán","Fidesz","http://dbpedia.org/resource/Fidesz","Hungaary","http://dbpedia.org/resource/Hungary"
"Károly Grósz","http://dbpedia.org/resource/Károly_Grósz","Hungarian Communist Party","http://dbpedia.org/resource/Hungarian_Communist_Party","Hungary","http://dbpedia.org/resource/Hungary"
"Károly Grósz","http://dbpedia.org/resource/Károly_Grósz","Hungarian Working People's Party","http://dbpedia.org/resource/Hungarian_Working_People's_Party","Hungaryy","http://dbpedia.org/resource/Hungary"
"Péter Boross","http://dbpedia.org/resource/Péter_Boross","Hungarian Democratic Forum","http://dbpedia.org/resource/Hungarian_Democratic_Forum","Hungaryy","http://dbpedia.org/resource/Hungary"
"Miklós Kállay","http://dbpedia.org/resource/Miklós_Kállay","Party of Hungarian Life","http://dbpedia.org/resource/Party_of_Hungarian_Life","Hungary","http://dbpedia.org/resource/Hungary"
"Dr. Miklós Kállay","http://dbpedia.org/resource/Miklós_Kállay","Party of Hungarian Life","http://dbpedia.org/resource/Party_of_Hungarian_Life","Hungaryy","http://dbpedia.org/resource/Hungary"
"Miklós Kállay","http://dbpedia.org/resource/Miklós_Kállay","Unity Party (Hungary)","http://dbpedia.org/resource/Unity_Party_(Hungary)","Hungary","http://dbpedia.org/resource/Hungary"
"Dr. Miklós Kállay","http://dbpedia.org/resource/Miklós_Kállay","Unity Party (Hungary)","http://dbpedia.org/resource/Unity_Party_(Hungary)","Hungaryy","http://dbpedia.org/resource/Hungary"
"György Lázár","http://dbpedia.org/resource/György_Lázár","Hungarian Communist Party","http://dbpedia.org/resource/Hungarian_Communist_Party","Hungaryy","http://dbpedia.org/resource/Hungary"
"György Lázár","http://dbpedia.org/resource/György_Lázár","Hungarian Working People's Party","http://dbpedia.org/resource/Hungarian_Working_People's_Party","Hungary","http://dbpedia.org/resource/Hungary"
"Antonio Segni","http://dbpedia.org/resource/Antonio_Segni","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Antonio di Rudinì","http://dbpedia.org/resource/Antonio_Starabba,_Marchese_di_Rudinì","Historical Right","http://dbpedia.org/resource/Historical_Right","Italy","http://dbpedia.org/resource/Italy"
"Antonio Starabba, Marquess of Rudinì","http://dbpedia.org/resource/Antonio_Starabba,_Marchese_di_Rudinì","Historical Right","http://dbpedia.org/resource/Historical_Right","Itally","http://dbpedia.org/resource/Italy"
"Arnaldo Forlani","http://dbpedia.org/resource/Arnaldo_Forlani","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Fernando Tambroni","http://dbpedia.org/resource/Fernando_Tambroni","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Adone Zoli","http://dbpedia.org/resource/Adone_Zoli","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Itally","http://dbpedia.org/resource/Italy"
"Agostino Depretis","http://dbpedia.org/resource/Agostino_Depretis","Historical Left","http://dbpedia.org/resource/Historical_Left","Italy","http://dbpedia.org/resource/Italy"
"Luigi Luzzatti","http://dbpedia.org/resource/Luigi_Luzzatti","Historical Right","http://dbpedia.org/resource/Historical_Right","Italyy","http://dbpedia.org/resource/Italy"
"Fernando Tambroni","http://dbpedia.org/resource/Fernando_Tambroni","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Giovanni Leone","http://dbpedia.org/resource/Giovanni_Leone","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Giulio Andreotti","http://dbpedia.org/resource/Giulio_Andreotti","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Ferruccio Parri","http://dbpedia.org/resource/Ferruccio_Parri","Action Party (Italy)","http://dbpedia.org/resource/Action_Party_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Francesco Crispi","http://dbpedia.org/resource/Francesco_Crispi","Dissident left-wing","http://dbpedia.org/resource/Dissident_left-wing","Italyy","http://dbpedia.org/resource/Italy"
"Francesco Crispi","http://dbpedia.org/resource/Francesco_Crispi","Historical Left","http://dbpedia.org/resource/Historical_Left","Itally","http://dbpedia.org/resource/Italy"
"Francesco Cossiga","http://dbpedia.org/resource/Francesco_Cossiga","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Itally","http://dbpedia.org/resource/Italy"
"Silvio Berlusconi","http://dbpedia.org/resource/Silvio_Berlusconi","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Itally","http://dbpedia.org/resource/Italy"
"Giuseppe Pella","http://dbpedia.org/resource/Giuseppe_Pella","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Giovanni Goria","http://dbpedia.org/resource/Giovanni_Goria","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Luigi Facta","http://dbpedia.org/resource/Luigi_Facta","Historical Left","http://dbpedia.org/resource/Historical_Left","Itaaly","http://dbpedia.org/resource/Italy"
"Giovanni Lanza","http://dbpedia.org/resource/Giovanni_Lanza","Historical Right","http://dbpedia.org/resource/Historical_Right","Italyy","http://dbpedia.org/resource/Italy"
"Alcide De Gasperi","http://dbpedia.org/resource/Alcide_De_Gasperi","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Amintore Fanfani","http://dbpedia.org/resource/Amintore_Fanfani","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Ciriaco De Mita","http://dbpedia.org/resource/Ciriaco_De_Mita","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Amintore Fanfani","http://dbpedia.org/resource/Amintore_Fanfani","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italy","http://dbpedia.org/resource/Italy"
"Mario Scelba","http://dbpedia.org/resource/Mario_Scelba","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Antonio Salandra","http://dbpedia.org/resource/Antonio_Salandra","Historical Right","http://dbpedia.org/resource/Historical_Right","Italy","http://dbpedia.org/resource/Italy"
"Benito Mussolini","http://dbpedia.org/resource/Benito_Mussolini","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italy","http://dbpedia.org/resource/Italy"
"Romano Prodi","http://dbpedia.org/resource/Romano_Prodi","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Romano Prodi","http://dbpedia.org/resource/Romano_Prodi","The Democrats (Italy)","http://dbpedia.org/resource/The_Democrats_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Giovanni Giolitti","http://dbpedia.org/resource/Giovanni_Giolitti","Historical Left","http://dbpedia.org/resource/Historical_Left","Italy","http://dbpedia.org/resource/Italy"
"Sidney Sonnino","http://dbpedia.org/resource/Sidney_Sonnino","Historical Right","http://dbpedia.org/resource/Historical_Right","Italyy","http://dbpedia.org/resource/Italy"
"Aldo Moro","http://dbpedia.org/resource/Aldo_Moro","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Enrico Letta","http://dbpedia.org/resource/Enrico_Letta","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Alessandro Fortis","http://dbpedia.org/resource/Alessandro_Fortis","Historical Left","http://dbpedia.org/resource/Historical_Left","Italyy","http://dbpedia.org/resource/Italy"
"Emilio Colombo","http://dbpedia.org/resource/Emilio_Colombo","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Urbano Rattazzi","http://dbpedia.org/resource/Urbano_Rattazzi","Historical Left","http://dbpedia.org/resource/Historical_Left","Italyy","http://dbpedia.org/resource/Italy"
"Vittorio Emanuele Orlando","http://dbpedia.org/resource/Vittorio_Emanuele_Orlando","Historical Left","http://dbpedia.org/resource/Historical_Left","Italy","http://dbpedia.org/resource/Italy"
"Vittorio Emanuele Orlando","http://dbpedia.org/resource/Vittorio_Emanuele_Orlando","Democratic Liberal Party (Italy)","http://dbpedia.org/resource/Democratic_Liberal_Party_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Benedetto Cairoli","http://dbpedia.org/resource/Benedetto_Cairoli","Historical Left","http://dbpedia.org/resource/Historical_Left","IItaly","http://dbpedia.org/resource/Italy"
"Carlo Azeglio Ciampi","http://dbpedia.org/resource/Carlo_Azeglio_Ciampi","Action Party (Italy)","http://dbpedia.org/resource/Action_Party_(Italy)","Itally","http://dbpedia.org/resource/Italy"
"Mariano Rumor","http://dbpedia.org/resource/Mariano_Rumor","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Pier Ferdinando Casini","http://dbpedia.org/resource/Pier_Ferdinando_Casini","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Itaaly","http://dbpedia.org/resource/Italy"
"Vincenzo Scotti","http://dbpedia.org/resource/Vincenzo_Scotti","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Franca Falcucci","http://dbpedia.org/resource/Franca_Falcucci","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Itally","http://dbpedia.org/resource/Italy"
"Giuseppe Zanardelli","http://dbpedia.org/resource/Giuseppe_Zanardelli","Dissident left-wing","http://dbpedia.org/resource/Dissident_left-wing","Italyy","http://dbpedia.org/resource/Italy"
"Giuseppe Zanardelli","http://dbpedia.org/resource/Giuseppe_Zanardelli","Historical Left","http://dbpedia.org/resource/Historical_Left","Italyy","http://dbpedia.org/resource/Italy"
"Marco Minghetti","http://dbpedia.org/resource/Marco_Minghetti","Historical Right","http://dbpedia.org/resource/Historical_Right","Italyy","http://dbpedia.org/resource/Italy"
"Luigi Carlo Farini","http://dbpedia.org/resource/Luigi_Carlo_Farini","Historical Right","http://dbpedia.org/resource/Historical_Right","Itally","http://dbpedia.org/resource/Italy"
"Carlo Bon Compagni di Mombello","http://dbpedia.org/resource/Carlo_Bon_Compagni_di_Mombello","Historical Right","http://dbpedia.org/resource/Historical_Right","Italy","http://dbpedia.org/resource/Italy"
"Carlo Bon Compagni","http://dbpedia.org/resource/Carlo_Bon_Compagni_di_Mombello","Historical Right","http://dbpedia.org/resource/Historical_Right","Italyy","http://dbpedia.org/resource/Italy"
"Alfredo Rocco","http://dbpedia.org/resource/Alfredo_Rocco","Italian Radical Party","http://dbpedia.org/resource/Italian_Radical_Party","Italy","http://dbpedia.org/resource/Italy"
"Vasco Errani","http://dbpedia.org/resource/Vasco_Errani","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italy","http://dbpedia.org/resource/Italy"
"Nilde Iotti","http://dbpedia.org/resource/Nilde_Iotti","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Leonilde Iotti","http://dbpedia.org/resource/Nilde_Iotti","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Pietro Ingrao","http://dbpedia.org/resource/Pietro_Ingrao","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italy","http://dbpedia.org/resource/Italy"
"Costanzo Ciano","http://dbpedia.org/resource/Costanzo_Ciano","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Alfredo Rocco","http://dbpedia.org/resource/Alfredo_Rocco","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italy","http://dbpedia.org/resource/Italy"
"Antonio Casertano","http://dbpedia.org/resource/Antonio_Casertano","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Dino Grandi","http://dbpedia.org/resource/Dino_Grandi","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italy","http://dbpedia.org/resource/Italy"
"Mario Beccaria","http://dbpedia.org/resource/Mario_Beccaria","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Tina Anselmi","http://dbpedia.org/resource/Tina_Anselmi","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Antonio Gava","http://dbpedia.org/resource/Antonio_Gava","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Beniamino Andreatta","http://dbpedia.org/resource/Beniamino_Andreatta","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Paolo Emilio Taviani","http://dbpedia.org/resource/Paolo_Emilio_Taviani","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Iles Braghetto","http://dbpedia.org/resource/Iles_Braghetto","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Illes BraghettoMEP","http://dbpedia.org/resource/Iles_Braghetto","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Francesco Rutelli","http://dbpedia.org/resource/Francesco_Rutelli","The Democrats (Italy)","http://dbpedia.org/resource/The_Democrats_(Italy)","Italy","http://dbpedia.org/resource/Italy"
"Irene Pivetti","http://dbpedia.org/resource/Irene_Pivetti","Lega Nord","http://dbpedia.org/resource/Lega_Nord","Italy","http://dbpedia.org/resource/Italy"
"Roberto Castelli","http://dbpedia.org/resource/Roberto_Castelli","Lega Nord","http://dbpedia.org/resource/Lega_Nord","Italy","http://dbpedia.org/resource/Italy"
"Nichi Vendola","http://dbpedia.org/resource/Nichi_Vendola","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Deborah Bergamini","http://dbpedia.org/resource/Deborah_Bergamini","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Italy","http://dbpedia.org/resource/Italy"
"Sergio Berlato","http://dbpedia.org/resource/Sergio_Berlato","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Italyy","http://dbpedia.org/resource/Italy"
"Sergio BerlatoMEP","http://dbpedia.org/resource/Sergio_Berlato","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Itaaly","http://dbpedia.org/resource/Italy"
"Pietro Badoglio","http://dbpedia.org/resource/Pietro_Badoglio","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Itally","http://dbpedia.org/resource/Italy"
"(The 1stDuke of Addis Abeba)","http://dbpedia.org/resource/Pietro_Badoglio","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italy","http://dbpedia.org/resource/Italy"
"Giacomo Acerbo","http://dbpedia.org/resource/Giacomo_Acerbo","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Giovanni Giuriati","http://dbpedia.org/resource/Giovanni_Giuriati","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Itaaly","http://dbpedia.org/resource/Italy"
"Giovanni Giurati","http://dbpedia.org/resource/Giovanni_Giuriati","National Fascist Party","http://dbpedia.org/resource/National_Fascist_Party","Italy","http://dbpedia.org/resource/Italy"
"Enrico Costa","http://dbpedia.org/resource/Enrico_Costa_(politician)","New Centre-Right","http://dbpedia.org/resource/New_Centre-Right","Italy","http://dbpedia.org/resource/Italy"
"Roberto Formigoni","http://dbpedia.org/resource/Roberto_Formigoni","New Centre-Right","http://dbpedia.org/resource/New_Centre-Right","IItaly","http://dbpedia.org/resource/Italy"
"Rosy Bindi","http://dbpedia.org/resource/Rosy_Bindi","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Italyy","http://dbpedia.org/resource/Italy"
"Maria Rosaria ""Rosy"" Bindi","http://dbpedia.org/resource/Rosy_Bindi","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Ittaly","http://dbpedia.org/resource/Italy"
"Giuseppe Medici","http://dbpedia.org/resource/Giuseppe_Medici","Christian Democracy (Italy)","http://dbpedia.org/resource/Christian_Democracy_(Italy)","Ittaly","http://dbpedia.org/resource/Italy"
"Francesco Saverio Nitti","http://dbpedia.org/resource/Francesco_Saverio_Nitti","The Extreme","http://dbpedia.org/resource/The_Extreme","Italy","http://dbpedia.org/resource/Italy"
"Luigi Federico Menabrea","http://dbpedia.org/resource/Luigi_Federico_Menabrea","Historical Right","http://dbpedia.org/resource/Historical_Right","Italyy","http://dbpedia.org/resource/Italy"
"Francesco Saverio Nitti","http://dbpedia.org/resource/Francesco_Saverio_Nitti","Italian Radical Party","http://dbpedia.org/resource/Italian_Radical_Party","Italy","http://dbpedia.org/resource/Italy"
"Umberto Bossi","http://dbpedia.org/resource/Umberto_Bossi","Lega Nord","http://dbpedia.org/resource/Lega_Nord","Itally","http://dbpedia.org/resource/Italy"
"Roberto Cota","http://dbpedia.org/resource/Roberto_Cota","Lega Nord","http://dbpedia.org/resource/Lega_Nord","Italyy","http://dbpedia.org/resource/Italy"
"Teresa Noce","http://dbpedia.org/resource/Teresa_Noce","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Sandro Bondi","http://dbpedia.org/resource/Sandro_Bondi","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italy","http://dbpedia.org/resource/Italy"
"Adriana Seroni","http://dbpedia.org/resource/Adriana_Seroni","Italian Communist Party","http://dbpedia.org/resource/Italian_Communist_Party","Italyy","http://dbpedia.org/resource/Italy"
"Carlo Cattaneo","http://dbpedia.org/resource/Carlo_Cattaneo","Action Party (Italy, 1848)","http://dbpedia.org/resource/Action_Party_(Italy,_1848)","Italyy","http://dbpedia.org/resource/Italy"
"Giancarlo Galan","http://dbpedia.org/resource/Giancarlo_Galan","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Italy","http://dbpedia.org/resource/Italy"
"Maurizio Gasparri","http://dbpedia.org/resource/Maurizio_Gasparri","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Itaaly","http://dbpedia.org/resource/Italy"
"Franco Carraro","http://dbpedia.org/resource/Franco_Carraro","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Italy","http://dbpedia.org/resource/Italy"
"Sandro Bondi","http://dbpedia.org/resource/Sandro_Bondi","Forza Italia (2013)","http://dbpedia.org/resource/Forza_Italia_(2013)","Italy","http://dbpedia.org/resource/Italy"
"Karim Massimov","http://dbpedia.org/resource/Karim_Massimov","Nur Otan","http://dbpedia.org/resource/Nur_Otan","Kazakhstan","http://dbpedia.org/resource/Kazakhstan"
"كەرىم  مەسىموۋ","http://dbpedia.org/resource/Karim_Massimov","Nur Otan","http://dbpedia.org/resource/Nur_Otan","Kazakhstann","http://dbpedia.org/resource/Kazakhstan"
"Kassym-Jomart Tokayev","http://dbpedia.org/resource/Kassym-Jomart_Tokayev","Nur Otan","http://dbpedia.org/resource/Nur_Otan","Kazakhsstan","http://dbpedia.org/resource/Kazakhstan"
"Serik Akhmetov","http://dbpedia.org/resource/Serik_Akhmetov","Nur Otan","http://dbpedia.org/resource/Nur_Otan","Kazaakhstan","http://dbpedia.org/resource/Kazakhstan"
"Nurlan Balgimbayev","http://dbpedia.org/resource/Nurlan_Balgimbayev","People's Union of Kazakhstan Unity","http://dbpedia.org/resource/People's_Union_of_Kazakhstan_Unity","Kazakhstan","http://dbpedia.org/resource/Kazakhstan"
"Bakhytzhan Sagintayev","http://dbpedia.org/resource/Bakhytzhan_Sagintayev","Nur Otan","http://dbpedia.org/resource/Nur_Otan","Kazakhstann","http://dbpedia.org/resource/Kazakhstan"
"Hashim Thaçi","http://dbpedia.org/resource/Hashim_Thaçi","Democratic Party of Kosovo","http://dbpedia.org/resource/Democratic_Party_of_Kosovo","Kosovoo","http://dbpedia.org/resource/Kosovo"
"Bajram Kosumi","http://dbpedia.org/resource/Bajram_Kosumi","Democratic Party of Kosovo","http://dbpedia.org/resource/Democratic_Party_of_Kosovo","Kosovo","http://dbpedia.org/resource/Kosovo"
"Isa Mustafa","http://dbpedia.org/resource/Isa_Mustafa","Democratic League of Kosovo","http://dbpedia.org/resource/Democratic_League_of_Kosovo","Kosovoo","http://dbpedia.org/resource/Kosovo"
"Kaqusha Jashari","http://dbpedia.org/resource/Kaqusha_Jashari","League of Communists of Kosovo","http://dbpedia.org/resource/League_of_Communists_of_Kosovo","Kosovvo","http://dbpedia.org/resource/Kosovo"
"Agim Çeku","http://dbpedia.org/resource/Agim_Çeku","Democratic Party of Kosovo","http://dbpedia.org/resource/Democratic_Party_of_Kosovo","Kosovvo","http://dbpedia.org/resource/Kosovo"
"Agim Çeku","http://dbpedia.org/resource/Agim_Çeku","Alliance for the Future of Kosovo","http://dbpedia.org/resource/Alliance_for_the_Future_of_Kosovo","Kosovoo","http://dbpedia.org/resource/Kosovo"
"Riza Sapunxhiu","http://dbpedia.org/resource/Riza_Sapunxhiu","League of Communists of Kosovo","http://dbpedia.org/resource/League_of_Communists_of_Kosovo","Kosovo","http://dbpedia.org/resource/Kosovo"
"Bajram Rexhepi","http://dbpedia.org/resource/Bajram_Rexhepi","Democratic Party of Kosovo","http://dbpedia.org/resource/Democratic_Party_of_Kosovo","Kosovoo","http://dbpedia.org/resource/Kosovo"
"Ramush Haradinaj","http://dbpedia.org/resource/Ramush_Haradinaj","Alliance for the Future of Kosovo","http://dbpedia.org/resource/Alliance_for_the_Future_of_Kosovo","Kosovo","http://dbpedia.org/resource/Kosovo"
"Guntars Krasts","http://dbpedia.org/resource/Guntars_Krasts","For Fatherland and Freedom/LNNK","http://dbpedia.org/resource/For_Fatherland_and_Freedom/LNNK","Latviaa","http://dbpedia.org/resource/Latvia"
"Ivars Godmanis","http://dbpedia.org/resource/Ivars_Godmanis","Latvia's First Party/Latvian Way","http://dbpedia.org/resource/Latvia's_First_Party/Latvian_Way","Latvia","http://dbpedia.org/resource/Latvia"
"Einars Repše","http://dbpedia.org/resource/Einars_Repše","New Era Party","http://dbpedia.org/resource/New_Era_Party","Latvvia","http://dbpedia.org/resource/Latvia"
"Einars Repše","http://dbpedia.org/resource/Einars_Repše","Latvian Development","http://dbpedia.org/resource/Latvian_Development","Latvia","http://dbpedia.org/resource/Latvia"
"Māris Kučinskis","http://dbpedia.org/resource/Māris_Kučinskis","Liepāja Party","http://dbpedia.org/resource/Liepāja_Party","Latvvia","http://dbpedia.org/resource/Latvia"
"Valdis Dombrovskis","http://dbpedia.org/resource/Valdis_Dombrovskis","New Era Party","http://dbpedia.org/resource/New_Era_Party","Latviaa","http://dbpedia.org/resource/Latvia"
"Adrian Hasler","http://dbpedia.org/resource/Adrian_Hasler","Progressive Citizens' Party","http://dbpedia.org/resource/Progressive_Citizens'_Party","Liechtensteinn","http://dbpedia.org/resource/Liechtenstein"
"Klaus Tschütscher","http://dbpedia.org/resource/Klaus_Tschütscher","Patriotic Union (Liechtenstein)","http://dbpedia.org/resource/Patriotic_Union_(Liechtenstein)","Liechtensteinn","http://dbpedia.org/resource/Liechtenstein"
"Mario Frick","http://dbpedia.org/resource/Mario_Frick_(politician)","Patriotic Union (Liechtenstein)","http://dbpedia.org/resource/Patriotic_Union_(Liechtenstein)","Liechhtenstein","http://dbpedia.org/resource/Liechtenstein"
"Otmar Hasler","http://dbpedia.org/resource/Otmar_Hasler","Progressive Citizens' Party","http://dbpedia.org/resource/Progressive_Citizens'_Party","Liechtensteinn","http://dbpedia.org/resource/Liechtenstein"
"Andrius Kubilius","http://dbpedia.org/resource/Andrius_Kubilius","Homeland Union","http://dbpedia.org/resource/Homeland_Union","Lithuaniia","http://dbpedia.org/resource/Lithuania"
"Algirdas Brazauskas","http://dbpedia.org/resource/Algirdas_Brazauskas","Communist Party of Lithuania","http://dbpedia.org/resource/Communist_Party_of_Lithuania","Lithuaniaa","http://dbpedia.org/resource/Lithuania"
"Algirdas Brazauskas","http://dbpedia.org/resource/Algirdas_Brazauskas","Social Democratic Party of Lithuania","http://dbpedia.org/resource/Social_Democratic_Party_of_Lithuania","Lithuuania","http://dbpedia.org/resource/Lithuania"
"Algirdas Butkevičius","http://dbpedia.org/resource/Algirdas_Butkevičius","Social Democratic Party of Lithuania","http://dbpedia.org/resource/Social_Democratic_Party_of_Lithuania","Lithuania","http://dbpedia.org/resource/Lithuania"
"Zigmantas Balčytis","http://dbpedia.org/resource/Zigmantas_Balčytis","Social Democratic Party of Lithuania","http://dbpedia.org/resource/Social_Democratic_Party_of_Lithuania","Lithuania","http://dbpedia.org/resource/Lithuania"
"Rolandas Paksas","http://dbpedia.org/resource/Rolandas_Paksas","Communist Party of Lithuania","http://dbpedia.org/resource/Communist_Party_of_Lithuania","Lithuuania","http://dbpedia.org/resource/Lithuania"
"Rolandas Paksas","http://dbpedia.org/resource/Rolandas_Paksas","Homeland Union","http://dbpedia.org/resource/Homeland_Union","Lithhuania","http://dbpedia.org/resource/Lithuania"
"Rolandas Paksas","http://dbpedia.org/resource/Rolandas_Paksas","Order and Justice","http://dbpedia.org/resource/Order_and_Justice","Lithuaniaa","http://dbpedia.org/resource/Lithuania"
"Gediminas Kirkilas","http://dbpedia.org/resource/Gediminas_Kirkilas","Social Democratic Party of Lithuania","http://dbpedia.org/resource/Social_Democratic_Party_of_Lithuania","Lithuaniaa","http://dbpedia.org/resource/Lithuania"
"Antanas Merkys","http://dbpedia.org/resource/Antanas_Merkys","Lithuanian Nationalist Union","http://dbpedia.org/resource/Lithuanian_Nationalist_Union","Lithuaniaa","http://dbpedia.org/resource/Lithuania"
"Karmenu Mifsud Bonnici","http://dbpedia.org/resource/Karmenu_Mifsud_Bonnici","Labour Party (Malta)","http://dbpedia.org/resource/Labour_Party_(Malta)","Malta","http://dbpedia.org/resource/Malta"
"Lawrence Gonzi","http://dbpedia.org/resource/Lawrence_Gonzi","Nationalist Party (Malta)","http://dbpedia.org/resource/Nationalist_Party_(Malta)","Maltaa","http://dbpedia.org/resource/Malta"
"Eddie Fenech Adami","http://dbpedia.org/resource/Eddie_Fenech_Adami","Nationalist Party (Malta)","http://dbpedia.org/resource/Nationalist_Party_(Malta)","Malta","http://dbpedia.org/resource/Malta"
"Edward Fenech Adami","http://dbpedia.org/resource/Eddie_Fenech_Adami","Nationalist Party (Malta)","http://dbpedia.org/resource/Nationalist_Party_(Malta)","Maltaa","http://dbpedia.org/resource/Malta"
