"band","band__URI","startYear","label__URI","label","labelFounder","labelFounder__URI","occupation","occupation__URI"
"Average White Bandd","http://dbpedia.org/resource/Average_White_Band","1972","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Heavy  Metal Kids","http://dbpedia.org/resource/Heavy_Metal_Kids","1972","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Tubess","http://dbpedia.org/resource/The_Tubes","1972","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Rocketss","http://dbpedia.org/resource/The_Rockets_(band)","1972","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Mama'ss Pride","http://dbpedia.org/resource/Mama's_Pride","1972","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Mama's Pridee","http://dbpedia.org/resource/Mama's_Pride","1972","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Average White Bandd","http://dbpedia.org/resource/Average_White_Band","1972","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Average White Bandd","http://dbpedia.org/resource/Average_White_Band","1972","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Terry Draaper","http://dbpedia.org/resource/Terry_Draper","1973","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Television","http://dbpedia.org/resource/Television_(band)","1973","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Bad Companyy","http://dbpedia.org/resource/Bad_Company","1973","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Bad Company","http://dbpedia.org/resource/Bad_Company","1973","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Terry Draperr","http://dbpedia.org/resource/Terry_Draper","1973","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Televisionn","http://dbpedia.org/resource/Television_(band)","1973","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Bad Company","http://dbpedia.org/resource/Bad_Company","1973","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Bad Company","http://dbpedia.org/resource/Bad_Company","1973","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Heartt","http://dbpedia.org/resource/Heart_(band)","1974","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Beau Dommagee","http://dbpedia.org/resource/Beau_Dommage","1974","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Mink DeVillee","http://dbpedia.org/resource/Mink_DeVille","1974","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Mink DeVillee","http://dbpedia.org/resource/Mink_DeVille","1974","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Mink DeVillee","http://dbpedia.org/resource/Mink_DeVille","1974","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Heart","http://dbpedia.org/resource/Heart_(band)","1974","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Beau Dommage","http://dbpedia.org/resource/Beau_Dommage","1974","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Mink DeVille","http://dbpedia.org/resource/Mink_DeVille","1974","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Mink DeVillee","http://dbpedia.org/resource/Mink_DeVille","1974","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Mink DeVillee","http://dbpedia.org/resource/Mink_DeVille","1974","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"The RRutles","http://dbpedia.org/resource/The_Rutles","1975","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Little Riverr Band","http://dbpedia.org/resource/Little_River_Band","1975","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Pariss","http://dbpedia.org/resource/Paris_(band)","1975","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Red Rider","http://dbpedia.org/resource/Red_Rider","1975","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Little River Band","http://dbpedia.org/resource/Little_River_Band","1975","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Paris","http://dbpedia.org/resource/Paris_(band)","1975","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Red Riderr","http://dbpedia.org/resource/Red_Rider","1975","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Téléphonee","http://dbpedia.org/resource/Téléphone","1976","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Gyllene Tider","http://dbpedia.org/resource/Gyllene_Tider","1976","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"SUUN","http://dbpedia.org/resource/Sun_(R&B_band)","1976","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"BAP","http://dbpedia.org/resource/BAP_(German_band)","1976","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"MMondo Rock","http://dbpedia.org/resource/Mondo_Rock","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Mondo Rock","http://dbpedia.org/resource/Mondo_Rock","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Don Harrison Band","http://dbpedia.org/resource/The_Don_Harrison_Band","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Don Haarrison Band","http://dbpedia.org/resource/The_Don_Harrison_Band","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Gyllene Tiderr","http://dbpedia.org/resource/Gyllene_Tider","1976","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"SUN","http://dbpedia.org/resource/Sun_(R&B_band)","1976","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"BBAP","http://dbpedia.org/resource/BAP_(German_band)","1976","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Don Harrison Bandd","http://dbpedia.org/resource/The_Don_Harrison_Band","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"The Don Harrison Bandd","http://dbpedia.org/resource/The_Don_Harrison_Band","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Mondo Rockk","http://dbpedia.org/resource/Mondo_Rock","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Mondo Rock","http://dbpedia.org/resource/Mondo_Rock","1976","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Streethearrt","http://dbpedia.org/resource/Streetheart_(band)","1977","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Prism","http://dbpedia.org/resource/Prism_(band)","1977","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Streetheart","http://dbpedia.org/resource/Streetheart_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"off broadway usa","http://dbpedia.org/resource/Off_Broadway_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Streethearrt","http://dbpedia.org/resource/Streetheart_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"off broadway usa","http://dbpedia.org/resource/Off_Broadway_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Saga","http://dbpedia.org/resource/Saga_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Saga","http://dbpedia.org/resource/Saga_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Sniff 'n' the Tears","http://dbpedia.org/resource/Sniff_'n'_the_Tears","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"INXS","http://dbpedia.org/resource/INXS","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"INXXS","http://dbpedia.org/resource/INXS","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Sniff 'n' the Tearrs","http://dbpedia.org/resource/Sniff_'n'_the_Tears","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Streetheartt","http://dbpedia.org/resource/Streetheart_(band)","1977","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Prism","http://dbpedia.org/resource/Prism_(band)","1977","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"off broadwway usa","http://dbpedia.org/resource/Off_Broadway_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"off broadway usa","http://dbpedia.org/resource/Off_Broadway_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Streetheart","http://dbpedia.org/resource/Streetheart_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Streetheart","http://dbpedia.org/resource/Streetheart_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Sagaa","http://dbpedia.org/resource/Saga_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"INXS","http://dbpedia.org/resource/INXS","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Snifff 'n' the Tears","http://dbpedia.org/resource/Sniff_'n'_the_Tears","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"INXS","http://dbpedia.org/resource/INXS","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Sniff 'n'  the Tears","http://dbpedia.org/resource/Sniff_'n'_the_Tears","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Sagaa","http://dbpedia.org/resource/Saga_(band)","1977","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Australian Crawl","http://dbpedia.org/resource/Australian_Crawl","1978","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"The Call","http://dbpedia.org/resource/The_Call_(band)","1980","http://dbpedia.org/resource/Fingerprint_Records","Fingerprint Records","Mark Heard","http://dbpedia.org/resource/Mark_Heard","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Metro All-Starss","http://dbpedia.org/resource/The_Metro_All_Stars","1980","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Metro All-Starss","http://dbpedia.org/resource/The_Metro_All_Stars","1980","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Culture Clubb","http://dbpedia.org/resource/Culture_Club","1981","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Hunteers & Collectors","http://dbpedia.org/resource/Hunters_&_Collectors","1981","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Siniesttro Total","http://dbpedia.org/resource/Siniestro_Total","1981","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Thhe Box","http://dbpedia.org/resource/The_Box_(band)","1981","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Katrina and the Waves","http://dbpedia.org/resource/Katrina_and_the_Waves","1981","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Jittters","http://dbpedia.org/resource/The_Jitters","1981","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"The BBox","http://dbpedia.org/resource/The_Box_(band)","1981","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Katrina and the Waves","http://dbpedia.org/resource/Katrina_and_the_Waves","1981","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Jitters","http://dbpedia.org/resource/The_Jitters","1981","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Les Innocentss","http://dbpedia.org/resource/Les_Innocents","1982","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Raga Rockerss","http://dbpedia.org/resource/Raga_Rockers","1982","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"In Tua Nua","http://dbpedia.org/resource/In_Tua_Nua","1982","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Brilliant","http://dbpedia.org/resource/Brilliant_(band)","1982","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Brilliantt","http://dbpedia.org/resource/Brilliant_(band)","1982","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Brilliant","http://dbpedia.org/resource/Brilliant_(band)","1982","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Brilliantt","http://dbpedia.org/resource/Brilliant_(band)","1982","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Balaam and the Angel","http://dbpedia.org/resource/Balaam_and_the_Angel","1983","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Renegadee","http://dbpedia.org/resource/Renegade_(band)","1983","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Fetchiin Bones","http://dbpedia.org/resource/Fetchin_Bones","1983","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"Glass TTiger","http://dbpedia.org/resource/Glass_Tiger","1983","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Chipettess","http://dbpedia.org/resource/The_Chipettes","1983","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Thee Chipettes","http://dbpedia.org/resource/The_Chipettes","1983","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"Renegade","http://dbpedia.org/resource/Renegade_(band)","1983","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Fetchin Boness","http://dbpedia.org/resource/Fetchin_Bones","1983","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"Glass Tigerr","http://dbpedia.org/resource/Glass_Tiger","1983","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Johnny Mercer","http://dbpedia.org/resource/Johnny_Mercer","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Chiipettes","http://dbpedia.org/resource/The_Chipettes","1983","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"The Chipettess","http://dbpedia.org/resource/The_Chipettes","1983","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"That Petrol Emotion","http://dbpedia.org/resource/That_Petrol_Emotion","1984","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"The Northern Pikes","http://dbpedia.org/resource/The_Northern_Pikes","1984","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Weddings Parties Anything","http://dbpedia.org/resource/Weddings_Parties_Anything","1984","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Gaye BBykers on Acid","http://dbpedia.org/resource/Gaye_Bykers_on_Acid","1984","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"TThe Tragically Hip","http://dbpedia.org/resource/The_Tragically_Hip","1984","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Tragically Hipp","http://dbpedia.org/resource/The_Tragically_Hip","1984","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Tragically Hip","http://dbpedia.org/resource/The_Tragically_Hip","1984","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegün","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"The Tragically Hipp","http://dbpedia.org/resource/The_Tragically_Hip","1984","http://dbpedia.org/resource/Atlantic_Records","Atlantic Records","Ahmet Ertegun","http://dbpedia.org/resource/Ahmet_Ertegun","Composer","http://dbpedia.org/resource/Composer"
"Mike + The Mechanics","http://dbpedia.org/resource/Mike_+_The_Mechanics","1985","http://dbpedia.org/resource/Virgin_Records","Virgin Records","Tom Newman","http://dbpedia.org/resource/Tom_Newman_(musician)","Musician","http://dbpedia.org/resource/Musician"
"Crowded HHouse","http://dbpedia.org/resource/Crowded_House","1985","http://dbpedia.org/resource/Capitol_Records","Capitol Records","Buddy DeSylva","http://dbpedia.org/resource/Buddy_DeSylva","Songwriter","http://dbpedia.org/resource/Songwriter"
"The Bodiness","http://dbpedia.org/resource/The_Bodines","1985","http://dbpedia.org/resource/Creation_Records","Creation Records","Joe Foster","http://dbpedia.org/resource/Slaughter_Joe","Musician","http://dbpedia.org/resource/Musician"
