"musician","musician__URI","genre","genre__URI","instrument","instrument__URI"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk metall","http://dbpedia.org/resource/Funk_metal","Banjoo","http://dbpedia.org/resource/Banjo"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk metall","http://dbpedia.org/resource/Funk_metal","Celloo","http://dbpedia.org/resource/Cello"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk metall","http://dbpedia.org/resource/Funk_metal","Clarinett","http://dbpedia.org/resource/Clarinet"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk metal","http://dbpedia.org/resource/Funk_metal","Mandolinn","http://dbpedia.org/resource/Mandolin"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk metall","http://dbpedia.org/resource/Funk_metal","Whamola","http://dbpedia.org/resource/Whamola"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk  metal","http://dbpedia.org/resource/Funk_metal","Mellotronn","http://dbpedia.org/resource/Mellotron"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk metall","http://dbpedia.org/resource/Funk_metal","Upright bass","http://dbpedia.org/resource/Upright_bass"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Funk metall","http://dbpedia.org/resource/Funk_metal","Bassjo","http://dbpedia.org/resource/Bassjo"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rock","http://dbpedia.org/resource/Experimental_rock","Banjo","http://dbpedia.org/resource/Banjo"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rock","http://dbpedia.org/resource/Experimental_rock","Celloo","http://dbpedia.org/resource/Cello"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rockk","http://dbpedia.org/resource/Experimental_rock","Clarinet","http://dbpedia.org/resource/Clarinet"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rockk","http://dbpedia.org/resource/Experimental_rock","Mandolinn","http://dbpedia.org/resource/Mandolin"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rockk","http://dbpedia.org/resource/Experimental_rock","Whamolla","http://dbpedia.org/resource/Whamola"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rock","http://dbpedia.org/resource/Experimental_rock","Mellotron","http://dbpedia.org/resource/Mellotron"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rock","http://dbpedia.org/resource/Experimental_rock","Upright basss","http://dbpedia.org/resource/Upright_bass"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Experimental rockk","http://dbpedia.org/resource/Experimental_rock","Bassjoo","http://dbpedia.org/resource/Bassjo"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative  metal","http://dbpedia.org/resource/Alternative_metal","Banjo","http://dbpedia.org/resource/Banjo"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative metall","http://dbpedia.org/resource/Alternative_metal","Cello","http://dbpedia.org/resource/Cello"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative metal","http://dbpedia.org/resource/Alternative_metal","Clarinett","http://dbpedia.org/resource/Clarinet"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative metall","http://dbpedia.org/resource/Alternative_metal","Mandolin","http://dbpedia.org/resource/Mandolin"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative metal","http://dbpedia.org/resource/Alternative_metal","Whamola","http://dbpedia.org/resource/Whamola"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative meetal","http://dbpedia.org/resource/Alternative_metal","Mellotronn","http://dbpedia.org/resource/Mellotron"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative metal","http://dbpedia.org/resource/Alternative_metal","Upright basss","http://dbpedia.org/resource/Upright_bass"
"Colonel Claypool, Les","http://dbpedia.org/resource/Les_Claypool","Alternative metal","http://dbpedia.org/resource/Alternative_metal","Bassjo","http://dbpedia.org/resource/Bassjo"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Funk metal","http://dbpedia.org/resource/Funk_metal","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Funk metall","http://dbpedia.org/resource/Funk_metal","Guitarr","http://dbpedia.org/resource/Guitar"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Funk metal","http://dbpedia.org/resource/Funk_metal","Percussionn","http://dbpedia.org/resource/Percussion"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Funk metall","http://dbpedia.org/resource/Funk_metal","Singingg","http://dbpedia.org/resource/Singing"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Alternative rockk","http://dbpedia.org/resource/Alternative_rock","Bass guitarr","http://dbpedia.org/resource/Bass_guitar"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Alternative rockk","http://dbpedia.org/resource/Alternative_rock","Guitarr","http://dbpedia.org/resource/Guitar"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Percusssion","http://dbpedia.org/resource/Percussion"
"Cornelius (S.C.I.E.N.C.E.)","http://dbpedia.org/resource/Brandon_Boyd","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Singing","http://dbpedia.org/resource/Singing"
"Country Paul, Jammin' Jim, Lazy Slim Jim, Paul Howard","http://dbpedia.org/resource/Carolina_Slim","Piedmont bluess","http://dbpedia.org/resource/Piedmont_blues","Human voicee","http://dbpedia.org/resource/Human_voice"
"Country Paul, Jammin' Jim, Lazy Slim Jim, Paul Howard","http://dbpedia.org/resource/Carolina_Slim","Piedmont blues","http://dbpedia.org/resource/Piedmont_blues","Guitar","http://dbpedia.org/resource/Guitar"
"DJ A-Tron","http://dbpedia.org/resource/DJ_A-Tron","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Turntablism","http://dbpedia.org/resource/Turntablism"
"DJ Born Supreme Allah","http://dbpedia.org/resource/DJ_Chuck_Chillout","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Turntablismm","http://dbpedia.org/resource/Turntablism"
"DJ Born Supreme Allah","http://dbpedia.org/resource/DJ_Chuck_Chillout","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Sampler (musical instrument))","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"DJ Born Supreme Allah","http://dbpedia.org/resource/DJ_Chuck_Chillout","Rhythm & Bluess","http://dbpedia.org/resource/Rhythm_&_Blues","Turntablismm","http://dbpedia.org/resource/Turntablism"
"DJ Born Supreme Allah","http://dbpedia.org/resource/DJ_Chuck_Chillout","Rhythm & Bluess","http://dbpedia.org/resource/Rhythm_&_Blues","Sampler (musical instrument))","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"DJ Earl Fletcher","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Drumss","http://dbpedia.org/resource/Drums"
"DJ Earl Fletcher","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Keyboards","http://dbpedia.org/resource/Keyboards"
"DJ Earl Fletcher","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Modulatoor","http://dbpedia.org/resource/Modulator"
"DJ Earl Fletcher","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","AArt pop","http://dbpedia.org/resource/Art_pop","Bass guitarr","http://dbpedia.org/resource/Bass_guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art popp","http://dbpedia.org/resource/Art_pop","Drrum kit","http://dbpedia.org/resource/Drum_kit"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art popp","http://dbpedia.org/resource/Art_pop","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art popp","http://dbpedia.org/resource/Art_pop","Piano","http://dbpedia.org/resource/Piano"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art popp","http://dbpedia.org/resource/Art_pop","Fender Jaguarr","http://dbpedia.org/resource/Fender_Jaguar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art popp","http://dbpedia.org/resource/Art_pop","Singing","http://dbpedia.org/resource/Singing"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art popp","http://dbpedia.org/resource/Art_pop","Gibson Les Paul Custom","http://dbpedia.org/resource/Gibson_Les_Paul_Custom"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art ppop","http://dbpedia.org/resource/Art_pop","Gibson Flying V","http://dbpedia.org/resource/Gibson_Flying_V"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Art popp","http://dbpedia.org/resource/Art_pop","Gibson ES-175","http://dbpedia.org/resource/Gibson_ES-175"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Indie rockk","http://dbpedia.org/resource/Indie_rock","Bass guitarr","http://dbpedia.org/resource/Bass_guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Indie rock","http://dbpedia.org/resource/Indie_rock","Druum kit","http://dbpedia.org/resource/Drum_kit"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Indie rockk","http://dbpedia.org/resource/Indie_rock","Guitar","http://dbpedia.org/resource/Guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Indie rock","http://dbpedia.org/resource/Indie_rock","Pianoo","http://dbpedia.org/resource/Piano"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Inddie rock","http://dbpedia.org/resource/Indie_rock","Fender Jaguarr","http://dbpedia.org/resource/Fender_Jaguar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Indie rock","http://dbpedia.org/resource/Indie_rock","Singing","http://dbpedia.org/resource/Singing"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","IIndie rock","http://dbpedia.org/resource/Indie_rock","Gibson Les Paul Customm","http://dbpedia.org/resource/Gibson_Les_Paul_Custom"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Indie rockk","http://dbpedia.org/resource/Indie_rock","Gibson Flying V","http://dbpedia.org/resource/Gibson_Flying_V"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Indie rock","http://dbpedia.org/resource/Indie_rock","Gibson ES-175","http://dbpedia.org/resource/Gibson_ES-175"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Bass guitarr","http://dbpedia.org/resource/Bass_guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Drum kit","http://dbpedia.org/resource/Drum_kit"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Pianoo","http://dbpedia.org/resource/Piano"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Fender Jaguar","http://dbpedia.org/resource/Fender_Jaguar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Singingg","http://dbpedia.org/resource/Singing"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Gibson Les Paul Customm","http://dbpedia.org/resource/Gibson_Les_Paul_Custom"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Gibson FFlying V","http://dbpedia.org/resource/Gibson_Flying_V"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Hip hop musicc","http://dbpedia.org/resource/Hip_hop_music","Gibson ES-175","http://dbpedia.org/resource/Gibson_ES-175"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revivall","http://dbpedia.org/resource/Post-punk_revival","Bass guitarr","http://dbpedia.org/resource/Bass_guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revival","http://dbpedia.org/resource/Post-punk_revival","DDrum kit","http://dbpedia.org/resource/Drum_kit"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revivall","http://dbpedia.org/resource/Post-punk_revival","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revivall","http://dbpedia.org/resource/Post-punk_revival","Piano","http://dbpedia.org/resource/Piano"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revivall","http://dbpedia.org/resource/Post-punk_revival","Fender Jaguarr","http://dbpedia.org/resource/Fender_Jaguar"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revival","http://dbpedia.org/resource/Post-punk_revival","Singing","http://dbpedia.org/resource/Singing"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revivall","http://dbpedia.org/resource/Post-punk_revival","Gibson Les Paul Customm","http://dbpedia.org/resource/Gibson_Les_Paul_Custom"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revival","http://dbpedia.org/resource/Post-punk_revival","Gibson Flying V","http://dbpedia.org/resource/Gibson_Flying_V"
"DJ Fancypants","http://dbpedia.org/resource/Paul_Banks_(singer)","Post-punk revivval","http://dbpedia.org/resource/Post-punk_revival","Gibson ES-1775","http://dbpedia.org/resource/Gibson_ES-175"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Dance music","http://dbpedia.org/resource/Dance_music","Abletonn","http://dbpedia.org/resource/Ableton"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Dance  music","http://dbpedia.org/resource/Dance_music","FL  Studio","http://dbpedia.org/resource/FL_Studio"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Dance musicc","http://dbpedia.org/resource/Dance_music","Reason (software))","http://dbpedia.org/resource/Reason_(software)"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Dance music","http://dbpedia.org/resource/Dance_music","Logic  Pro","http://dbpedia.org/resource/Logic_Pro"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Dance music","http://dbpedia.org/resource/Dance_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Electro housee","http://dbpedia.org/resource/Electro_house","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Electro house","http://dbpedia.org/resource/Electro_house","Logic Pro","http://dbpedia.org/resource/Logic_Pro"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Electro housse","http://dbpedia.org/resource/Electro_house","Reason (software))","http://dbpedia.org/resource/Reason_(software)"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Electro housee","http://dbpedia.org/resource/Electro_house","FL Studio","http://dbpedia.org/resource/FL_Studio"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Electro house","http://dbpedia.org/resource/Electro_house","Abletonn","http://dbpedia.org/resource/Ableton"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","House musicc","http://dbpedia.org/resource/House_music","Abletonn","http://dbpedia.org/resource/Ableton"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","House musicc","http://dbpedia.org/resource/House_music","Logic Pro","http://dbpedia.org/resource/Logic_Pro"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","House musicc","http://dbpedia.org/resource/House_music","Reason (software)","http://dbpedia.org/resource/Reason_(software)"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","Houuse music","http://dbpedia.org/resource/House_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"DJ Gina Turner, Nouveau Yorican, Staccato","http://dbpedia.org/resource/DJ_Gina_Turner","House music","http://dbpedia.org/resource/House_music","Pro Toolss","http://dbpedia.org/resource/Pro_Tools"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Dance music","http://dbpedia.org/resource/Dance_music","Congaa","http://dbpedia.org/resource/Conga"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Dance musicc","http://dbpedia.org/resource/Dance_music","Vocalss","http://dbpedia.org/resource/Vocals"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Reggaee","http://dbpedia.org/resource/Reggae","Congaa","http://dbpedia.org/resource/Conga"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Reggaee","http://dbpedia.org/resource/Reggae","Vocalss","http://dbpedia.org/resource/Vocals"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Tejano muusic","http://dbpedia.org/resource/Tejano_music","Congga","http://dbpedia.org/resource/Conga"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Tejano music","http://dbpedia.org/resource/Tejano_music","Vocalss","http://dbpedia.org/resource/Vocals"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Latin popp","http://dbpedia.org/resource/Latin_pop","Congaa","http://dbpedia.org/resource/Conga"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Latin pop","http://dbpedia.org/resource/Latin_pop","Vocals","http://dbpedia.org/resource/Vocals"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Contemporary R&BB","http://dbpedia.org/resource/Contemporary_R&B","Conga","http://dbpedia.org/resource/Conga"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","VVocals","http://dbpedia.org/resource/Vocals"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Cumbia","http://dbpedia.org/resource/Cumbia","Congaa","http://dbpedia.org/resource/Conga"
"DJ Kane","http://dbpedia.org/resource/DJ_Kane","Cumbiaa","http://dbpedia.org/resource/Cumbia","Vocals","http://dbpedia.org/resource/Vocals"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Pop musicc","http://dbpedia.org/resource/Pop_music","Final Cut Proo","http://dbpedia.org/resource/Final_Cut_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Rhythm annd blues","http://dbpedia.org/resource/Rhythm_and_blues","Final Cuut Pro","http://dbpedia.org/resource/Final_Cut_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experrimental pop","http://dbpedia.org/resource/Experimental_pop","Finall Cut Pro","http://dbpedia.org/resource/Final_Cut_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Soul music","http://dbpedia.org/resource/Soul_music","Final Cut Pro","http://dbpedia.org/resource/Final_Cut_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Trap muusic","http://dbpedia.org/resource/Trap_music","Final Cut Pro","http://dbpedia.org/resource/Final_Cut_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimeental music","http://dbpedia.org/resource/Experimental_music","Final Cut Pro","http://dbpedia.org/resource/Final_Cut_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Hip hopp music","http://dbpedia.org/resource/Hip_hop_music","Final Cut Pro","http://dbpedia.org/resource/Final_Cut_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Pop music","http://dbpedia.org/resource/Pop_music","GGuitar","http://dbpedia.org/resource/Guitar"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Poop music","http://dbpedia.org/resource/Pop_music","Piiano","http://dbpedia.org/resource/Piano"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Pop muusic","http://dbpedia.org/resource/Pop_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Pop musicc","http://dbpedia.org/resource/Pop_music","Logic Proo","http://dbpedia.org/resource/Logic_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Pop musicc","http://dbpedia.org/resource/Pop_music","Turntablismm","http://dbpedia.org/resource/Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Rhythm and bluess","http://dbpedia.org/resource/Rhythm_and_blues","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Rhythm and bluess","http://dbpedia.org/resource/Rhythm_and_blues","Piano","http://dbpedia.org/resource/Piano"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Rhythm and bluess","http://dbpedia.org/resource/Rhythm_and_blues","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Rhythm and bluess","http://dbpedia.org/resource/Rhythm_and_blues","Logic Pro","http://dbpedia.org/resource/Logic_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Rhythm and bluess","http://dbpedia.org/resource/Rhythm_and_blues","Turntablismm","http://dbpedia.org/resource/Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Exxperimental pop","http://dbpedia.org/resource/Experimental_pop","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental popp","http://dbpedia.org/resource/Experimental_pop","Pianoo","http://dbpedia.org/resource/Piano"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental popp","http://dbpedia.org/resource/Experimental_pop","Pro Toolss","http://dbpedia.org/resource/Pro_Tools"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimentaal pop","http://dbpedia.org/resource/Experimental_pop","Logic Pro","http://dbpedia.org/resource/Logic_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental pop","http://dbpedia.org/resource/Experimental_pop","Turntabliism","http://dbpedia.org/resource/Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Soul musicc","http://dbpedia.org/resource/Soul_music","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Soul musicc","http://dbpedia.org/resource/Soul_music","Piano","http://dbpedia.org/resource/Piano"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Soul music","http://dbpedia.org/resource/Soul_music","Pro Toolss","http://dbpedia.org/resource/Pro_Tools"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Soul musicc","http://dbpedia.org/resource/Soul_music","Logic Proo","http://dbpedia.org/resource/Logic_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Soul music","http://dbpedia.org/resource/Soul_music","Turntablissm","http://dbpedia.org/resource/Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Trap music","http://dbpedia.org/resource/Trap_music","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Trap musicc","http://dbpedia.org/resource/Trap_music","Pianoo","http://dbpedia.org/resource/Piano"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Trap musicc","http://dbpedia.org/resource/Trap_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Trap music","http://dbpedia.org/resource/Trap_music","Logiic Pro","http://dbpedia.org/resource/Logic_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Trap  music","http://dbpedia.org/resource/Trap_music","Turntablismm","http://dbpedia.org/resource/Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental musicc","http://dbpedia.org/resource/Experimental_music","Guitarr","http://dbpedia.org/resource/Guitar"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental musicc","http://dbpedia.org/resource/Experimental_music","Piano","http://dbpedia.org/resource/Piano"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental musicc","http://dbpedia.org/resource/Experimental_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental musicc","http://dbpedia.org/resource/Experimental_music","Logic Proo","http://dbpedia.org/resource/Logic_Pro"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Experimental mmusic","http://dbpedia.org/resource/Experimental_music","Turntablismm","http://dbpedia.org/resource/Turntablism"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Hip hhop music","http://dbpedia.org/resource/Hip_hop_music","Guitar","http://dbpedia.org/resource/Guitar"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Piano","http://dbpedia.org/resource/Piano"
"DJ Sorryyouwastedyourmoneytobehere","http://dbpedia.org/resource/Alex_Tumay","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools"
