"product","product__URI","company","company__URI","industry","industry__URI","location","location__URI","revenue","country","country__URI"
"Duvet","http://dbpedia.org/resource/Duvet","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvet","http://dbpedia.org/resource/Duvet","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bedstead","http://dbpedia.org/resource/Bedstead","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombe","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bedstead","http://dbpedia.org/resource/Bedstead","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bedstead","http://dbpedia.org/resource/Bedstead","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bed","http://dbpedia.org/resource/Bed","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombe","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bed","http://dbpedia.org/resource/Bed","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bed","http://dbpedia.org/resource/Bed","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Futon","http://dbpedia.org/resource/Futon","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombe","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Futon","http://dbpedia.org/resource/Futon","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Futon","http://dbpedia.org/resource/Futon","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombe","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mattress","http://dbpedia.org/resource/Mattress","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombe","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mattress","http://dbpedia.org/resource/Mattress","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mattress","http://dbpedia.org/resource/Mattress","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"AVEVA","http://dbpedia.org/resource/AVEVA","Aveva","http://dbpedia.org/resource/Aveva","Computer-aided manufacturing","http://dbpedia.org/resource/Computer-aided_manufacturing","Cambridge","http://dbpedia.org/resource/Cambridge","2.087E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Health care industry","http://dbpedia.org/resource/Health_care_industry","Devro","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Chryston","http://dbpedia.org/resource/Chryston","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Health care industry","http://dbpedia.org/resource/Health_care_industry","Devro","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Moodiesburn","http://dbpedia.org/resource/Moodiesburn","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Collagen","http://dbpedia.org/resource/Collagen","Devro","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Chryston","http://dbpedia.org/resource/Chryston","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Collagen","http://dbpedia.org/resource/Collagen","Devro","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Moodiesburn","http://dbpedia.org/resource/Moodiesburn","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cosmetics","http://dbpedia.org/resource/Cosmetics","Devro","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Chryston","http://dbpedia.org/resource/Chryston","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cosmetics","http://dbpedia.org/resource/Cosmetics","Devro","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Moodiesburn","http://dbpedia.org/resource/Moodiesburn","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Rubber","http://dbpedia.org/resource/Rubber","Avon Rubber","http://dbpedia.org/resource/Avon_Rubber","Manufacturing","http://dbpedia.org/resource/Manufacturing","Melksham","http://dbpedia.org/resource/Melksham","5.5E7","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Rubber","http://dbpedia.org/resource/Rubber","Avon Rubber","http://dbpedia.org/resource/Avon_Rubber","Manufacturing","http://dbpedia.org/resource/Manufacturing","Wiltshire","http://dbpedia.org/resource/Wiltshire","5.5E7","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Furniture","http://dbpedia.org/resource/Furniture","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Furniture","http://dbpedia.org/resource/Furniture","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Beanbags","http://dbpedia.org/resource/Beanbags","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Beanbags","http://dbpedia.org/resource/Beanbags","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mirror","http://dbpedia.org/resource/Mirror","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mirror","http://dbpedia.org/resource/Mirror","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Carpet","http://dbpedia.org/resource/Carpet","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Carpet","http://dbpedia.org/resource/Carpet","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Crafts","http://dbpedia.org/resource/Crafts","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Crafts","http://dbpedia.org/resource/Crafts","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Quilt","http://dbpedia.org/resource/Quilt","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Quilt","http://dbpedia.org/resource/Quilt","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Blinds","http://dbpedia.org/resource/Blinds","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Blinds","http://dbpedia.org/resource/Blinds","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Dining","http://dbpedia.org/resource/Dining","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Dining","http://dbpedia.org/resource/Dining","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Decor","http://dbpedia.org/resource/Decor","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Decor","http://dbpedia.org/resource/Decor","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pictures","http://dbpedia.org/resource/Pictures","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pictures","http://dbpedia.org/resource/Pictures","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Lighting","http://dbpedia.org/resource/Lighting","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Lighting","http://dbpedia.org/resource/Lighting","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bathroom","http://dbpedia.org/resource/Bathroom","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bathroom","http://dbpedia.org/resource/Bathroom","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Fabrics","http://dbpedia.org/resource/Fabrics","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Fabrics","http://dbpedia.org/resource/Fabrics","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Flowers","http://dbpedia.org/resource/Flowers","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Flowers","http://dbpedia.org/resource/Flowers","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pets","http://dbpedia.org/resource/Pets","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pets","http://dbpedia.org/resource/Pets","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvets","http://dbpedia.org/resource/Duvets","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvets","http://dbpedia.org/resource/Duvets","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cushions","http://dbpedia.org/resource/Cushions","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cushions","http://dbpedia.org/resource/Cushions","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Automotive industry","http://dbpedia.org/resource/Automotive_industry","Senior plc","http://dbpedia.org/resource/Senior_plc","Manufacturing","http://dbpedia.org/resource/Manufacturing","Hertfordshire","http://dbpedia.org/resource/Hertfordshire","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Automotive industry","http://dbpedia.org/resource/Automotive_industry","Senior plc","http://dbpedia.org/resource/Senior_plc","Manufacturing","http://dbpedia.org/resource/Manufacturing","Rickmansworth","http://dbpedia.org/resource/Rickmansworth","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Senior plc","http://dbpedia.org/resource/Senior_plc","Manufacturing","http://dbpedia.org/resource/Manufacturing","Hertfordshire","http://dbpedia.org/resource/Hertfordshire","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Senior plc","http://dbpedia.org/resource/Senior_plc","Manufacturing","http://dbpedia.org/resource/Manufacturing","Rickmansworth","http://dbpedia.org/resource/Rickmansworth","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Energy development","http://dbpedia.org/resource/Energy_development","Senior plc","http://dbpedia.org/resource/Senior_plc","Manufacturing","http://dbpedia.org/resource/Manufacturing","Hertfordshire","http://dbpedia.org/resource/Hertfordshire","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Energy development","http://dbpedia.org/resource/Energy_development","Senior plc","http://dbpedia.org/resource/Senior_plc","Manufacturing","http://dbpedia.org/resource/Manufacturing","Rickmansworth","http://dbpedia.org/resource/Rickmansworth","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Truck","http://dbpedia.org/resource/Truck","Leyland Trucks","http://dbpedia.org/resource/Leyland_Trucks","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leyland, Lancashire","http://dbpedia.org/resource/Leyland,_Lancashire","8.5E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Door","http://dbpedia.org/resource/Door","Assa Abloy","http://dbpedia.org/resource/Assa_Abloy","Manufacturing","http://dbpedia.org/resource/Manufacturing","Stockholm","http://dbpedia.org/resource/Stockholm","6.8099E10","Sweden","http://dbpedia.org/resource/Sweden"
"Lock (security device)","http://dbpedia.org/resource/Lock_(security_device)","Assa Abloy","http://dbpedia.org/resource/Assa_Abloy","Manufacturing","http://dbpedia.org/resource/Manufacturing","Stockholm","http://dbpedia.org/resource/Stockholm","6.8099E10","Sweden","http://dbpedia.org/resource/Sweden"
"Rolling-element bearing","http://dbpedia.org/resource/Rolling-element_bearing","SKF","http://dbpedia.org/resource/SKF","Manufacturing","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Grease (lubricant)","http://dbpedia.org/resource/Grease_(lubricant)","SKF","http://dbpedia.org/resource/SKF","Manufacturing","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Seal (mechanical)","http://dbpedia.org/resource/Seal_(mechanical)","SKF","http://dbpedia.org/resource/SKF","Manufacturing","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Automatic lubrication system","http://dbpedia.org/resource/Automatic_lubrication_system","SKF","http://dbpedia.org/resource/SKF","Manufacturing","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Condition Monitoring","http://dbpedia.org/resource/Condition_Monitoring","SKF","http://dbpedia.org/resource/SKF","Manufacturing","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Coating","http://dbpedia.org/resource/Coating","Oerlikon Balzers","http://dbpedia.org/resource/Oerlikon_Balzers","Manufacturing","http://dbpedia.org/resource/Manufacturing","Balzers","http://dbpedia.org/resource/Balzers","5.11E8","Liechtenstein","http://dbpedia.org/resource/Liechtenstein"
"Confectionery","http://dbpedia.org/resource/Confectionery","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Ice cream","http://dbpedia.org/resource/Ice_cream","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Pet foods","http://dbpedia.org/resource/Pet_foods","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Dairy products","http://dbpedia.org/resource/Dairy_products","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Bottled water","http://dbpedia.org/resource/Bottled_water","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Baby food","http://dbpedia.org/resource/Baby_food","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Coffee","http://dbpedia.org/resource/Coffee","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Breakfast cereals","http://dbpedia.org/resource/Breakfast_cereals","Nestlé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Salmon","http://dbpedia.org/resource/Salmon","Cermaq","http://dbpedia.org/resource/Cermaq","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Trout","http://dbpedia.org/resource/Trout","Cermaq","http://dbpedia.org/resource/Cermaq","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Coho","http://dbpedia.org/resource/Coho","Cermaq","http://dbpedia.org/resource/Cermaq","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Fish feed","http://dbpedia.org/resource/Fish_feed","Cermaq","http://dbpedia.org/resource/Cermaq","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Salmon","http://dbpedia.org/resource/Salmon","Marine Harvest","http://dbpedia.org/resource/Marine_Harvest","Food processing","http://dbpedia.org/resource/Food_processing","Bergen","http://dbpedia.org/resource/Bergen","2.788E10","Norway","http://dbpedia.org/resource/Norway"
"Trout","http://dbpedia.org/resource/Trout","Marine Harvest","http://dbpedia.org/resource/Marine_Harvest","Food processing","http://dbpedia.org/resource/Food_processing","Bergen","http://dbpedia.org/resource/Bergen","2.788E10","Norway","http://dbpedia.org/resource/Norway"
"Distribution (business)","http://dbpedia.org/resource/Distribution_(business)","Marine Harvest","http://dbpedia.org/resource/Marine_Harvest","Food processing","http://dbpedia.org/resource/Food_processing","Bergen","http://dbpedia.org/resource/Bergen","2.788E10","Norway","http://dbpedia.org/resource/Norway"
"Berry","http://dbpedia.org/resource/Berry","Gartnerhallen","http://dbpedia.org/resource/Gartnerhallen","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
"Fruit","http://dbpedia.org/resource/Fruit","Gartnerhallen","http://dbpedia.org/resource/Gartnerhallen","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
"Potato","http://dbpedia.org/resource/Potato","Gartnerhallen","http://dbpedia.org/resource/Gartnerhallen","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
"Vegetable","http://dbpedia.org/resource/Vegetable","Gartnerhallen","http://dbpedia.org/resource/Gartnerhallen","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
"Buses","http://dbpedia.org/resource/Buses","Grivița (vehicle manufacturer)","http://dbpedia.org/resource/Grivița_(vehicle_manufacturer)","Bus manufacturing","http://dbpedia.org/resource/Bus_manufacturing","Chitila","http://dbpedia.org/resource/Chitila","2.4986575E7","Romania","http://dbpedia.org/resource/Romania"
