"musician","musician__URI","genre","genre__URI","instrument","instrument__URI","band","band__URI"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Contemporary R&BB","http://dbpedia.org/resource/Contemporary_R&B","FL Studioo","http://dbpedia.org/resource/FL_Studio","Devontéé","http://dbpedia.org/resource/Devonté"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Post-discoo","http://dbpedia.org/resource/Post-disco","Synthesizerr","http://dbpedia.org/resource/Synthesizer","Deep Forestt","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Post-disco","http://dbpedia.org/resource/Post-disco","Synthesizer","http://dbpedia.org/resource/Synthesizer","Telex (band))","http://dbpedia.org/resource/Telex_(band)"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Synthpopp","http://dbpedia.org/resource/Synthpop","Synthesizerr","http://dbpedia.org/resource/Synthesizer","Telex (band))","http://dbpedia.org/resource/Telex_(band)"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Synthpop","http://dbpedia.org/resource/Synthpop","Synthesizer","http://dbpedia.org/resource/Synthesizer","Deep Forestt","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Electronic musicc","http://dbpedia.org/resource/Electronic_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Deep Forest","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Electronic music","http://dbpedia.org/resource/Electronic_music","SSynthesizer","http://dbpedia.org/resource/Synthesizer","Telex (band)","http://dbpedia.org/resource/Telex_(band)"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Avant-garde musicc","http://dbpedia.org/resource/Avant-garde_music","SSynthesizer","http://dbpedia.org/resource/Synthesizer","Deep Forest","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Avant-garde musicc","http://dbpedia.org/resource/Avant-garde_music","Syntthesizer","http://dbpedia.org/resource/Synthesizer","Telex (band))","http://dbpedia.org/resource/Telex_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Speed metal","http://dbpedia.org/resource/Speed_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","S.A.Slayerr","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Speeed metal","http://dbpedia.org/resource/Speed_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","Machine Head (band))","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Speed metal","http://dbpedia.org/resource/Speed_metal","Drum  kit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Thrash metal","http://dbpedia.org/resource/Thrash_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","S.A.Slayerr","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Thrash metal","http://dbpedia.org/resource/Thrash_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Machinee Head (band)","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Thrash metall","http://dbpedia.org/resource/Thrash_metal","Drum kkit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Heavy metal musicc","http://dbpedia.org/resource/Heavy_metal_music","Drum kit","http://dbpedia.org/resource/Drum_kit","S.A.Slayer","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Druum kit","http://dbpedia.org/resource/Drum_kit","Machine Head (band))","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Drum  kit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Nu metal","http://dbpedia.org/resource/Nu_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","S.A.Slayerr","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Nu metaal","http://dbpedia.org/resource/Nu_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","Machine Head (band))","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Nu metall","http://dbpedia.org/resource/Nu_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Groove metal","http://dbpedia.org/resource/Groove_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","S.A.Slayer","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Groove metal","http://dbpedia.org/resource/Groove_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","Machine Head (band)","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Groove metal","http://dbpedia.org/resource/Groove_metal","Drum kitt","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Guitarr","http://dbpedia.org/resource/Guitar","Blue System","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","GGuitar","http://dbpedia.org/resource/Guitar","Modern Tallking","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Guitarr","http://dbpedia.org/resource/Guitar","Blue System","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock musicc","http://dbpedia.org/resource/Rock_music","Guitarr","http://dbpedia.org/resource/Guitar","Modern Talkingg","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop musicc","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing","Blue Systemm","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop musicc","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing","Modern Talking","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock musicc","http://dbpedia.org/resource/Rock_music","Singging","http://dbpedia.org/resource/Singing","Blue  System","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Singingg","http://dbpedia.org/resource/Singing","Modern Talking","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Guitarr","http://dbpedia.org/resource/Guitar","Systems in Blue","http://dbpedia.org/resource/Systems_in_Blue"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rockk music","http://dbpedia.org/resource/Rock_music","Guitarr","http://dbpedia.org/resource/Guitar","Systems in Bluee","http://dbpedia.org/resource/Systems_in_Blue"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Siinging","http://dbpedia.org/resource/Singing","Systems in Blue","http://dbpedia.org/resource/Systems_in_Blue"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock musicc","http://dbpedia.org/resource/Rock_music","Singing","http://dbpedia.org/resource/Singing","Systems in Bluee","http://dbpedia.org/resource/Systems_in_Blue"
"Dhana","http://dbpedia.org/resource/Dhana_Taprogge","Dance musicc","http://dbpedia.org/resource/Dance_music","Singingg","http://dbpedia.org/resource/Singing","Taxi Dolll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana","http://dbpedia.org/resource/Dhana_Taprogge","Electronic  music","http://dbpedia.org/resource/Electronic_music","Singing","http://dbpedia.org/resource/Singing","Taxi Dolll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana","http://dbpedia.org/resource/Dhana_Taprogge","Pop music","http://dbpedia.org/resource/Pop_music","Singingg","http://dbpedia.org/resource/Singing","Taxi Dolll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana Taprogge","http://dbpedia.org/resource/Dhana_Taprogge","Dance musicc","http://dbpedia.org/resource/Dance_music","SSinging","http://dbpedia.org/resource/Singing","Taxi Doll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana Taprogge","http://dbpedia.org/resource/Dhana_Taprogge","Electronic music","http://dbpedia.org/resource/Electronic_music","Singingg","http://dbpedia.org/resource/Singing","Taxi Dolll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana Taprogge","http://dbpedia.org/resource/Dhana_Taprogge","Pop musicc","http://dbpedia.org/resource/Pop_music","Singingg","http://dbpedia.org/resource/Singing","Taxi Dolll","http://dbpedia.org/resource/Taxi_Doll"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Indie (music))","http://dbpedia.org/resource/Indie_(music)","Guitarr","http://dbpedia.org/resource/Guitar","Tocotronicc","http://dbpedia.org/resource/Tocotronic"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Indie (music)","http://dbpedia.org/resource/Indie_(music)","Vocalss","http://dbpedia.org/resource/Vocals","Tocotronic","http://dbpedia.org/resource/Tocotronic"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Hamburger Schuule","http://dbpedia.org/resource/Hamburger_Schule","Guitarr","http://dbpedia.org/resource/Guitar","Tocotronic","http://dbpedia.org/resource/Tocotronic"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Hamburger Schule","http://dbpedia.org/resource/Hamburger_Schule","Vocalss","http://dbpedia.org/resource/Vocals","Tocotronicc","http://dbpedia.org/resource/Tocotronic"
"Evan K","http://dbpedia.org/resource/Evan_K","Progressive rockk","http://dbpedia.org/resource/Progressive_rock","ESP Guitarrs","http://dbpedia.org/resource/ESP_Guitars","Cypecoree","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Hard rock","http://dbpedia.org/resource/Hard_rock","ESP Guitaars","http://dbpedia.org/resource/ESP_Guitars","Cypecoree","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Industrial metal","http://dbpedia.org/resource/Industrial_metal","ESP Guitarss","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","ESPP Guitars","http://dbpedia.org/resource/ESP_Guitars","CCypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Experimental rock","http://dbpedia.org/resource/Experimental_rock","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecoree","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Melodic death metall","http://dbpedia.org/resource/Melodic_death_metal","ESP Guitarss","http://dbpedia.org/resource/ESP_Guitars","CCypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Progressive metall","http://dbpedia.org/resource/Progressive_metal","ESP Guitarss","http://dbpedia.org/resource/ESP_Guitars","Cypecoree","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Instrumental rockk","http://dbpedia.org/resource/Instrumental_rock","ESP Guitarss","http://dbpedia.org/resource/ESP_Guitars","Cypecoree","http://dbpedia.org/resource/Cypecore"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age musicc","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","Randy Crawford","http://dbpedia.org/resource/Randy_Crawford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","Nancy Willson (singer)","http://dbpedia.org/resource/Nancy_Wilson_(singer)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age musicc","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","Chakka Khan","http://dbpedia.org/resource/Chaka_Khan"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age  music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Exposé (group))","http://dbpedia.org/resource/Exposé_(group)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age musicc","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","La Toya Jacksonn","http://dbpedia.org/resource/La_Toya_Jackson"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","Paul Anka","http://dbpedia.org/resource/Paul_Anka"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New--age music","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","Toni Braxtonn","http://dbpedia.org/resource/Toni_Braxton"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","La  Bouche","http://dbpedia.org/resource/La_Bouche"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","Leo Saayer","http://dbpedia.org/resource/Leo_Sayer"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piaano","http://dbpedia.org/resource/Piano","Jennifer Rushh","http://dbpedia.org/resource/Jennifer_Rush"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Pianoo","http://dbpedia.org/resource/Piano","Penny FFord","http://dbpedia.org/resource/Penny_Ford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Kathy Troccolii","http://dbpedia.org/resource/Kathy_Troccoli"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","Randy Crawfordd","http://dbpedia.org/resource/Randy_Crawford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Nancy Wilson (singer)","http://dbpedia.org/resource/Nancy_Wilson_(singer)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","Chaka Khan","http://dbpedia.org/resource/Chaka_Khan"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age musicc","http://dbpedia.org/resource/New-age_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Exposé (group))","http://dbpedia.org/resource/Exposé_(group)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age musicc","http://dbpedia.org/resource/New-age_music","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","La Toya Jackson","http://dbpedia.org/resource/La_Toya_Jackson"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Neew-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Paul Anka","http://dbpedia.org/resource/Paul_Anka"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Keyboaard instrument","http://dbpedia.org/resource/Keyboard_instrument","Toni Braxton","http://dbpedia.org/resource/Toni_Braxton"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","La Bouche","http://dbpedia.org/resource/La_Bouche"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Leo Sayerr","http://dbpedia.org/resource/Leo_Sayer"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age musicc","http://dbpedia.org/resource/New-age_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Jennifer Rushh","http://dbpedia.org/resource/Jennifer_Rush"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Neew-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Penny Fordd","http://dbpedia.org/resource/Penny_Ford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Pianno","http://dbpedia.org/resource/Piano","Randy Crawfordd","http://dbpedia.org/resource/Randy_Crawford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel musicc","http://dbpedia.org/resource/Gospel_music","Pianoo","http://dbpedia.org/resource/Piano","NNancy Wilson (singer)","http://dbpedia.org/resource/Nancy_Wilson_(singer)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Piano","http://dbpedia.org/resource/Piano","Chaka Khan","http://dbpedia.org/resource/Chaka_Khan"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Piano","http://dbpedia.org/resource/Piano","Exposé (group))","http://dbpedia.org/resource/Exposé_(group)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Piaano","http://dbpedia.org/resource/Piano","La Toya Jackson","http://dbpedia.org/resource/La_Toya_Jackson"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Piano","http://dbpedia.org/resource/Piano","Paul Ankaa","http://dbpedia.org/resource/Paul_Anka"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel musicc","http://dbpedia.org/resource/Gospel_music","Piano","http://dbpedia.org/resource/Piano","Tooni Braxton","http://dbpedia.org/resource/Toni_Braxton"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gosppel music","http://dbpedia.org/resource/Gospel_music","Piaano","http://dbpedia.org/resource/Piano","La Bouchee","http://dbpedia.org/resource/La_Bouche"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Pianoo","http://dbpedia.org/resource/Piano","Leo Sayerr","http://dbpedia.org/resource/Leo_Sayer"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel musicc","http://dbpedia.org/resource/Gospel_music","Piiano","http://dbpedia.org/resource/Piano","Jennifer Rush","http://dbpedia.org/resource/Jennifer_Rush"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","GGospel music","http://dbpedia.org/resource/Gospel_music","Piiano","http://dbpedia.org/resource/Piano","Penny Ford","http://dbpedia.org/resource/Penny_Ford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel mmusic","http://dbpedia.org/resource/Gospel_music","Pianoo","http://dbpedia.org/resource/Piano","Kathy Troccolii","http://dbpedia.org/resource/Kathy_Troccoli"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Keybboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Randy Crawford","http://dbpedia.org/resource/Randy_Crawford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Nancy Wilson (singer))","http://dbpedia.org/resource/Nancy_Wilson_(singer)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel musicc","http://dbpedia.org/resource/Gospel_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Chaaka Khan","http://dbpedia.org/resource/Chaka_Khan"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel musicc","http://dbpedia.org/resource/Gospel_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Exposé (group))","http://dbpedia.org/resource/Exposé_(group)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel muusic","http://dbpedia.org/resource/Gospel_music","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","La Toya Jackson","http://dbpedia.org/resource/La_Toya_Jackson"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Paul Anka","http://dbpedia.org/resource/Paul_Anka"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","Toni Braxton","http://dbpedia.org/resource/Toni_Braxton"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel musicc","http://dbpedia.org/resource/Gospel_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","La Bouchee","http://dbpedia.org/resource/La_Bouche"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Keyboard instrumment","http://dbpedia.org/resource/Keyboard_instrument","Leo Sayer","http://dbpedia.org/resource/Leo_Sayer"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel musicc","http://dbpedia.org/resource/Gospel_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Jennifer Ruush","http://dbpedia.org/resource/Jennifer_Rush"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","Gospel music","http://dbpedia.org/resource/Gospel_music","Keyboard insttrument","http://dbpedia.org/resource/Keyboard_instrument","Pennny Ford","http://dbpedia.org/resource/Penny_Ford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Piano","http://dbpedia.org/resource/Piano","Randy Crawfordd","http://dbpedia.org/resource/Randy_Crawford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Pianoo","http://dbpedia.org/resource/Piano","Nancy Wilson (singer))","http://dbpedia.org/resource/Nancy_Wilson_(singer)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Pianoo","http://dbpedia.org/resource/Piano","Chaka Khan","http://dbpedia.org/resource/Chaka_Khan"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","Pianoo","http://dbpedia.org/resource/Piano","Exposé (group)","http://dbpedia.org/resource/Exposé_(group)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","Piiano","http://dbpedia.org/resource/Piano","La Toya Jackson","http://dbpedia.org/resource/La_Toya_Jackson"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Piano","http://dbpedia.org/resource/Piano","Paul Anka","http://dbpedia.org/resource/Paul_Anka"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Pianoo","http://dbpedia.org/resource/Piano","Toni Braxtonn","http://dbpedia.org/resource/Toni_Braxton"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","RR&B","http://dbpedia.org/resource/R&B","Pianoo","http://dbpedia.org/resource/Piano","La Bouchee","http://dbpedia.org/resource/La_Bouche"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&&B","http://dbpedia.org/resource/R&B","Piano","http://dbpedia.org/resource/Piano","Leo SSayer","http://dbpedia.org/resource/Leo_Sayer"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","PPiano","http://dbpedia.org/resource/Piano","Jennnifer Rush","http://dbpedia.org/resource/Jennifer_Rush"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","Pianoo","http://dbpedia.org/resource/Piano","Pennyy Ford","http://dbpedia.org/resource/Penny_Ford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Piano","http://dbpedia.org/resource/Piano","Kathy Troccolii","http://dbpedia.org/resource/Kathy_Troccoli"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Randy Crawford","http://dbpedia.org/resource/Randy_Crawford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","Keyboard instrumment","http://dbpedia.org/resource/Keyboard_instrument","Nancy Wilson (singer))","http://dbpedia.org/resource/Nancy_Wilson_(singer)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","RR&B","http://dbpedia.org/resource/R&B","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","Chaka Khann","http://dbpedia.org/resource/Chaka_Khan"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Keyboard instrumennt","http://dbpedia.org/resource/Keyboard_instrument","Exposé (group)","http://dbpedia.org/resource/Exposé_(group)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","La Toya Jacksonn","http://dbpedia.org/resource/La_Toya_Jackson"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&B","http://dbpedia.org/resource/R&B","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","Paul Ankaa","http://dbpedia.org/resource/Paul_Anka"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","Toni Braxtonn","http://dbpedia.org/resource/Toni_Braxton"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&&B","http://dbpedia.org/resource/R&B","Keyboard instrumentt","http://dbpedia.org/resource/Keyboard_instrument","LLa Bouche","http://dbpedia.org/resource/La_Bouche"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","R&BB","http://dbpedia.org/resource/R&B","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Leo Sayyer","http://dbpedia.org/resource/Leo_Sayer"
