"musician","musician__URI","genre","genre__URI","instrument","instrument__URI"
"David Cooke (overseas)","http://dbpedia.org/resource/David_L._Cook","Contemporary Christian music","http://dbpedia.org/resource/Contemporary_Christian_music","Piano","http://dbpedia.org/resource/Piano"
"David Cooke (overseas)","http://dbpedia.org/resource/David_L._Cook","Contemporary Christian music","http://dbpedia.org/resource/Contemporary_Christian_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Hard rock","http://dbpedia.org/resource/Hard_rock","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Hard rock","http://dbpedia.org/resource/Hard_rock","Guitar","http://dbpedia.org/resource/Guitar"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Hard rock","http://dbpedia.org/resource/Hard_rock","Piano","http://dbpedia.org/resource/Piano"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Glam metal","http://dbpedia.org/resource/Glam_metal","Bass (guitar)","http://dbpedia.org/resource/Bass_(guitar)"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Glam metal","http://dbpedia.org/resource/Glam_metal","Guitar","http://dbpedia.org/resource/Guitar"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Glam metal","http://dbpedia.org/resource/Glam_metal","Piano","http://dbpedia.org/resource/Piano"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Hard rock","http://dbpedia.org/resource/Hard_rock","Singing","http://dbpedia.org/resource/Singing"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Hard rock","http://dbpedia.org/resource/Hard_rock","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Glam metal","http://dbpedia.org/resource/Glam_metal","Singing","http://dbpedia.org/resource/Singing"
"David Lee Ralph","http://dbpedia.org/resource/Ralph_Saenz","Glam metal","http://dbpedia.org/resource/Glam_metal","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument"
"DeLa","http://dbpedia.org/resource/David_LaBruyere","Folk music","http://dbpedia.org/resource/Folk_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"DeLa","http://dbpedia.org/resource/David_LaBruyere","Blues music","http://dbpedia.org/resource/Blues_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"DeLa","http://dbpedia.org/resource/David_LaBruyere","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"DeLa","http://dbpedia.org/resource/David_LaBruyere","Experimental music","http://dbpedia.org/resource/Experimental_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Dean Esposito, Dino Esposito","http://dbpedia.org/resource/Dino_(singer)","Dance music","http://dbpedia.org/resource/Dance_music","Vocals","http://dbpedia.org/resource/Vocals"
"Dean Esposito, Dino Esposito","http://dbpedia.org/resource/Dino_(singer)","Dance music","http://dbpedia.org/resource/Dance_music","Keyboard Instrument","http://dbpedia.org/resource/Keyboard_Instrument"
"Dean Esposito, Dino Esposito","http://dbpedia.org/resource/Dino_(singer)","Freestyle music","http://dbpedia.org/resource/Freestyle_music","Keyboard Instrument","http://dbpedia.org/resource/Keyboard_Instrument"
"Dean Esposito, Dino Esposito","http://dbpedia.org/resource/Dino_(singer)","Freestyle music","http://dbpedia.org/resource/Freestyle_music","Vocals","http://dbpedia.org/resource/Vocals"
"Dee Edwards","http://dbpedia.org/resource/Dee_Edwards_(singer)","Soul music","http://dbpedia.org/resource/Soul_music","Human voice","http://dbpedia.org/resource/Human_voice"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Pop music","http://dbpedia.org/resource/Pop_music","Drums","http://dbpedia.org/resource/Drums"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Pop music","http://dbpedia.org/resource/Pop_music","Piano","http://dbpedia.org/resource/Piano"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Pop music","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Hip Hop music","http://dbpedia.org/resource/Hip_Hop_music","Drums","http://dbpedia.org/resource/Drums"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Hip Hop music","http://dbpedia.org/resource/Hip_Hop_music","Piano","http://dbpedia.org/resource/Piano"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Hip Hop music","http://dbpedia.org/resource/Hip_Hop_music","Singing","http://dbpedia.org/resource/Singing"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Reggae music","http://dbpedia.org/resource/Reggae_music","Drums","http://dbpedia.org/resource/Drums"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Reggae music","http://dbpedia.org/resource/Reggae_music","Piano","http://dbpedia.org/resource/Piano"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","Reggae music","http://dbpedia.org/resource/Reggae_music","Singing","http://dbpedia.org/resource/Singing"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","R&B music","http://dbpedia.org/resource/R&B_music","Drums","http://dbpedia.org/resource/Drums"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","R&B music","http://dbpedia.org/resource/R&B_music","Piano","http://dbpedia.org/resource/Piano"
"Devyn Rose","http://dbpedia.org/resource/Devyn_Rose","R&B music","http://dbpedia.org/resource/R&B_music","Singing","http://dbpedia.org/resource/Singing"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Folk music","http://dbpedia.org/resource/Folk_music","Drums","http://dbpedia.org/resource/Drums"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Folk music","http://dbpedia.org/resource/Folk_music","Guitar","http://dbpedia.org/resource/Guitar"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Folk music","http://dbpedia.org/resource/Folk_music","Vocals","http://dbpedia.org/resource/Vocals"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Freak folk","http://dbpedia.org/resource/Freak_folk","Drums","http://dbpedia.org/resource/Drums"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Freak folk","http://dbpedia.org/resource/Freak_folk","Guitar","http://dbpedia.org/resource/Guitar"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Freak folk","http://dbpedia.org/resource/Freak_folk","Vocals","http://dbpedia.org/resource/Vocals"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Drums","http://dbpedia.org/resource/Drums"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Guitar","http://dbpedia.org/resource/Guitar"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Vocals","http://dbpedia.org/resource/Vocals"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Dance-rock","http://dbpedia.org/resource/Dance-rock","Drums","http://dbpedia.org/resource/Drums"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Dance-rock","http://dbpedia.org/resource/Dance-rock","Guitar","http://dbpedia.org/resource/Guitar"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Dance-rock","http://dbpedia.org/resource/Dance-rock","Vocals","http://dbpedia.org/resource/Vocals"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Dance-punk","http://dbpedia.org/resource/Dance-punk","Drums","http://dbpedia.org/resource/Drums"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Dance-punk","http://dbpedia.org/resource/Dance-punk","Guitar","http://dbpedia.org/resource/Guitar"
"Dick Valentine","http://dbpedia.org/resource/Tyler_Spencer","Dance-punk","http://dbpedia.org/resource/Dance-punk","Vocals","http://dbpedia.org/resource/Vocals"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Pop music","http://dbpedia.org/resource/Pop_music","Guitar","http://dbpedia.org/resource/Guitar"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Pop music","http://dbpedia.org/resource/Pop_music","Piano","http://dbpedia.org/resource/Piano"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Pop music","http://dbpedia.org/resource/Pop_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Pop music","http://dbpedia.org/resource/Pop_music","Vocals","http://dbpedia.org/resource/Vocals"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Guitar","http://dbpedia.org/resource/Guitar"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Piano","http://dbpedia.org/resource/Piano"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","FL Studio","http://dbpedia.org/resource/FL_Studio"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Vocals","http://dbpedia.org/resource/Vocals"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Guitar","http://dbpedia.org/resource/Guitar"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Piano","http://dbpedia.org/resource/Piano"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","FL Studio","http://dbpedia.org/resource/FL_Studio"
"Diddy Nac","http://dbpedia.org/resource/Nic_Nac","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"Dirk Fischer, Dirty Dirk Fischer","http://dbpedia.org/resource/Stewart_%22Dirk%22_Fischer","Big band","http://dbpedia.org/resource/Big_band","Trumpet","http://dbpedia.org/resource/Trumpet"
"Dirk Fischer, Dirty Dirk Fischer","http://dbpedia.org/resource/Stewart_%22Dirk%22_Fischer","Big band","http://dbpedia.org/resource/Big_band","Valve trombone","http://dbpedia.org/resource/Valve_trombone"
"Dixie Nolan","http://dbpedia.org/resource/Irene_Scruggs","Country blues","http://dbpedia.org/resource/Country_blues","Human voice","http://dbpedia.org/resource/Human_voice"
"Dixie Nolan","http://dbpedia.org/resource/Irene_Scruggs","Piedmont blues","http://dbpedia.org/resource/Piedmont_blues","Human voice","http://dbpedia.org/resource/Human_voice"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Theremin","http://dbpedia.org/resource/Theremin"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Vox AC30","http://dbpedia.org/resource/Vox_AC30"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Drum kit","http://dbpedia.org/resource/Drum_kit"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Guitar","http://dbpedia.org/resource/Guitar"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Piano","http://dbpedia.org/resource/Piano"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Epiphone Casino","http://dbpedia.org/resource/Epiphone_Casino"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Fender Telecaster Deluxe","http://dbpedia.org/resource/Fender_Telecaster_Deluxe"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Country music","http://dbpedia.org/resource/Country_music","Singing","http://dbpedia.org/resource/Singing"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Theremin","http://dbpedia.org/resource/Theremin"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Vox AC30","http://dbpedia.org/resource/Vox_AC30"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Drum kit","http://dbpedia.org/resource/Drum_kit"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Guitar","http://dbpedia.org/resource/Guitar"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Piano","http://dbpedia.org/resource/Piano"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Epiphone Casino","http://dbpedia.org/resource/Epiphone_Casino"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Fender Telecaster Deluxe","http://dbpedia.org/resource/Fender_Telecaster_Deluxe"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Pop music","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Theremin","http://dbpedia.org/resource/Theremin"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Vox AC30","http://dbpedia.org/resource/Vox_AC30"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Drum kit","http://dbpedia.org/resource/Drum_kit"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Guitar","http://dbpedia.org/resource/Guitar"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Piano","http://dbpedia.org/resource/Piano"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Epiphone Casino","http://dbpedia.org/resource/Epiphone_Casino"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Fender Telecaster Deluxe","http://dbpedia.org/resource/Fender_Telecaster_Deluxe"
"Douglas, Doug","http://dbpedia.org/resource/Douglas_Lucas","Rock music","http://dbpedia.org/resource/Rock_music","Singing","http://dbpedia.org/resource/Singing"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Funk metal","http://dbpedia.org/resource/Funk_metal","Theremin","http://dbpedia.org/resource/Theremin"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Funk metal","http://dbpedia.org/resource/Funk_metal","Saxophone","http://dbpedia.org/resource/Saxophone"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Funk metal","http://dbpedia.org/resource/Funk_metal","Singing","http://dbpedia.org/resource/Singing"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Spoken word","http://dbpedia.org/resource/Spoken_word","Theremin","http://dbpedia.org/resource/Theremin"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Spoken word","http://dbpedia.org/resource/Spoken_word","Saxophone","http://dbpedia.org/resource/Saxophone"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Spoken word","http://dbpedia.org/resource/Spoken_word","Singing","http://dbpedia.org/resource/Singing"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Theremin","http://dbpedia.org/resource/Theremin"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Saxophone","http://dbpedia.org/resource/Saxophone"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Alternative rock","http://dbpedia.org/resource/Alternative_rock","Singing","http://dbpedia.org/resource/Singing"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Ska punk","http://dbpedia.org/resource/Ska_punk","Theremin","http://dbpedia.org/resource/Theremin"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Ska punk","http://dbpedia.org/resource/Ska_punk","Saxophone","http://dbpedia.org/resource/Saxophone"
"Dr. Madd Vibe","http://dbpedia.org/resource/Angelo_Moore","Ska punk","http://dbpedia.org/resource/Ska_punk","Singing","http://dbpedia.org/resource/Singing"
"Duck","http://dbpedia.org/resource/Donald_%22Duck%22_Dunn","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Duck","http://dbpedia.org/resource/Donald_%22Duck%22_Dunn","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Fender Precision Bass","http://dbpedia.org/resource/Fender_Precision_Bass"
"Duck","http://dbpedia.org/resource/Donald_%22Duck%22_Dunn","Rock music","http://dbpedia.org/resource/Rock_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Duck","http://dbpedia.org/resource/Donald_%22Duck%22_Dunn","Rock music","http://dbpedia.org/resource/Rock_music","Fender Precision Bass","http://dbpedia.org/resource/Fender_Precision_Bass"
"Duck","http://dbpedia.org/resource/Donald_%22Duck%22_Dunn","Soul music","http://dbpedia.org/resource/Soul_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Duck","http://dbpedia.org/resource/Donald_%22Duck%22_Dunn","Soul music","http://dbpedia.org/resource/Soul_music","Fender Precision Bass","http://dbpedia.org/resource/Fender_Precision_Bass"
"Duke Bayou","http://dbpedia.org/resource/Alec_Seward","Country blues","http://dbpedia.org/resource/Country_blues","Human voice","http://dbpedia.org/resource/Human_voice"
"Duke Bayou","http://dbpedia.org/resource/Alec_Seward","Country blues","http://dbpedia.org/resource/Country_blues","Guitar","http://dbpedia.org/resource/Guitar"
"Duke Bayou","http://dbpedia.org/resource/Alec_Seward","Piedmont blues","http://dbpedia.org/resource/Piedmont_blues","Human voice","http://dbpedia.org/resource/Human_voice"
"Duke Bayou","http://dbpedia.org/resource/Alec_Seward","Piedmont blues","http://dbpedia.org/resource/Piedmont_blues","Guitar","http://dbpedia.org/resource/Guitar"
"E, Enock, Lil Colby Jack, Joey 900, Joey XX, Joey Cypher, @thebeachedboy","http://dbpedia.org/resource/Enock_Gustave","Experimental hip hop","http://dbpedia.org/resource/Experimental_hip_hop","Vocals","http://dbpedia.org/resource/Vocals"
"E, Enock, Lil Colby Jack, Joey 900, Joey XX, Joey Cypher, @thebeachedboy","http://dbpedia.org/resource/Enock_Gustave","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"Early Man","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Drums","http://dbpedia.org/resource/Drums"
"Early Man","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Keyboards","http://dbpedia.org/resource/Keyboards"
"Early Man","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Modulator","http://dbpedia.org/resource/Modulator"
"Early Man","http://dbpedia.org/resource/Earl_Sweatshirt","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Country music","http://dbpedia.org/resource/Country_music","Human voice","http://dbpedia.org/resource/Human_voice"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Country music","http://dbpedia.org/resource/Country_music","Fender Musical Instruments Corporation","http://dbpedia.org/resource/Fender_Musical_Instruments_Corporation"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Country music","http://dbpedia.org/resource/Country_music","Guitar","http://dbpedia.org/resource/Guitar"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Rock music","http://dbpedia.org/resource/Rock_music","Human voice","http://dbpedia.org/resource/Human_voice"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Rock music","http://dbpedia.org/resource/Rock_music","Guitar","http://dbpedia.org/resource/Guitar"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Rock music","http://dbpedia.org/resource/Rock_music","Fender Musical Instruments Corporation","http://dbpedia.org/resource/Fender_Musical_Instruments_Corporation"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Swamp pop","http://dbpedia.org/resource/Swamp_pop","Fender Musical Instruments Corporation","http://dbpedia.org/resource/Fender_Musical_Instruments_Corporation"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Swamp pop","http://dbpedia.org/resource/Swamp_pop","Human voice","http://dbpedia.org/resource/Human_voice"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Swamp pop","http://dbpedia.org/resource/Swamp_pop","Guitar","http://dbpedia.org/resource/Guitar"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Tejano music","http://dbpedia.org/resource/Tejano_music","Human voice","http://dbpedia.org/resource/Human_voice"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Tejano music","http://dbpedia.org/resource/Tejano_music","Guitar","http://dbpedia.org/resource/Guitar"
"El Bebop Kid","http://dbpedia.org/resource/Freddy_Fender","Tejano music","http://dbpedia.org/resource/Tejano_music","Fender Musical Instruments Corporation","http://dbpedia.org/resource/Fender_Musical_Instruments_Corporation"
"Envy","http://dbpedia.org/resource/DJ_Envy","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Sampler (musical instrument)","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"Envy","http://dbpedia.org/resource/DJ_Envy","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Turntablism","http://dbpedia.org/resource/Turntablism"
"Envy","http://dbpedia.org/resource/DJ_Envy","Rhythm & Blues","http://dbpedia.org/resource/Rhythm_&_Blues","Sampler (musical instrument)","http://dbpedia.org/resource/Sampler_(musical_instrument)"
"Envy","http://dbpedia.org/resource/DJ_Envy","Rhythm & Blues","http://dbpedia.org/resource/Rhythm_&_Blues","Turntablism","http://dbpedia.org/resource/Turntablism"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Acid rock","http://dbpedia.org/resource/Acid_rock","Guitar","http://dbpedia.org/resource/Guitar"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Acid rock","http://dbpedia.org/resource/Acid_rock","Singing","http://dbpedia.org/resource/Singing"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Hard rock","http://dbpedia.org/resource/Hard_rock","Guitar","http://dbpedia.org/resource/Guitar"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Hard rock","http://dbpedia.org/resource/Hard_rock","Singing","http://dbpedia.org/resource/Singing"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Instrumental","http://dbpedia.org/resource/Instrumental","Guitar","http://dbpedia.org/resource/Guitar"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Instrumental","http://dbpedia.org/resource/Instrumental","Singing","http://dbpedia.org/resource/Singing"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Psychedelic rock","http://dbpedia.org/resource/Psychedelic_rock","Guitar","http://dbpedia.org/resource/Guitar"
"Erik Braunn","http://dbpedia.org/resource/Erik_Brann","Psychedelic rock","http://dbpedia.org/resource/Psychedelic_rock","Singing","http://dbpedia.org/resource/Singing"
"Eugene ""Gene"" Smith","http://dbpedia.org/resource/Eugene_Smith_(singer)","Gospel music","http://dbpedia.org/resource/Gospel_music","Human voice","http://dbpedia.org/resource/Human_voice"
"Fae Barnes","http://dbpedia.org/resource/Maggie_Jones_(blues_musician)","Blues","http://dbpedia.org/resource/Blues","Human voice","http://dbpedia.org/resource/Human_voice"
"Fae Barnes","http://dbpedia.org/resource/Maggie_Jones_(blues_musician)","Blues","http://dbpedia.org/resource/Blues","Piano","http://dbpedia.org/resource/Piano"
"Fly Guy Kool Kim (UMCera)","http://dbpedia.org/resource/NYOIL","Political hip hop","http://dbpedia.org/resource/Political_hip_hop","Rapping","http://dbpedia.org/resource/Rapping"
"Fly Guy Kool Kim (UMCera)","http://dbpedia.org/resource/NYOIL","Alternative hip hop","http://dbpedia.org/resource/Alternative_hip_hop","Rapping","http://dbpedia.org/resource/Rapping"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Pop music","http://dbpedia.org/resource/Pop_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Pop music","http://dbpedia.org/resource/Pop_music","Bassoon","http://dbpedia.org/resource/Bassoon"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Pop music","http://dbpedia.org/resource/Pop_music","Cello","http://dbpedia.org/resource/Cello"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Pop music","http://dbpedia.org/resource/Pop_music","Guitar","http://dbpedia.org/resource/Guitar"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Pop music","http://dbpedia.org/resource/Pop_music","Keyboards","http://dbpedia.org/resource/Keyboards"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Bassoon","http://dbpedia.org/resource/Bassoon"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Cello","http://dbpedia.org/resource/Cello"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Guitar","http://dbpedia.org/resource/Guitar"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Rhythm and blues","http://dbpedia.org/resource/Rhythm_and_blues","Keyboards","http://dbpedia.org/resource/Keyboards"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Trap music","http://dbpedia.org/resource/Trap_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Trap music","http://dbpedia.org/resource/Trap_music","Bassoon","http://dbpedia.org/resource/Bassoon"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Trap music","http://dbpedia.org/resource/Trap_music","Cello","http://dbpedia.org/resource/Cello"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Trap music","http://dbpedia.org/resource/Trap_music","Guitar","http://dbpedia.org/resource/Guitar"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Trap music","http://dbpedia.org/resource/Trap_music","Keyboards","http://dbpedia.org/resource/Keyboards"
"Freaky Dean","http://dbpedia.org/resource/Mike_Dean_(record_producer)","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Bass guitar","http://dbpedia.org/resource/Bass_guitar"
