"city","city__URI","city_misspelled","city_misspelled__URI","state","state__URI"
"Dubach","http://dbpedia.org/resource/Dubach,_Louisiana","Debach","http://dbpedia.org/resource/Dubach,_Louisiana","Louisiana, LA","http://dbpedia.org/resource/Louisiana_(state)"
"Duluth","http://dbpedia.org/resource/Duluth,_Minnesota","Deluth","http://dbpedia.org/resource/Duluth,_Minnesota","Minnesota, MN","http://dbpedia.org/resource/Minnesota_(state)"
"DDumas","http://dbpedia.org/resource/Dumas,_Arkansas","Domas","http://dbpedia.org/resource/Dumas,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Dumass","http://dbpedia.org/resource/Dumas,_Arkansas","Dummas","http://dbpedia.org/resource/Dumas,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Duncanville","http://dbpedia.org/resource/Duncanville,_Texas","Duncanvile","http://dbpedia.org/resource/Duncanville,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Durango","http://dbpedia.org/resource/Durango,_Colorado","Derango","http://dbpedia.org/resource/Durango,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Dyersvillle","http://dbpedia.org/resource/Dyersville,_Iowa","Dyersvile","http://dbpedia.org/resource/Dyersville,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Dyersville","http://dbpedia.org/resource/Dyersville,_Iowa","Dyerville","http://dbpedia.org/resource/Dyersville,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Eagle Lake","http://dbpedia.org/resource/Eagle_Lake,_Texas","Aegle Lake","http://dbpedia.org/resource/Eagle_Lake,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Eatonn","http://dbpedia.org/resource/Eaton,_Colorado","Eeton","http://dbpedia.org/resource/Eaton,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Eau Clairee","http://dbpedia.org/resource/Eau_Claire,_Michigan","Eu Claire","http://dbpedia.org/resource/Eau_Claire,_Michigan","Michigan, MI","http://dbpedia.org/resource/Michigan_(state)"
"Edgewater","http://dbpedia.org/resource/Edgewater,_Colorado","Egdewater","http://dbpedia.org/resource/Edgewater,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"El Pasoo","http://dbpedia.org/resource/El_Paso,_Texas","Eil Paso","http://dbpedia.org/resource/El_Paso,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"El Paso","http://dbpedia.org/resource/El_Paso,_Texas","Il Pase","http://dbpedia.org/resource/El_Paso,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"El Pasoo","http://dbpedia.org/resource/El_Paso,_Texas","L'Paso","http://dbpedia.org/resource/El_Paso,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"El RReno","http://dbpedia.org/resource/El_Reno,_Oklahoma","El Rino","http://dbpedia.org/resource/El_Reno,_Oklahoma","Oklahoma, OK","http://dbpedia.org/resource/Oklahoma_(state)"
"El Renoo","http://dbpedia.org/resource/El_Reno,_Oklahoma","L Rino","http://dbpedia.org/resource/El_Reno,_Oklahoma","Oklahoma, OK","http://dbpedia.org/resource/Oklahoma_(state)"
"Elberton","http://dbpedia.org/resource/Elberton,_Georgia","Elberten","http://dbpedia.org/resource/Elberton,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Elberton","http://dbpedia.org/resource/Elberton,_Georgia","Elbertun","http://dbpedia.org/resource/Elberton,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Elginn","","Elgen","","South Carolina, SC","http://dbpedia.org/resource/South_Carolina_(state)"
"Elginn","http://dbpedia.org/resource/Elgin,_Texas","Elgen","http://dbpedia.org/resource/Elgin,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Ellgin","","Lgen","","South Carolina, SC","http://dbpedia.org/resource/South_Carolina_(state)"
"EElgin","","Lgin","","South Carolina, SC","http://dbpedia.org/resource/South_Carolina_(state)"
"Ellizabethton","http://dbpedia.org/resource/Elizabethton,_Tennessee","Elisabethton","http://dbpedia.org/resource/Elizabethton,_Tennessee","Tennessee, TN","http://dbpedia.org/resource/Tennessee_(state)"
"Elizabethton","http://dbpedia.org/resource/Elizabethton,_Tennessee","Elizabetham","http://dbpedia.org/resource/Elizabethton,_Tennessee","Tennessee, TN","http://dbpedia.org/resource/Tennessee_(state)"
"Elizabethtonn","http://dbpedia.org/resource/Elizabethton,_Tennessee","Elizabethten","http://dbpedia.org/resource/Elizabethton,_Tennessee","Tennessee, TN","http://dbpedia.org/resource/Tennessee_(state)"
"Elkhhart","http://dbpedia.org/resource/Elkhart,_Indiana","Elkheart","http://dbpedia.org/resource/Elkhart,_Indiana","Indiana, IN","http://dbpedia.org/resource/Indiana_(state)"
"Elkhartt","http://dbpedia.org/resource/Elkhart,_Indiana","Ellkhart","http://dbpedia.org/resource/Elkhart,_Indiana","Indiana, IN","http://dbpedia.org/resource/Indiana_(state)"
"Emerson","http://dbpedia.org/resource/Emerson,_Arkansas","Emmerson","http://dbpedia.org/resource/Emerson,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Emmetsburg","http://dbpedia.org/resource/Emmetsburg,_Iowa","Emetsburg","http://dbpedia.org/resource/Emmetsburg,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Emmetsburg","http://dbpedia.org/resource/Emmetsburg,_Iowa","Emmitsburg","http://dbpedia.org/resource/Emmetsburg,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Enumclaw","http://dbpedia.org/resource/Enumclaw,_Washington","Imunclaw","http://dbpedia.org/resource/Enumclaw,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Errie","http://dbpedia.org/resource/Erie,_Pennsylvania","Eerie","http://dbpedia.org/resource/Erie,_Pennsylvania","Pennsylvania, PA","http://dbpedia.org/resource/Pennsylvania_(state)"
"Errie","http://dbpedia.org/resource/Erie,_Pennsylvania","Erei","http://dbpedia.org/resource/Erie,_Pennsylvania","Pennsylvania, PA","http://dbpedia.org/resource/Pennsylvania_(state)"
"Erwin","http://dbpedia.org/resource/Erwin,_North_Carolina","Irwin","http://dbpedia.org/resource/Erwin,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Eufaula","http://dbpedia.org/resource/Eufaula,_Alabama","Ufaula","http://dbpedia.org/resource/Eufaula,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Eugenee","http://dbpedia.org/resource/Eugene,_Oregon","Eugean","http://dbpedia.org/resource/Eugene,_Oregon","Oregon, OR","http://dbpedia.org/resource/Oregon_(state)"
"EEugene","http://dbpedia.org/resource/Eugene,_Oregon","Ugene","http://dbpedia.org/resource/Eugene,_Oregon","Oregon, OR","http://dbpedia.org/resource/Oregon_(state)"
"Eustiss","http://dbpedia.org/resource/Eustis,_Florida","Eutes","http://dbpedia.org/resource/Eustis,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Eustiss","http://dbpedia.org/resource/Eustis,_Florida","Ustis","http://dbpedia.org/resource/Eustis,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Fairfieldd","http://dbpedia.org/resource/Fairfield,_Iowa","Fairfeild","http://dbpedia.org/resource/Fairfield,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Fallbrookk","http://dbpedia.org/resource/Fallbrook,_California","Fallbroock","http://dbpedia.org/resource/Fallbrook,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Fallon","http://dbpedia.org/resource/Fallon,_Nevada","Falon","http://dbpedia.org/resource/Fallon,_Nevada","Nevada, NV","http://dbpedia.org/resource/Nevada_(state)"
"Farmingtonn","http://dbpedia.org/resource/Farmington,_Maine","Farmingten","http://dbpedia.org/resource/Farmington,_Maine","Maine, ME","http://dbpedia.org/resource/Maine_(state)"
"Fayetteville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Faeteville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Fayetteville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Faetteville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Fayeetteville","http://dbpedia.org/resource/Fayetteville,_North_Carolina","Fayetevile","http://dbpedia.org/resource/Fayetteville,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Fayetteville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Fayeteville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Fayettevillle","http://dbpedia.org/resource/Fayetteville,_North_Carolina","Fayeteville","http://dbpedia.org/resource/Fayetteville,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Fayettevillee","http://dbpedia.org/resource/Fayetteville,_North_Carolina","Fayettevile","http://dbpedia.org/resource/Fayetteville,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Fayettevillee","http://dbpedia.org/resource/Fayetteville,_Arkansas","Fayettville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Fayetteville","http://dbpedia.org/resource/Fayetteville,_North_Carolina","Fayetvile","http://dbpedia.org/resource/Fayetteville,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Fayettevillee","http://dbpedia.org/resource/Fayetteville,_Arkansas","Fayetville","http://dbpedia.org/resource/Fayetteville,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Fayetteville","http://dbpedia.org/resource/Fayetteville,_North_Carolina","Fayetville","http://dbpedia.org/resource/Fayetteville,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Feernandina Beach","http://dbpedia.org/resource/Fernandina_Beach,_Florida","Fernadina Beach","http://dbpedia.org/resource/Fernandina_Beach,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Fernandina Beach","http://dbpedia.org/resource/Fernandina_Beach,_Florida","Fernandena Beach","http://dbpedia.org/resource/Fernandina_Beach,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Flaggstaff","http://dbpedia.org/resource/Flagstaff,_Arizona","Flagstaf","http://dbpedia.org/resource/Flagstaff,_Arizona","Arizona, AZ","http://dbpedia.org/resource/Arizona_(state)"
"Forestvillle","http://dbpedia.org/resource/Forestville,_California","Forestvile","http://dbpedia.org/resource/Forestville,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Forestville","http://dbpedia.org/resource/Forestville,_California","Forrestville","http://dbpedia.org/resource/Forestville,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Fort Collins","http://dbpedia.org/resource/Fort_Collins,_Colorado","Fort Colins","http://dbpedia.org/resource/Fort_Collins,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Fort Dodgee","http://dbpedia.org/resource/Fort_Dodge,_Iowa","Fort Dogde","http://dbpedia.org/resource/Fort_Dodge,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Foort Lauderdale","http://dbpedia.org/resource/Fort_Lauderdale,_Florida","Fort Laderdale","http://dbpedia.org/resource/Fort_Lauderdale,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Fort Leee","http://dbpedia.org/resource/Fort_Lee,_New_Jersey","Fort Le","http://dbpedia.org/resource/Fort_Lee,_New_Jersey","New Jersey, NJ","http://dbpedia.org/resource/New_Jersey_(state)"
"Fort Myerss","http://dbpedia.org/resource/Fort_Myers,_Florida","Fort Miers","http://dbpedia.org/resource/Fort_Myers,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Fort Paynee","http://dbpedia.org/resource/Fort_Payne,_Alabama","Fort Pane","http://dbpedia.org/resource/Fort_Payne,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Fort Thompson","http://dbpedia.org/resource/Fort_Thompson,_South_Dakota","Fort Tompson","http://dbpedia.org/resource/Fort_Thompson,_South_Dakota","South Dakota, SD","http://dbpedia.org/resource/South_Dakota_(state)"
"Fort Wayne","http://dbpedia.org/resource/Fort_Wayne,_Indiana","Fort Waine","http://dbpedia.org/resource/Fort_Wayne,_Indiana","Indiana, IN","http://dbpedia.org/resource/Indiana_(state)"
"Fort Waynee","http://dbpedia.org/resource/Fort_Wayne,_Indiana","Fort Wayn","http://dbpedia.org/resource/Fort_Wayne,_Indiana","Indiana, IN","http://dbpedia.org/resource/Indiana_(state)"
"Fort Worthh","http://dbpedia.org/resource/Fort_Worth,_Texas","Fort Wort","http://dbpedia.org/resource/Fort_Worth,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Fortesscue","http://dbpedia.org/resource/Fortescue,_New_Jersey","Fortesceu","http://dbpedia.org/resource/Fortescue,_New_Jersey","New Jersey, NJ","http://dbpedia.org/resource/New_Jersey_(state)"
"Fortescue","http://dbpedia.org/resource/Fortescue,_New_Jersey","Fortescu","http://dbpedia.org/resource/Fortescue,_New_Jersey","New Jersey, NJ","http://dbpedia.org/resource/New_Jersey_(state)"
"Fruitaa","http://dbpedia.org/resource/Fruita,_Colorado","Fruta","http://dbpedia.org/resource/Fruita,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Fullton","","Fullton","","New York, NY","http://dbpedia.org/resource/New_York_(state)"
"Gainesvillee","http://dbpedia.org/resource/Gainesville,_Florida","Gainsvile","http://dbpedia.org/resource/Gainesville,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Gainesvillee","http://dbpedia.org/resource/Gainesville,_Georgia","Gainsvile","http://dbpedia.org/resource/Gainesville,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Galilee","http://dbpedia.org/resource/Galilee,_Rhode_Island","Galalee","http://dbpedia.org/resource/Galilee,_Rhode_Island","Rhode Island, RI","http://dbpedia.org/resource/Rhode_Island_(state)"
"Galileee","http://dbpedia.org/resource/Galilee,_Rhode_Island","Gallilee","http://dbpedia.org/resource/Galilee,_Rhode_Island","Rhode Island, RI","http://dbpedia.org/resource/Rhode_Island_(state)"
"Gallupp","http://dbpedia.org/resource/Gallup,_New_Mexico","Gallop","http://dbpedia.org/resource/Gallup,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Galvveston","http://dbpedia.org/resource/Galveston,_Texas","Galverten","http://dbpedia.org/resource/Galveston,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Galvesston","http://dbpedia.org/resource/Galveston,_Texas","Galvestin","http://dbpedia.org/resource/Galveston,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Garyy","http://dbpedia.org/resource/Gary,_Indiana","Garry","http://dbpedia.org/resource/Gary,_Indiana","Indiana, IN","http://dbpedia.org/resource/Indiana_(state)"
"Gaylordd","http://dbpedia.org/resource/Gaylord,_Michigan","Gaelord","http://dbpedia.org/resource/Gaylord,_Michigan","Michigan, MI","http://dbpedia.org/resource/Michigan_(state)"
"Genoaa","http://dbpedia.org/resource/Genoa,_Nevada","Genao","http://dbpedia.org/resource/Genoa,_Nevada","Nevada, NV","http://dbpedia.org/resource/Nevada_(state)"
"Gilroy","http://dbpedia.org/resource/Gilroy,_California","Gillroy","http://dbpedia.org/resource/Gilroy,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Girarrd","http://dbpedia.org/resource/Girard,_Kansas","Girad","http://dbpedia.org/resource/Girard,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Glendale","http://dbpedia.org/resource/Glendale,_California","Glendele","http://dbpedia.org/resource/Glendale,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Glendivee","http://dbpedia.org/resource/Glendive,_Montana","Glendeve","http://dbpedia.org/resource/Glendive,_Montana","Montana, MT","http://dbpedia.org/resource/Montana_(state)"
"Gloucesterr","http://dbpedia.org/resource/Gloucester,_Massachusetts","Glocester","http://dbpedia.org/resource/Gloucester,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Gloucesterr","http://dbpedia.org/resource/Gloucester,_Massachusetts","Glochester","http://dbpedia.org/resource/Gloucester,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Goletaa","http://dbpedia.org/resource/Goleta,_California","Goeleta","http://dbpedia.org/resource/Goleta,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Goletaa","http://dbpedia.org/resource/Goleta,_California","Golleta","http://dbpedia.org/resource/Goleta,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Gonzaless","http://dbpedia.org/resource/Gonzales,_Louisiana","Gonzals","http://dbpedia.org/resource/Gonzales,_Louisiana","Louisiana, LA","http://dbpedia.org/resource/Louisiana_(state)"
"Granville","http://dbpedia.org/resource/Granville,_New_York","Granvile","http://dbpedia.org/resource/Granville,_New_York","New York, NY","http://dbpedia.org/resource/New_York_(state)"
"Greeleyy","http://dbpedia.org/resource/Greeley,_Colorado","Greely","http://dbpedia.org/resource/Greeley,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Greeley","http://dbpedia.org/resource/Greeley,_Colorado","Greley","http://dbpedia.org/resource/Greeley,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Greeen Forest","http://dbpedia.org/resource/Green_Forest,_Arkansas","Green Forrest","http://dbpedia.org/resource/Green_Forest,_Arkansas","Arkansas, AR","http://dbpedia.org/resource/Arkansas_(state)"
"Greenfiield","http://dbpedia.org/resource/Greenfield,_California","Greenfeild","http://dbpedia.org/resource/Greenfield,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Greenville","http://dbpedia.org/resource/Greenville,_Alabama","Greenvile","http://dbpedia.org/resource/Greenville,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Greenville","http://dbpedia.org/resource/Greenville,_South_Carolina","Greenvile","http://dbpedia.org/resource/Greenville,_South_Carolina","South Carolina, SC","http://dbpedia.org/resource/South_Carolina_(state)"
"Greenwoodd","http://dbpedia.org/resource/Greenwood,_South_Carolina","Greenwod","http://dbpedia.org/resource/Greenwood,_South_Carolina","South Carolina, SC","http://dbpedia.org/resource/South_Carolina_(state)"
"Gridleyy","http://dbpedia.org/resource/Gridley,_California","Grideley","http://dbpedia.org/resource/Gridley,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Griffinn","http://dbpedia.org/resource/Griffin,_Georgia","Grifin","http://dbpedia.org/resource/Griffin,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Griggsville","http://dbpedia.org/resource/Griggsville,_Illinois","Griggsvile","http://dbpedia.org/resource/Griggsville,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Griiggsville","http://dbpedia.org/resource/Griggsville,_Illinois","Grigsville","http://dbpedia.org/resource/Griggsville,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Grinnell","http://dbpedia.org/resource/Grinnell,_Iowa","Grinell","http://dbpedia.org/resource/Grinnell,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Grinnelll","http://dbpedia.org/resource/Grinnell,_Iowa","Grinnel","http://dbpedia.org/resource/Grinnell,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Grotonn","http://dbpedia.org/resource/Groton,_Connecticut","Groten","http://dbpedia.org/resource/Groton,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Groton","http://dbpedia.org/resource/Groton,_Connecticut","Growton","http://dbpedia.org/resource/Groton,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Gueydann","http://dbpedia.org/resource/Gueydan,_Louisiana","Geuydan","http://dbpedia.org/resource/Gueydan,_Louisiana","Louisiana, LA","http://dbpedia.org/resource/Louisiana_(state)"
"Gulfportt","http://dbpedia.org/resource/Gulfport,_Mississippi","Gulf port","http://dbpedia.org/resource/Gulfport,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Hacienda Heightss","http://dbpedia.org/resource/Hacienda_Heights,_California","Hacenda Heights","http://dbpedia.org/resource/Hacienda_Heights,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Hacienda Heights","http://dbpedia.org/resource/Hacienda_Heights,_California","Haicenda Heights","http://dbpedia.org/resource/Hacienda_Heights,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Hacienda Heightss","http://dbpedia.org/resource/Hacienda_Heights,_California","Haisenda Heights","http://dbpedia.org/resource/Hacienda_Heights,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Hacienda Heightss","http://dbpedia.org/resource/Hacienda_Heights,_California","Hasenda Heights","http://dbpedia.org/resource/Hacienda_Heights,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Hadleyy","http://dbpedia.org/resource/Hadley,_Massachusetts","Hadly","http://dbpedia.org/resource/Hadley,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Hagerstown","http://dbpedia.org/resource/Hagerstown,_Maryland","Hagerston","http://dbpedia.org/resource/Hagerstown,_Maryland","Maryland, MD","http://dbpedia.org/resource/Maryland_(state)"
"Hagersttown","http://dbpedia.org/resource/Hagerstown,_Maryland","Hagerton","http://dbpedia.org/resource/Hagerstown,_Maryland","Maryland, MD","http://dbpedia.org/resource/Maryland_(state)"
"Hainess","http://dbpedia.org/resource/Haines,_Alaska","Hains","http://dbpedia.org/resource/Haines,_Alaska","Alaska, AK","http://dbpedia.org/resource/Alaska_(state)"
"Haines","http://dbpedia.org/resource/Haines,_Alaska","Haynes","http://dbpedia.org/resource/Haines,_Alaska","Alaska, AK","http://dbpedia.org/resource/Alaska_(state)"
"Hainess","http://dbpedia.org/resource/Haines,_Alaska","Hayns","http://dbpedia.org/resource/Haines,_Alaska","Alaska, AK","http://dbpedia.org/resource/Alaska_(state)"
"Hainees City","http://dbpedia.org/resource/Haines_City,_Florida","Hanies City","http://dbpedia.org/resource/Haines_City,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Haines  City","http://dbpedia.org/resource/Haines_City,_Florida","Haynes City","http://dbpedia.org/resource/Haines_City,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Haleyville","http://dbpedia.org/resource/Haleyville,_Alabama","Haleyvile","http://dbpedia.org/resource/Haleyville,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Hamdenn","http://dbpedia.org/resource/Hamden,_Connecticut","Hamdin","http://dbpedia.org/resource/Hamden,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Hamiltonn","http://dbpedia.org/resource/Hamilton,_Texas","Hamelton","http://dbpedia.org/resource/Hamilton,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Hamillton","http://dbpedia.org/resource/Hamilton,_Texas","Hamiltown","http://dbpedia.org/resource/Hamilton,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Hammondssport","http://dbpedia.org/resource/Hammondsport,_New_York","Hamondsport","http://dbpedia.org/resource/Hammondsport,_New_York","New York, NY","http://dbpedia.org/resource/New_York_(state)"
"Hanniball","http://dbpedia.org/resource/Hannibal,_Missouri","Hanibal","http://dbpedia.org/resource/Hannibal,_Missouri","Missouri, MO","http://dbpedia.org/resource/Missouri_(state)"
"Hartfordd","http://dbpedia.org/resource/Hartford,_Connecticut","Hartferd","http://dbpedia.org/resource/Hartford,_Connecticut","Connecticut, CT","http://dbpedia.org/resource/Connecticut_(state)"
"Hartsellee","http://dbpedia.org/resource/Hartselle,_Alabama","Hartsele","http://dbpedia.org/resource/Hartselle,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Hastingss","http://dbpedia.org/resource/Hastings,_Nebraska","Hasting","http://dbpedia.org/resource/Hastings,_Nebraska","Nebraska, NE","http://dbpedia.org/resource/Nebraska_(state)"
"Hattiesburgg","http://dbpedia.org/resource/Hattiesburg,_Mississippi","Hatiesburg","http://dbpedia.org/resource/Hattiesburg,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Hattiesburg","http://dbpedia.org/resource/Hattiesburg,_Mississippi","Hattesburg","http://dbpedia.org/resource/Hattiesburg,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Haversstraw","http://dbpedia.org/resource/Haverstraw,_New_York","Haversstraw","http://dbpedia.org/resource/Haverstraw,_New_York","New York, NY","http://dbpedia.org/resource/New_York_(state)"
"Haysville","http://dbpedia.org/resource/Haysville,_Kansas","Haysvile","http://dbpedia.org/resource/Haysville,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Hercuules","http://dbpedia.org/resource/Hercules,_California","Heracles","http://dbpedia.org/resource/Hercules,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Hercules","http://dbpedia.org/resource/Hercules,_California","Hercales","http://dbpedia.org/resource/Hercules,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Hersheyy","http://dbpedia.org/resource/Hershey,_Pennsylvania","Hershy","http://dbpedia.org/resource/Hershey,_Pennsylvania","Pennsylvania, PA","http://dbpedia.org/resource/Pennsylvania_(state)"
"Hershey","http://dbpedia.org/resource/Hershey,_Pennsylvania","Hurshy","http://dbpedia.org/resource/Hershey,_Pennsylvania","Pennsylvania, PA","http://dbpedia.org/resource/Pennsylvania_(state)"
"Hialeahh","http://dbpedia.org/resource/Hialeah,_Florida","Hialaeh","http://dbpedia.org/resource/Hialeah,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Hiialeah","http://dbpedia.org/resource/Hialeah,_Florida","Hialeh","http://dbpedia.org/resource/Hialeah,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Hialeahh","http://dbpedia.org/resource/Hialeah,_Florida","Hileah","http://dbpedia.org/resource/Hialeah,_Florida","Florida, FL","http://dbpedia.org/resource/Florida_(state)"
"Holtville","http://dbpedia.org/resource/Holtville,_California","Holtvile","http://dbpedia.org/resource/Holtville,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Holyokee","http://dbpedia.org/resource/Holyoke,_Massachusetts","Hollyoak","http://dbpedia.org/resource/Holyoke,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Holyokee","http://dbpedia.org/resource/Holyoke,_Massachusetts","Hollyoke","http://dbpedia.org/resource/Holyoke,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Holyokke","http://dbpedia.org/resource/Holyoke,_Massachusetts","Holyoak","http://dbpedia.org/resource/Holyoke,_Massachusetts","Massachusetts, MA","http://dbpedia.org/resource/Massachusetts_(state)"
"Honaker","http://dbpedia.org/resource/Honaker,_Virginia","Honerker","http://dbpedia.org/resource/Honaker,_Virginia","Virginia, VA","http://dbpedia.org/resource/Virginia_(state)"
"Honakerr","http://dbpedia.org/resource/Honaker,_Virginia","Hunaker","http://dbpedia.org/resource/Honaker,_Virginia","Virginia, VA","http://dbpedia.org/resource/Virginia_(state)"
