"product","product__URI","company","company__URI","industry","industry__URI","location","location__URI","revenue","country","country__URI"
"Duvet","http://dbpedia.org/resource/Duvet","Dreamms (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","High Wyycombe","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvet","http://dbpedia.org/resource/Duvet","Dreams (bed retailer))","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Loudwater, Bucckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvet","http://dbpedia.org/resource/Duvet","Dreams (bed retailer))","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshiree","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bedstead","http://dbpedia.org/resource/Bedstead","Dreams (beed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","High Wycombee","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bedstead","http://dbpedia.org/resource/Bedstead","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghhamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bedstead","http://dbpedia.org/resource/Bedstead","DDreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufactturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bed","http://dbpedia.org/resource/Bed","Dreams (bed retailer))","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","High Wycombee","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bed","http://dbpedia.org/resource/Bed","Dreams (bed retailer))","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bed","http://dbpedia.org/resource/Bed","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Buckinghamshiree","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Futon","http://dbpedia.org/resource/Futon","Dreams (bed retailerr)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombee","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Futon","http://dbpedia.org/resource/Futon","Dreams (bedd retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Futon","http://dbpedia.org/resource/Futon","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufactturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dreams (bed retailerr)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","High Wycombee","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Louudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dreams (bed retailer)","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshiree","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mattress","http://dbpedia.org/resource/Mattress","Dreams (bed retailer))","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","High Wycombee","http://dbpedia.org/resource/High_Wycombe","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mattress","http://dbpedia.org/resource/Mattress","Dreams (bed retailer))","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Loudwater, Buckinghamshire","http://dbpedia.org/resource/Loudwater,_Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mattress","http://dbpedia.org/resource/Mattress","Dreams (bed retailer))","http://dbpedia.org/resource/Dreams_(bed_retailer)","Manufacturing","http://dbpedia.org/resource/Manufacturing","Buckinghamshire","http://dbpedia.org/resource/Buckinghamshire","194.0","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"AVEVA","http://dbpedia.org/resource/AVEVA","Avevaa","http://dbpedia.org/resource/Aveva","Computter-aided manufacturing","http://dbpedia.org/resource/Computer-aided_manufacturing","Cambridge","http://dbpedia.org/resource/Cambridge","2.087E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Health care industry","http://dbpedia.org/resource/Health_care_industry","Devro","http://dbpedia.org/resource/Devro","Food processingg","http://dbpedia.org/resource/Food_processing","Chryston","http://dbpedia.org/resource/Chryston","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Health care industry","http://dbpedia.org/resource/Health_care_industry","Devroo","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Moodiesbuurn","http://dbpedia.org/resource/Moodiesburn","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Collagen","http://dbpedia.org/resource/Collagen","Devroo","http://dbpedia.org/resource/Devro","Food processingg","http://dbpedia.org/resource/Food_processing","Chryston","http://dbpedia.org/resource/Chryston","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Collagen","http://dbpedia.org/resource/Collagen","Devroo","http://dbpedia.org/resource/Devro","Food pprocessing","http://dbpedia.org/resource/Food_processing","Moodiesburn","http://dbpedia.org/resource/Moodiesburn","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cosmetics","http://dbpedia.org/resource/Cosmetics","Devrro","http://dbpedia.org/resource/Devro","Food processingg","http://dbpedia.org/resource/Food_processing","Chrystonn","http://dbpedia.org/resource/Chryston","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cosmetics","http://dbpedia.org/resource/Cosmetics","Devro","http://dbpedia.org/resource/Devro","Food processing","http://dbpedia.org/resource/Food_processing","Moodiesburn","http://dbpedia.org/resource/Moodiesburn","2.323E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Rubber","http://dbpedia.org/resource/Rubber","Avon Rubberr","http://dbpedia.org/resource/Avon_Rubber","Manufacturing","http://dbpedia.org/resource/Manufacturing","Melksham","http://dbpedia.org/resource/Melksham","5.5E7","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Rubber","http://dbpedia.org/resource/Rubber","Avon Rubberr","http://dbpedia.org/resource/Avon_Rubber","Manufacturing","http://dbpedia.org/resource/Manufacturing","Wiltshiire","http://dbpedia.org/resource/Wiltshire","5.5E7","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Furniture","http://dbpedia.org/resource/Furniture","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Systonn","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Furniture","http://dbpedia.org/resource/Furniture","Dunelm  Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Beanbags","http://dbpedia.org/resource/Beanbags","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Beanbags","http://dbpedia.org/resource/Beanbags","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturring","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mirror","http://dbpedia.org/resource/Mirror","Dunnelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Systonn","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Mirror","http://dbpedia.org/resource/Mirror","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manuufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Carpet","http://dbpedia.org/resource/Carpet","Dunelm GGroup","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Carpet","http://dbpedia.org/resource/Carpet","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufactuuring","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Crafts","http://dbpedia.org/resource/Crafts","Duneelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufactturing","http://dbpedia.org/resource/Manufacturing","Systonn","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Crafts","http://dbpedia.org/resource/Crafts","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Leiccestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Quilt","http://dbpedia.org/resource/Quilt","Dunelm Grroup","http://dbpedia.org/resource/Dunelm_Group","Manuufacturing","http://dbpedia.org/resource/Manufacturing","Systton","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Quilt","http://dbpedia.org/resource/Quilt","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Blinds","http://dbpedia.org/resource/Blinds","Dunelm GGroup","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Blinds","http://dbpedia.org/resource/Blinds","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manuufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Dining","http://dbpedia.org/resource/Dining","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Dining","http://dbpedia.org/resource/Dining","Dunelm Grouup","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershirre","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Decor","http://dbpedia.org/resource/Decor","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Decor","http://dbpedia.org/resource/Decor","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufactuuring","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pictures","http://dbpedia.org/resource/Pictures","Dunelm GGroup","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syyston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pictures","http://dbpedia.org/resource/Pictures","DDunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershirre","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Lighting","http://dbpedia.org/resource/Lighting","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufactuuring","http://dbpedia.org/resource/Manufacturing","Systoon","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Lighting","http://dbpedia.org/resource/Lighting","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bathroom","http://dbpedia.org/resource/Bathroom","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Bathroom","http://dbpedia.org/resource/Bathroom","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufactturing","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Fabrics","http://dbpedia.org/resource/Fabrics","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","SSyston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Fabrics","http://dbpedia.org/resource/Fabrics","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dunelm Grouup","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pillows","http://dbpedia.org/resource/Pillows","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","LLeicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Flowers","http://dbpedia.org/resource/Flowers","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Flowers","http://dbpedia.org/resource/Flowers","DDunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pets","http://dbpedia.org/resource/Pets","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manuufacturing","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Pets","http://dbpedia.org/resource/Pets","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershirre","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvets","http://dbpedia.org/resource/Duvets","Dunelm Groupp","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Syston","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Duvets","http://dbpedia.org/resource/Duvets","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Leicestershire","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cushions","http://dbpedia.org/resource/Cushions","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Systonn","http://dbpedia.org/resource/Syston","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Cushions","http://dbpedia.org/resource/Cushions","Dunelm Group","http://dbpedia.org/resource/Dunelm_Group","Manufacturing","http://dbpedia.org/resource/Manufacturing","Leicestershiree","http://dbpedia.org/resource/Leicestershire","8.358E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Automotive industry","http://dbpedia.org/resource/Automotive_industry","Senior plcc","http://dbpedia.org/resource/Senior_plc","Manufacturing","http://dbpedia.org/resource/Manufacturing","Hertfordshire","http://dbpedia.org/resource/Hertfordshire","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Automotive industry","http://dbpedia.org/resource/Automotive_industry","Senior plcc","http://dbpedia.org/resource/Senior_plc","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Rickmansworthh","http://dbpedia.org/resource/Rickmansworth","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Senior plcc","http://dbpedia.org/resource/Senior_plc","Manufacturring","http://dbpedia.org/resource/Manufacturing","Hertfordshiree","http://dbpedia.org/resource/Hertfordshire","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Aerospace manufacturer","http://dbpedia.org/resource/Aerospace_manufacturer","Senior plcc","http://dbpedia.org/resource/Senior_plc","Manufactturing","http://dbpedia.org/resource/Manufacturing","RRickmansworth","http://dbpedia.org/resource/Rickmansworth","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Energy development","http://dbpedia.org/resource/Energy_development","Senior plc","http://dbpedia.org/resource/Senior_plc","Manuufacturing","http://dbpedia.org/resource/Manufacturing","Hertfordshire","http://dbpedia.org/resource/Hertfordshire","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Energy development","http://dbpedia.org/resource/Energy_development","Senior plcc","http://dbpedia.org/resource/Senior_plc","Manuffacturing","http://dbpedia.org/resource/Manufacturing","Rickmansworthh","http://dbpedia.org/resource/Rickmansworth","8.495E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Truck","http://dbpedia.org/resource/Truck","Leyland Truckss","http://dbpedia.org/resource/Leyland_Trucks","Maanufacturing","http://dbpedia.org/resource/Manufacturing","Leyland, Lancashire","http://dbpedia.org/resource/Leyland,_Lancashire","8.5E8","United Kingdom","http://dbpedia.org/resource/United_Kingdom"
"Door","http://dbpedia.org/resource/Door","Assa Abloyy","http://dbpedia.org/resource/Assa_Abloy","Manufacturing","http://dbpedia.org/resource/Manufacturing","Stockholm","http://dbpedia.org/resource/Stockholm","6.8099E10","Sweden","http://dbpedia.org/resource/Sweden"
"Lock (security device)","http://dbpedia.org/resource/Lock_(security_device)","Assa Abloy","http://dbpedia.org/resource/Assa_Abloy","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Stockholm","http://dbpedia.org/resource/Stockholm","6.8099E10","Sweden","http://dbpedia.org/resource/Sweden"
"Rolling-element bearing","http://dbpedia.org/resource/Rolling-element_bearing","SKF","http://dbpedia.org/resource/SKF","Manufaccturing","http://dbpedia.org/resource/Manufacturing","Gothenburgg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Grease (lubricant)","http://dbpedia.org/resource/Grease_(lubricant)","SKFF","http://dbpedia.org/resource/SKF","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Seal (mechanical)","http://dbpedia.org/resource/Seal_(mechanical)","SKF","http://dbpedia.org/resource/SKF","Manufacturing","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Automatic lubrication system","http://dbpedia.org/resource/Automatic_lubrication_system","SKFF","http://dbpedia.org/resource/SKF","Mannufacturing","http://dbpedia.org/resource/Manufacturing","Gothenburg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Condition Monitoring","http://dbpedia.org/resource/Condition_Monitoring","SKF","http://dbpedia.org/resource/SKF","Manufacturingg","http://dbpedia.org/resource/Manufacturing","Gothenburgg","http://dbpedia.org/resource/Gothenburg","7.0975E10","Sweden","http://dbpedia.org/resource/Sweden"
"Coating","http://dbpedia.org/resource/Coating","Oerlikon Balzers","http://dbpedia.org/resource/Oerlikon_Balzers","Manuufacturing","http://dbpedia.org/resource/Manufacturing","Balzerss","http://dbpedia.org/resource/Balzers","5.11E8","Liechtenstein","http://dbpedia.org/resource/Liechtenstein"
"Confectionery","http://dbpedia.org/resource/Confectionery","Nestllé","http://dbpedia.org/resource/Nestlé","Food processingg","http://dbpedia.org/resource/Food_processing","Vevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Ice cream","http://dbpedia.org/resource/Ice_cream","NNestlé","http://dbpedia.org/resource/Nestlé","Food processingg","http://dbpedia.org/resource/Food_processing","Veveyy","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Pet foods","http://dbpedia.org/resource/Pet_foods","Nestléé","http://dbpedia.org/resource/Nestlé","Food processiing","http://dbpedia.org/resource/Food_processing","Vevvey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Dairy products","http://dbpedia.org/resource/Dairy_products","Nestléé","http://dbpedia.org/resource/Nestlé","Food processingg","http://dbpedia.org/resource/Food_processing","Veveyy","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Bottled water","http://dbpedia.org/resource/Bottled_water","Nestléé","http://dbpedia.org/resource/Nestlé","Food processingg","http://dbpedia.org/resource/Food_processing","Vevvey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Baby food","http://dbpedia.org/resource/Baby_food","Nestléé","http://dbpedia.org/resource/Nestlé","Food processingg","http://dbpedia.org/resource/Food_processing","Veveyy","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Coffee","http://dbpedia.org/resource/Coffee","Nestlé","http://dbpedia.org/resource/Nestlé","Food processingg","http://dbpedia.org/resource/Food_processing","VVevey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Breakfast cereals","http://dbpedia.org/resource/Breakfast_cereals","Nestléé","http://dbpedia.org/resource/Nestlé","Food processing","http://dbpedia.org/resource/Food_processing","Veveey","http://dbpedia.org/resource/Vevey","8.88E10","Switzerland","http://dbpedia.org/resource/Switzerland"
"Salmon","http://dbpedia.org/resource/Salmon","Cermaqq","http://dbpedia.org/resource/Cermaq","Food processingg","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Trout","http://dbpedia.org/resource/Trout","Ceermaq","http://dbpedia.org/resource/Cermaq","Food processingg","http://dbpedia.org/resource/Food_processing","Osslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Coho","http://dbpedia.org/resource/Coho","CCermaq","http://dbpedia.org/resource/Cermaq","Food processingg","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Fish feed","http://dbpedia.org/resource/Fish_feed","CCermaq","http://dbpedia.org/resource/Cermaq","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","1.1634E10","Norway","http://dbpedia.org/resource/Norway"
"Salmon","http://dbpedia.org/resource/Salmon","Marine Harveest","http://dbpedia.org/resource/Marine_Harvest","Food processing","http://dbpedia.org/resource/Food_processing","Bergen","http://dbpedia.org/resource/Bergen","2.788E10","Norway","http://dbpedia.org/resource/Norway"
"Trout","http://dbpedia.org/resource/Trout","Marine Harvestt","http://dbpedia.org/resource/Marine_Harvest","Food processingg","http://dbpedia.org/resource/Food_processing","Bergenn","http://dbpedia.org/resource/Bergen","2.788E10","Norway","http://dbpedia.org/resource/Norway"
"Distribution (business)","http://dbpedia.org/resource/Distribution_(business)","Marine Harvestt","http://dbpedia.org/resource/Marine_Harvest","Food processingg","http://dbpedia.org/resource/Food_processing","Bergen","http://dbpedia.org/resource/Bergen","2.788E10","Norway","http://dbpedia.org/resource/Norway"
"Berry","http://dbpedia.org/resource/Berry","Gartnerhalleen","http://dbpedia.org/resource/Gartnerhallen","Food processing","http://dbpedia.org/resource/Food_processing","Osloo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
"Fruit","http://dbpedia.org/resource/Fruit","Gartnerhallen","http://dbpedia.org/resource/Gartnerhallen","Food processingg","http://dbpedia.org/resource/Food_processing","OOslo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
"Potato","http://dbpedia.org/resource/Potato","Gartnerhallen","http://dbpedia.org/resource/Gartnerhallen","Foodd processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
"Vegetable","http://dbpedia.org/resource/Vegetable","Gartnerhallenn","http://dbpedia.org/resource/Gartnerhallen","Food processing","http://dbpedia.org/resource/Food_processing","Oslo","http://dbpedia.org/resource/Oslo","9.0E8","Norway","http://dbpedia.org/resource/Norway"
