"musician","musician__URI","genre","genre__URI","instrument","instrument__URI","band","band__URI"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Accordion","http://dbpedia.org/resource/Accordion","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Accordion","http://dbpedia.org/resource/Accordion","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Piano","http://dbpedia.org/resource/Piano","Brooklyn Bounce","http://dbpedia.org/resource/Brooklyn_Bounce"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Piano","http://dbpedia.org/resource/Piano","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Piano","http://dbpedia.org/resource/Piano","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Piano","http://dbpedia.org/resource/Piano","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Piano","http://dbpedia.org/resource/Piano","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Brooklyn Bounce","http://dbpedia.org/resource/Brooklyn_Bounce"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Film score","http://dbpedia.org/resource/Film_score","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Film score","http://dbpedia.org/resource/Film_score","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Film score","http://dbpedia.org/resource/Film_score","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Film score","http://dbpedia.org/resource/Film_score","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Chill-out music","http://dbpedia.org/resource/Chill-out_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Chill-out music","http://dbpedia.org/resource/Chill-out_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Chill-out music","http://dbpedia.org/resource/Chill-out_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Chill-out music","http://dbpedia.org/resource/Chill-out_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","House music","http://dbpedia.org/resource/House_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","House music","http://dbpedia.org/resource/House_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","House music","http://dbpedia.org/resource/House_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","House music","http://dbpedia.org/resource/House_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","House music","http://dbpedia.org/resource/House_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Pop music","http://dbpedia.org/resource/Pop_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Pop music","http://dbpedia.org/resource/Pop_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Pop music","http://dbpedia.org/resource/Pop_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Pop music","http://dbpedia.org/resource/Pop_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Pop music","http://dbpedia.org/resource/Pop_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Eurodance","http://dbpedia.org/resource/Eurodance","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Eurodance","http://dbpedia.org/resource/Eurodance","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Eurodance","http://dbpedia.org/resource/Eurodance","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Eurodance","http://dbpedia.org/resource/Eurodance","Synthesizer","http://dbpedia.org/resource/Synthesizer","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Eurodance","http://dbpedia.org/resource/Eurodance","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Bro'Sis","http://dbpedia.org/resource/Bro'Sis"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Kool & The Gang","http://dbpedia.org/resource/Kool_&_The_Gang"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Anke Engelke","http://dbpedia.org/resource/Anke_Engelke"
"Christoph Brüx","http://dbpedia.org/resource/Christoph_Brüx","Lounge music","http://dbpedia.org/resource/Lounge_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Anna David (singer)","http://dbpedia.org/resource/Anna_David_(singer)"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals","Erykah Badu","http://dbpedia.org/resource/Erykah_Badu"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals","Lil Yachty","http://dbpedia.org/resource/Lil_Yachty"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals","Chance the Rapper","http://dbpedia.org/resource/Chance_the_Rapper"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Trap music","http://dbpedia.org/resource/Trap_music","Vocals","http://dbpedia.org/resource/Vocals","Young Thug","http://dbpedia.org/resource/Young_Thug"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals","Erykah Badu","http://dbpedia.org/resource/Erykah_Badu"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals","Lil Yachty","http://dbpedia.org/resource/Lil_Yachty"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals","Chance the Rapper","http://dbpedia.org/resource/Chance_the_Rapper"
"D.R.A.M.","http://dbpedia.org/resource/D.R.A.M.","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Vocals","http://dbpedia.org/resource/Vocals","Young Thug","http://dbpedia.org/resource/Young_Thug"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","FL Studio","http://dbpedia.org/resource/FL_Studio","MNSSH","http://dbpedia.org/resource/MNSSH"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools","MNSSH","http://dbpedia.org/resource/MNSSH"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","FL Studio","http://dbpedia.org/resource/FL_Studio","Devonté","http://dbpedia.org/resource/Devonté"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","Pro Tools","http://dbpedia.org/resource/Pro_Tools","Devonté","http://dbpedia.org/resource/Devonté"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","Pro Tools","http://dbpedia.org/resource/Pro_Tools","Devonté","http://dbpedia.org/resource/Devonté"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","FL Studio","http://dbpedia.org/resource/FL_Studio","MNSSH","http://dbpedia.org/resource/MNSSH"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","Pro Tools","http://dbpedia.org/resource/Pro_Tools","MNSSH","http://dbpedia.org/resource/MNSSH"
"DJ Seip","http://dbpedia.org/resource/DJ_Seip","Contemporary R&B","http://dbpedia.org/resource/Contemporary_R&B","FL Studio","http://dbpedia.org/resource/FL_Studio","Devonté","http://dbpedia.org/resource/Devonté"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Post-disco","http://dbpedia.org/resource/Post-disco","Synthesizer","http://dbpedia.org/resource/Synthesizer","Deep Forest","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Post-disco","http://dbpedia.org/resource/Post-disco","Synthesizer","http://dbpedia.org/resource/Synthesizer","Telex (band)","http://dbpedia.org/resource/Telex_(band)"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Synthpop","http://dbpedia.org/resource/Synthpop","Synthesizer","http://dbpedia.org/resource/Synthesizer","Telex (band)","http://dbpedia.org/resource/Telex_(band)"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Synthpop","http://dbpedia.org/resource/Synthpop","Synthesizer","http://dbpedia.org/resource/Synthesizer","Deep Forest","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Electronic music","http://dbpedia.org/resource/Electronic_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Deep Forest","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Electronic music","http://dbpedia.org/resource/Electronic_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Telex (band)","http://dbpedia.org/resource/Telex_(band)"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Avant-garde music","http://dbpedia.org/resource/Avant-garde_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Deep Forest","http://dbpedia.org/resource/Deep_Forest"
"Dan Lacksman","http://dbpedia.org/resource/Dan_Lacksman","Avant-garde music","http://dbpedia.org/resource/Avant-garde_music","Synthesizer","http://dbpedia.org/resource/Synthesizer","Telex (band)","http://dbpedia.org/resource/Telex_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Speed metal","http://dbpedia.org/resource/Speed_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","S.A.Slayer","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Speed metal","http://dbpedia.org/resource/Speed_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Machine Head (band)","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Speed metal","http://dbpedia.org/resource/Speed_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Thrash metal","http://dbpedia.org/resource/Thrash_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","S.A.Slayer","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Thrash metal","http://dbpedia.org/resource/Thrash_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Machine Head (band)","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Thrash metal","http://dbpedia.org/resource/Thrash_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Drum kit","http://dbpedia.org/resource/Drum_kit","S.A.Slayer","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Drum kit","http://dbpedia.org/resource/Drum_kit","Machine Head (band)","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","Drum kit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Nu metal","http://dbpedia.org/resource/Nu_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","S.A.Slayer","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Nu metal","http://dbpedia.org/resource/Nu_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Machine Head (band)","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Nu metal","http://dbpedia.org/resource/Nu_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Groove metal","http://dbpedia.org/resource/Groove_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","S.A.Slayer","http://dbpedia.org/resource/S.A.Slayer"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Groove metal","http://dbpedia.org/resource/Groove_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Machine Head (band)","http://dbpedia.org/resource/Machine_Head_(band)"
"Dave McClain","http://dbpedia.org/resource/Dave_McClain_(drummer)","Groove metal","http://dbpedia.org/resource/Groove_metal","Drum kit","http://dbpedia.org/resource/Drum_kit","Sacred Reich","http://dbpedia.org/resource/Sacred_Reich"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Guitar","http://dbpedia.org/resource/Guitar","Blue System","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Guitar","http://dbpedia.org/resource/Guitar","Modern Talking","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Guitar","http://dbpedia.org/resource/Guitar","Blue System","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Guitar","http://dbpedia.org/resource/Guitar","Modern Talking","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing","Blue System","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing","Modern Talking","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Singing","http://dbpedia.org/resource/Singing","Blue System","http://dbpedia.org/resource/Blue_System"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Singing","http://dbpedia.org/resource/Singing","Modern Talking","http://dbpedia.org/resource/Modern_Talking"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Guitar","http://dbpedia.org/resource/Guitar","Systems in Blue","http://dbpedia.org/resource/Systems_in_Blue"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Guitar","http://dbpedia.org/resource/Guitar","Systems in Blue","http://dbpedia.org/resource/Systems_in_Blue"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Pop music","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing","Systems in Blue","http://dbpedia.org/resource/Systems_in_Blue"
"Detlef Wiedeke","http://dbpedia.org/resource/Detlef_Wiedeke","Rock music","http://dbpedia.org/resource/Rock_music","Singing","http://dbpedia.org/resource/Singing","Systems in Blue","http://dbpedia.org/resource/Systems_in_Blue"
"Dhana","http://dbpedia.org/resource/Dhana_Taprogge","Dance music","http://dbpedia.org/resource/Dance_music","Singing","http://dbpedia.org/resource/Singing","Taxi Doll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana","http://dbpedia.org/resource/Dhana_Taprogge","Electronic music","http://dbpedia.org/resource/Electronic_music","Singing","http://dbpedia.org/resource/Singing","Taxi Doll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana","http://dbpedia.org/resource/Dhana_Taprogge","Pop music","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing","Taxi Doll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana Taprogge","http://dbpedia.org/resource/Dhana_Taprogge","Dance music","http://dbpedia.org/resource/Dance_music","Singing","http://dbpedia.org/resource/Singing","Taxi Doll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana Taprogge","http://dbpedia.org/resource/Dhana_Taprogge","Electronic music","http://dbpedia.org/resource/Electronic_music","Singing","http://dbpedia.org/resource/Singing","Taxi Doll","http://dbpedia.org/resource/Taxi_Doll"
"Dhana Taprogge","http://dbpedia.org/resource/Dhana_Taprogge","Pop music","http://dbpedia.org/resource/Pop_music","Singing","http://dbpedia.org/resource/Singing","Taxi Doll","http://dbpedia.org/resource/Taxi_Doll"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Indie (music)","http://dbpedia.org/resource/Indie_(music)","Guitar","http://dbpedia.org/resource/Guitar","Tocotronic","http://dbpedia.org/resource/Tocotronic"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Indie (music)","http://dbpedia.org/resource/Indie_(music)","Vocals","http://dbpedia.org/resource/Vocals","Tocotronic","http://dbpedia.org/resource/Tocotronic"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Hamburger Schule","http://dbpedia.org/resource/Hamburger_Schule","Guitar","http://dbpedia.org/resource/Guitar","Tocotronic","http://dbpedia.org/resource/Tocotronic"
"Dirk von Lowtzow","http://dbpedia.org/resource/Dirk_von_Lowtzow","Hamburger Schule","http://dbpedia.org/resource/Hamburger_Schule","Vocals","http://dbpedia.org/resource/Vocals","Tocotronic","http://dbpedia.org/resource/Tocotronic"
"Evan K","http://dbpedia.org/resource/Evan_K","Progressive rock","http://dbpedia.org/resource/Progressive_rock","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Hard rock","http://dbpedia.org/resource/Hard_rock","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Industrial metal","http://dbpedia.org/resource/Industrial_metal","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Heavy metal music","http://dbpedia.org/resource/Heavy_metal_music","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Experimental rock","http://dbpedia.org/resource/Experimental_rock","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Melodic death metal","http://dbpedia.org/resource/Melodic_death_metal","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Progressive metal","http://dbpedia.org/resource/Progressive_metal","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Evan K","http://dbpedia.org/resource/Evan_K","Instrumental rock","http://dbpedia.org/resource/Instrumental_rock","ESP Guitars","http://dbpedia.org/resource/ESP_Guitars","Cypecore","http://dbpedia.org/resource/Cypecore"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Randy Crawford","http://dbpedia.org/resource/Randy_Crawford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Nancy Wilson (singer)","http://dbpedia.org/resource/Nancy_Wilson_(singer)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Chaka Khan","http://dbpedia.org/resource/Chaka_Khan"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Exposé (group)","http://dbpedia.org/resource/Exposé_(group)"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","La Toya Jackson","http://dbpedia.org/resource/La_Toya_Jackson"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Paul Anka","http://dbpedia.org/resource/Paul_Anka"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Toni Braxton","http://dbpedia.org/resource/Toni_Braxton"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","La Bouche","http://dbpedia.org/resource/La_Bouche"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Leo Sayer","http://dbpedia.org/resource/Leo_Sayer"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Jennifer Rush","http://dbpedia.org/resource/Jennifer_Rush"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Penny Ford","http://dbpedia.org/resource/Penny_Ford"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Piano","http://dbpedia.org/resource/Piano","Kathy Troccoli","http://dbpedia.org/resource/Kathy_Troccoli"
"Felix Weber","http://dbpedia.org/resource/Felix_Weber","New-age music","http://dbpedia.org/resource/New-age_music","Keyboard instrument","http://dbpedia.org/resource/Keyboard_instrument","Randy Crawford","http://dbpedia.org/resource/Randy_Crawford"
