"Bank Name","Bank Name__URI","City","City__URI","ST","ST__URI","CERT","Acquiring Institution","Acquiring Institution__URI","Closing Date"
"Warren Bank","","Warrenn","http://dbpedia.org/resource/Warren,_MI","MI","http://dbpedia.org/resource/Michigan","34824","The Huntington National Bankkk","http://dbpedia.org/resource/The_Huntington_National_Bank","2-Oct-09"
"San Joaquin Bank","","Bakersfield","http://dbpedia.org/resource/Bakersfield,_CA","CA","http://dbpedia.org/resource/California","23266","Citizens Busineess Bankk","","16-Oct-09"
"American United Bank","","Lawrencevillee","http://dbpedia.org/resource/Lawrenceville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57794","Ameris Baankk","","23-Oct-09"
"Riverview Community Bank","","Otsego","http://dbpedia.org/resource/Otsego,_MN","MN","http://dbpedia.org/resource/Minnesota","57525","Central Bankk","","23-Oct-09"
"Flagship National Bank","","Bradenton","http://dbpedia.org/resource/Bradenton,_FL","FL","http://dbpedia.org/resource/Florida","35044","First Federal Bank  of Floridaa","","23-Oct-09"
"First DuPage Bank","","Westmont","http://dbpedia.org/resource/Westmont,_IL","IL","http://dbpedia.org/resource/Illinois","35038","First Midwest Bankkk","","23-Oct-09"
"Hillcrest Bank Florida","","Naples","http://dbpedia.org/resource/Naples,_FL","FL","http://dbpedia.org/resource/Florida","58336","Stonegate Bank","","23-Oct-09"
"Partners Bank","","Naples","http://dbpedia.org/resource/Naples,_FL","FL","http://dbpedia.org/resource/Florida","57959","Stonegate Bankk","","23-Oct-09"
"Bank of Elmwood","","Racine","http://dbpedia.org/resource/Racine,_WI","WI","http://dbpedia.org/resource/Wisconsin","18321","Tri CCity National Bankk","","23-Oct-09"
"Park National Bank","","Chicagoo","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","11677","U.S. Bank N.A...","","30-Oct-09"
"North Houston Bank","","Houston","http://dbpedia.org/resource/Houston,_TX","TX","http://dbpedia.org/resource/Texas","18776","U..S. Bank N.A..","","30-Oct-09"
"Community Bank of Lemont","","Lemontt","http://dbpedia.org/resource/Lemont,_IL","IL","http://dbpedia.org/resource/Illinois","35291","U.S. Bank N.A...","","30-Oct-09"
"California National Bank","http://dbpedia.org/resource/California_National_Bank","Los Angelees","http://dbpedia.org/resource/Los_Angeles,_CA","CA","http://dbpedia.org/resource/California","34659","U.S. Bank N.A.","","30-Oct-09"
"Madisonville State Bank","","Madisonville","http://dbpedia.org/resource/Madisonville,_TX","TX","http://dbpedia.org/resource/Texas","33782","U.S. Bank N.A...","","30-Oct-09"
"Bank USA, N.A.","","Phoenix","http://dbpedia.org/resource/Phoenix,_AZ","AZ","http://dbpedia.org/resource/Arizona","32218","U.SS.. Bank N.A.","","30-Oct-09"
"San Diego National Bank","","San Diegoo","http://dbpedia.org/resource/San_Diego,_CA","CA","http://dbpedia.org/resource/California","23594","U.S. Bank N.A..","","30-Oct-09"
"Pacific National Bank","","San Francisco","http://dbpedia.org/resource/San_Francisco,_CA","CA","http://dbpedia.org/resource/California","30006","U..S. Bank N.A.","","30-Oct-09"
"Citizens National Bank","","TTeague","http://dbpedia.org/resource/Teague,_TX","TX","http://dbpedia.org/resource/Texas","25222","U.S. Bank N.A..","","30-Oct-09"
"Prosperan Bank","","Oakdalee","http://dbpedia.org/resource/Oakdale,_MN","MN","http://dbpedia.org/resource/Minnesota","35074","Alerus Financial, N.A.","http://dbpedia.org/resource/Alerus_Financial","6-Nov-09"
"United Security Bank","","SSparta","http://dbpedia.org/resource/Sparta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","22286","Ameris Bank","","6-Nov-09"
"Gateway Bank of St. Louis","","St. Louiss","http://dbpedia.org/resource/St._Louis,_MO","MO","http://dbpedia.org/resource/Missouri","19450","Central Bank of Kansas Cityy","","6-Nov-09"
"United Commercial Bank","http://dbpedia.org/resource/United_Commercial_Bank","San Franciscoo","http://dbpedia.org/resource/San_Francisco,_CA","CA","http://dbpedia.org/resource/California","32469","East West BBankk","","6-Nov-09"
"Home Federal Savings Bank","","Detroitt","http://dbpedia.org/resource/Detroit,_MI","MI","http://dbpedia.org/resource/Michigan","30329","Liberty  Bank and Trust Companyy","","6-Nov-09"
"Orion Bank","","Napless","http://dbpedia.org/resource/Naples,_FL","FL","http://dbpedia.org/resource/Florida","22427","IBBERIABANKK","","13-Nov-09"
"Century Bank, F.S.B.","","Sarasota","http://dbpedia.org/resource/Sarasota,_FL","FL","http://dbpedia.org/resource/Florida","32267","IBERIABANK","","13-Nov-09"
"Pacific Coast National Bank","","San Clementee","http://dbpedia.org/resource/San_Clemente,_CA","CA","http://dbpedia.org/resource/California","57914","Sunwest Bankkk","","13-Nov-09"
"Commerce Bank of Southwest Florida","","Fort Myyers","http://dbpedia.org/resource/Fort_Myers,_FL","FL","http://dbpedia.org/resource/Florida","58016","Ceentral Bank","","20-Nov-09"
"The Tattnall Bank","","Reidsvillee","http://dbpedia.org/resource/Reidsville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","12080","Heritage Bank of the Southh","","4-Dec-09"
"Benchmark Bank","","AAurora","http://dbpedia.org/resource/Aurora,_IL","IL","http://dbpedia.org/resource/Illinois","10440","MB Financial Bank, N.A.","","4-Dec-09"
"AmTrust Bank","http://dbpedia.org/resource/AmTrust_Bank","Cleveland","http://dbpedia.org/resource/Cleveland,_OH","OH","http://dbpedia.org/resource/Ohio","29776","Neew York Community Bank","http://dbpedia.org/resource/New_York_Community_Bank","4-Dec-09"
"Greater Atlantic Bank","","Resston","http://dbpedia.org/resource/Reston,_VA","VA","http://dbpedia.org/resource/Virginia","32583","Sonabaank","","4-Dec-09"
"The Buckhead Community Bank","","Atlantaa","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34663","State Bank and Trust Companyyy","","4-Dec-09"
"First Security National Bank","","Norcross","http://dbpedia.org/resource/Norcross,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","26290","State Bank and Trust Companyy","","4-Dec-09"
"Republic Federal Bank, N.A.","","Miamii","http://dbpedia.org/resource/Miami,_FL","FL","http://dbpedia.org/resource/Florida","22846","1st United Bankkk","","11-Dec-09"
"SolutionsBank","","Overlannd Park","http://dbpedia.org/resource/Overland_Park,_KS","KS","http://dbpedia.org/resource/Kansas","4731","Arrvest Bank","http://dbpedia.org/resource/Arvest_Bank","11-Dec-09"
"Valley Capital Bank, N.A.","","Mesa","http://dbpedia.org/resource/Mesa,_AZ","AZ","http://dbpedia.org/resource/Arizona","58399","Enterprise Bank & Trusttt","","11-Dec-09"
"New South Federal Savings Bank","","Irondale","http://dbpedia.org/resource/Irondale,_AL","AL","http://dbpedia.org/resource/Alabama","32276","Beal Bannk","http://dbpedia.org/resource/Beal_Bank","18-Dec-09"
"Imperial Capital Bank","","La Jolla","http://dbpedia.org/resource/La_Jolla,_CA","CA","http://dbpedia.org/resource/California","26348","City National Bannk","","18-Dec-09"
"Peoples First Community Bank","","Panama City","http://dbpedia.org/resource/Panama_City,_FL","FL","http://dbpedia.org/resource/Florida","32167","Hancock Bankk","","18-Dec-09"
"First Federal Bank of California, F.S.B.","http://dbpedia.org/resource/First_Federal_Bank_of_California","Santa Monica","http://dbpedia.org/resource/Santa_Monica,_CA","CA","http://dbpedia.org/resource/California","28536","OneWest Bank, FSBBB","","18-Dec-09"
"Independent Bankers' Bank","","Springfieldd","http://dbpedia.org/resource/Springfield,_IL","IL","http://dbpedia.org/resource/Illinois","26820","The Independent BankeersBank (TIB)","","18-Dec-09"
"RockBridge Commercial Bank","","Atlantaa","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58315","","","18-Dec-09"
"Citizens State Bank","","New Baltimmore","http://dbpedia.org/resource/New_Baltimore,_MI","MI","http://dbpedia.org/resource/Michigan","1006","","","18-Dec-09"
"Horizon Bank","","Bellinghaam","http://dbpedia.org/resource/Bellingham,_WA","WA","http://dbpedia.org/resource/Washington_(state)","22977","Washington Federal Savings and Loan Association","","8-Jan-10"
"Town Community Bank & Trust","","Antiochh","http://dbpedia.org/resource/Antioch,_IL","IL","http://dbpedia.org/resource/Illinois","34705","First American Bankk","","15-Jan-10"
"St. Stephen State Bank","","St. Stephen","http://dbpedia.org/resource/St._Stephen,_MN","MN","http://dbpedia.org/resource/Minnesota","17522","First State Bank of St. Joseeph","","15-Jan-10"
"Barnes Banking Company","","Kaysvillee","http://dbpedia.org/resource/Kaysville,_UT","UT","http://dbpedia.org/resource/Utah","1252","","","15-Jan-10"
"Charter Bank","","Santa Fe","http://dbpedia.org/resource/Santa_Fe,_NM","NM","http://dbpedia.org/resource/New_Mexico","32498","Charter Bankk","","22-Jan-10"
"Columbia River Bank","","The Dallles","http://dbpedia.org/resource/The_Dalles,_OR","OR","http://dbpedia.org/resource/Oregon","22469","Columbia State BBank","","22-Jan-10"
"Premier American Bank","","Miami","http://dbpedia.org/resource/Miami,_FL","FL","http://dbpedia.org/resource/Florida","57147","Premier Americann Bank, N.A..","","22-Jan-10"
"Bank of Leeton","","Leetonn","http://dbpedia.org/resource/Leeton,_MO","MO","http://dbpedia.org/resource/Missouri","8265","Sunflower Bank, N.A...","","22-Jan-10"
"Evergreen Bank","","Seaattle","http://dbpedia.org/resource/Seattle,_WA","WA","http://dbpedia.org/resource/Washington_(state)","20501","Umpqua  Bankk","","22-Jan-10"
"American Marine Bank","","Bainbridge Issland","http://dbpedia.org/resource/Bainbridge_Island,_WA","WA","http://dbpedia.org/resource/Washington_(state)","16730","Columbia State Bank","","29-Jan-10"
"First National Bank of Georgia","","Carrolltonn","http://dbpedia.org/resource/Carrollton,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","16480","Community & Southern Bankk","","29-Jan-10"
"First Regional Bank","","Los Angeles","http://dbpedia.org/resource/Los_Angeles,_CA","CA","http://dbpedia.org/resource/California","23011","FFirst-Citizens Bank & Trust Companyy","http://dbpedia.org/resource/First_Citizens_BancShares","29-Jan-10"
"Florida Community Bank","","Immokalee","http://dbpedia.org/resource/Immokalee,_FL","FL","http://dbpedia.org/resource/Florida","5672","Premier American Bank, N.A..","","29-Jan-10"
"Community Bank and Trust","","Cornelia","http://dbpedia.org/resource/Cornelia,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","5702","SCBT Nattional Associationn","","29-Jan-10"
"Marshall Bank, N.A.","","Hallockk","http://dbpedia.org/resource/Hallock,_MN","MN","http://dbpedia.org/resource/Minnesota","16133","United Valley Bank","","29-Jan-10"
"1st American State Bank of Minnesota","","HHancock","http://dbpedia.org/resource/Hancock,_MN","MN","http://dbpedia.org/resource/Minnesota","15448","Communitty Development Bank, FSB","","5-Feb-10"
"The La Coste National Bank","","La Cosste","http://dbpedia.org/resource/La_Coste,_TX","TX","http://dbpedia.org/resource/Texas","3287","Community National Bankk","","19-Feb-10"
"George Washington Savings Bank","","Orlland Park","http://dbpedia.org/resource/Orland_Park,_IL","IL","http://dbpedia.org/resource/Illinois","29952","FirstMerit Bank, NN.A.","","19-Feb-10"
"Marco Community Bank","","Marcoo Island","http://dbpedia.org/resource/Marco_Island,_FL","FL","http://dbpedia.org/resource/Florida","57586","Mutual of Omaha Bankk","","19-Feb-10"
"La Jolla Bank, FSB","","La Jollaa","http://dbpedia.org/resource/La_Jolla,_CA","CA","http://dbpedia.org/resource/California","32423","OneWest Bank,, FSBB","","19-Feb-10"
"Carson River Community Bank","","Carson City","http://dbpedia.org/resource/Carson_City,_NV","NV","http://dbpedia.org/resource/Nevada","58352","Heritage Bank of Nevadaaa","","26-Feb-10"
"Rainier Pacific Bank","","Tacomaa","http://dbpedia.org/resource/Tacoma,_WA","WA","http://dbpedia.org/resource/Washington_(state)","38129","Umpqua Bankkk","","26-Feb-10"
"Sun American Bank","","Boca RRaton","http://dbpedia.org/resource/Boca_Raton,_FL","FL","http://dbpedia.org/resource/Florida","27126","First-Citizens Bank & Trust Companyy","","5-Mar-10"
"Bank of Illinois","","Normal","http://dbpedia.org/resource/Normal,_IL","IL","http://dbpedia.org/resource/Illinois","9268","Heartlaand Bank and Trust Companyy","","5-Mar-10"
"Waterfield Bank","http://dbpedia.org/resource/Waterfield_Bank","Germaantown","http://dbpedia.org/resource/Germantown,_MD","MD","http://dbpedia.org/resource/Maryland","34976","","","5-Mar-10"
"Centennial Bank","","Ogden","http://dbpedia.org/resource/Ogden,_UT","UT","http://dbpedia.org/resource/Utah","34430","","","5-Mar-10"
"LibertyPointe Bank","","New York","http://dbpedia.org/resource/New_York,_NY","NY","http://dbpedia.org/resource/New_York_(state)","58071","Valley National Bankk","","11-Mar-10"
"Old Southern Bank","","Orlandoo","http://dbpedia.org/resource/Orlando,_FL","FL","http://dbpedia.org/resource/Florida","58182","Centennial Bankk","http://dbpedia.org/resource/Centennial_Bank","12-Mar-10"
"Statewide Bank","","Covingtonn","http://dbpedia.org/resource/Covington,_LA","LA","http://dbpedia.org/resource/Louisiana","29561","Home Bankkk","","12-Mar-10"
"The Park Avenue Bank","","New York","http://dbpedia.org/resource/New_York,_NY","NY","http://dbpedia.org/resource/New_York_(state)","27096","Valley National Bankk","","12-Mar-10"
"Century Security Bank","","Duluthh","http://dbpedia.org/resource/Duluth,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58104","Bank of Upsonn","","19-Mar-10"
"Bank of Hiawassee","","Hiawassee","http://dbpedia.org/resource/Hiawassee,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","10054","Citizens Soouth Bank","","19-Mar-10"
"Appalachian Community Bank","","Ellijayy","http://dbpedia.org/resource/Ellijay,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","33989","Community & Southern Bank","","19-Mar-10"
"First Lowndes Bank","","Fort Depositt","http://dbpedia.org/resource/Fort_Deposit,_AL","AL","http://dbpedia.org/resource/Alabama","24957","Firsst Citizens Bankk","","19-Mar-10"
"State Bank of Aurora","","Aurora","http://dbpedia.org/resource/Aurora,_MN","MN","http://dbpedia.org/resource/Minnesota","8221","Northern State Bankk","","19-Mar-10"
"American National Bank","","Parmaa","http://dbpedia.org/resource/Parma,_OH","OH","http://dbpedia.org/resource/Ohio","18806","The National Bank and Trust Companyy","","19-Mar-10"
"Advanta Bank Corp.","","Drraper","http://dbpedia.org/resource/Draper,_UT","UT","http://dbpedia.org/resource/Utah","33535","","","19-Mar-10"
"Unity National Bank","","Cartersville","http://dbpedia.org/resource/Cartersville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34678","Bank of the Ozarkss","http://dbpedia.org/resource/Bank_of_the_Ozarks","26-Mar-10"
"Key West Bank","","Key West","http://dbpedia.org/resource/Key_West,_FL","FL","http://dbpedia.org/resource/Florida","34684","Centeennial Bankk","http://dbpedia.org/resource/Centennial_Bank","26-Mar-10"
"McIntosh Commercial Bank","","Carrolltonn","http://dbpedia.org/resource/Carrollton,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57399","CCharterBankk","","26-Mar-10"
"Desert Hills Bank","","Phoenixx","http://dbpedia.org/resource/Phoenix,_AZ","AZ","http://dbpedia.org/resource/Arizona","57060","New York Community  Bank","http://dbpedia.org/resource/New_York_Community_Bank","26-Mar-10"
"Beach First National Bank","","Myrtle Beachh","http://dbpedia.org/resource/Myrtle_Beach,_SC","SC","http://dbpedia.org/resource/South_Carolina","34242","Bank of North Carolinaaa","http://dbpedia.org/resource/Bank_of_North_Carolina","9-Apr-10"
"Innovative Bank","","Oaklandd","http://dbpedia.org/resource/Oakland,_CA","CA","http://dbpedia.org/resource/California","23876","Center Bankkk","","16-Apr-10"
"Butler Bank","","Lowell","http://dbpedia.org/resource/Lowell,_MA","MA","http://dbpedia.org/resource/Massachusetts","26619","Peoople's UUnited Bank","","16-Apr-10"
"AmericanFirst Bank","","Clermont","http://dbpedia.org/resource/Clermont,_FL","FL","http://dbpedia.org/resource/Florida","57724","TDD Bank,, N.A.","","16-Apr-10"
"Riverside National Bank of Florida","","Fort Piercee","http://dbpedia.org/resource/Fort_Pierce,_FL","FL","http://dbpedia.org/resource/Florida","24067","TD Bank, N..A.","","16-Apr-10"
"First Federal Bank of North Florida","","Palatkaa","http://dbpedia.org/resource/Palatka,_FL","FL","http://dbpedia.org/resource/Florida","28886","TD Bank, NN.A..","","16-Apr-10"
"Tamalpais Bank","","San Rafaael","http://dbpedia.org/resource/San_Rafael,_CA","CA","http://dbpedia.org/resource/California","33493","Unioon Bank, N.A.","http://dbpedia.org/resource/Union_Bank,_N.A.","16-Apr-10"
"City Bank","","Lynnwood","http://dbpedia.org/resource/Lynnwood,_WA","WA","http://dbpedia.org/resource/Washington_(state)","21521","Whidbey Island Bank","","16-Apr-10"
"Lakeside Community Bank","","Sterling Heightss","http://dbpedia.org/resource/Sterling_Heights,_MI","MI","http://dbpedia.org/resource/Michigan","34878","","","16-Apr-10"
"Peotone Bank and Trust Company","","Peotone","http://dbpedia.org/resource/Peotone,_IL","IL","http://dbpedia.org/resource/Illinois","10888","First Middwest Bankk","","23-Apr-10"
"Amcore Bank, National Association","http://dbpedia.org/resource/Amcore_Bank","Rockfordd","http://dbpedia.org/resource/Rockford,_IL","IL","http://dbpedia.org/resource/Illinois","3735","Harris N.A...","","23-Apr-10"
"New Century Bank","","Chicagoo","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","34821","MB Financial Bank, N..A..","","23-Apr-10"
"Broadway Bank","http://dbpedia.org/resource/Broadway_Bank_(Illinois)","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","22853","MB Financial Bank, N.A..","","23-Apr-10"
"Lincoln Park Savings Bank","","Chicaago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","30600","Northbrook Bank & Trust Companyyy","","23-Apr-10"
"Citizens Bank and Trust Company of Chicago","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","34658","Republic Bank oof Chicago","","23-Apr-10"
"Wheatland Bank","","Naperrville","http://dbpedia.org/resource/Naperville,_IL","IL","http://dbpedia.org/resource/Illinois","58429","Whheaton Bank & Trust","","23-Apr-10"
"Westernbank Puerto Rico","http://dbpedia.org/resource/Westernbank","Mayaguezz","http://dbpedia.org/resource/Mayaguez,_PR","PR","http://dbpedia.org/resource/Puerto_Rico","31027","Banco Popular de Puerto Ricoo","http://dbpedia.org/resource/Banco_Popular_de_Puerto_Rico","30-Apr-10"
"Champion Bank","","Creve Coeur","http://dbpedia.org/resource/Creve_Coeur,_MO","MO","http://dbpedia.org/resource/Missouri","58362","BankLiberty","","30-Apr-10"
"BC National Banks","","Butlerr","http://dbpedia.org/resource/Butler,_MO","MO","http://dbpedia.org/resource/Missouri","17792","Commuunity First Baank","","30-Apr-10"
"CF Bancorp","","Port Huuron","http://dbpedia.org/resource/Port_Huron,_MI","MI","http://dbpedia.org/resource/Michigan","30005","First Michigan Bankk","","30-Apr-10"
"Eurobank","","San Juann","http://dbpedia.org/resource/San_Juan,_PR","PR","http://dbpedia.org/resource/Puerto_Rico","27150","Oriental Bank and Trusstt","","30-Apr-10"
"R-G Premier Bank of Puerto Rico","http://dbpedia.org/resource/R_%26_G_Financial_Corporation","Hato Reyy","http://dbpedia.org/resource/Hato_Rey,_PR","PR","http://dbpedia.org/resource/Puerto_Rico","32185","Scotiabank de Puerto Ricoo","","30-Apr-10"
"Frontier Bank","","Evverett","http://dbpedia.org/resource/Everett,_WA","WA","http://dbpedia.org/resource/Washington_(state)","22710","Union Bank, N.A..","http://dbpedia.org/resource/Union_Bank,_N.A.","30-Apr-10"
"1st Pacific Bank of California","","San Diegoo","http://dbpedia.org/resource/San_Diego,_CA","CA","http://dbpedia.org/resource/California","35517","City National Bank","","7-May-10"
"Towne Bank of Arizona","","Mesa","http://dbpedia.org/resource/Mesa,_AZ","AZ","http://dbpedia.org/resource/Arizona","57697","Commerce Bank of Arizona","","7-May-10"
"The Bank of Bonifay","","Bonifay","http://dbpedia.org/resource/Bonifay,_FL","FL","http://dbpedia.org/resource/Florida","14246","First Federal Bank of Florida","","7-May-10"
"Access Bank","","Champlinn","http://dbpedia.org/resource/Champlin,_MN","MN","http://dbpedia.org/resource/Minnesota","16476","PrinsBankkk","","7-May-10"
"Satilla Community Bank","","Saint Maryss","http://dbpedia.org/resource/Saint_Marys,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","35114","Ameris Bankk","","14-May-10"
"New Liberty Bank","","Plymouthh","http://dbpedia.org/resource/Plymouth,_MI","MI","http://dbpedia.org/resource/Michigan","35586","Bankk of Ann Arbor","","14-May-10"
"Midwest Bank and Trust Company","","Elmwood Parkk","http://dbpedia.org/resource/Elmwood_Park,_IL","IL","http://dbpedia.org/resource/Illinois","18117","FirstMerit Bank, N.A..","","14-May-10"
"Southwest Community Bank","","Springfielld","http://dbpedia.org/resource/Springfield,_MO","MO","http://dbpedia.org/resource/Missouri","34255","Simmons First National Bankkk","","14-May-10"
"Pinehurst Bank","","Saint Paul","http://dbpedia.org/resource/Saint_Paul,_MN","MN","http://dbpedia.org/resource/Minnesota","57735","Coulee BBaank","","21-May-10"
"Sun West Bank","","LLas Vegas","http://dbpedia.org/resource/Las_Vegas,_NV","NV","http://dbpedia.org/resource/Nevada","34785","Ciity National Bankk","","28-May-10"
"Bank of Florida - Southeast","","Fort Lauderdale","http://dbpedia.org/resource/Fort_Lauderdale,_FL","FL","http://dbpedia.org/resource/Florida","57360","EverBank","","28-May-10"
"Bank of Florida - Southwest","","Napless","http://dbpedia.org/resource/Naples,_FL","FL","http://dbpedia.org/resource/Florida","35106","EverBBank","","28-May-10"
"Bank of Florida - Tampa","","Tampa","http://dbpedia.org/resource/Tampa,_FL","FL","http://dbpedia.org/resource/Florida","57814","EverBankkk","","28-May-10"
"Granite Community Bank, NA","","Granite Bayy","http://dbpedia.org/resource/Granite_Bay,_CA","CA","http://dbpedia.org/resource/California","57315","Tri Counties Bannkk","","28-May-10"
"TierOne Bank","","Lincooln","http://dbpedia.org/resource/Lincoln,_NE","NE","http://dbpedia.org/resource/Nebraska","29341","Greatt Western Bankk","","4-Jun-10"
"First National Bank","","Rosedalee","http://dbpedia.org/resource/Rosedale,_MS","MS","http://dbpedia.org/resource/Mississippi","15814","The Jefferson Bankkk","","4-Jun-10"
"Arcola Homestead Savings Bank","","Arcola","http://dbpedia.org/resource/Arcola,_IL","IL","http://dbpedia.org/resource/Illinois","31813","","","4-Jun-10"
"Washington First International Bank","","Seaattle","http://dbpedia.org/resource/Seattle,_WA","WA","http://dbpedia.org/resource/Washington_(state)","32955","East West Bankkk","","11-Jun-10"
"Nevada Security Bank","","Renoo","http://dbpedia.org/resource/Reno,_NV","NV","http://dbpedia.org/resource/Nevada","57110","Umpqua Bankkk","","18-Jun-10"
"High Desert State Bank","","Albuqquerque","http://dbpedia.org/resource/Albuquerque,_NM","NM","http://dbpedia.org/resource/New_Mexico","35279","First American Bankkk","","25-Jun-10"
"Peninsula Bank","","Englewwood","http://dbpedia.org/resource/Englewood,_FL","FL","http://dbpedia.org/resource/Florida","26563","Premier American Bank, N.A...","","25-Jun-10"
"First National Bank","","Savannahh","http://dbpedia.org/resource/Savannah,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34152","The Savannah Bank,, N.A..","","25-Jun-10"
"Bay National Bank","","Baltimoree","http://dbpedia.org/resource/Baltimore,_MD","MD","http://dbpedia.org/resource/Maryland","35462","Bay Bank, FSBBB","","9-Jul-10"
"USA Bank","","Port Chester","http://dbpedia.org/resource/Port_Chester,_NY","NY","http://dbpedia.org/resource/New_York_(state)","58072","New CCentury Bank","","9-Jul-10"
"Home National Bank","","Blackwelll","http://dbpedia.org/resource/Blackwell,_OK","OK","http://dbpedia.org/resource/Oklahoma","11636","RCB Bank","","9-Jul-10"
"Ideal Federal Savings Bank","","Baltimorre","http://dbpedia.org/resource/Baltimore,_MD","MD","http://dbpedia.org/resource/Maryland","32456","","","9-Jul-10"
"Woodlands Bank","","Bluffton","http://dbpedia.org/resource/Bluffton,_SC","SC","http://dbpedia.org/resource/South_Carolina","32571","Bank of the Ozarks","http://dbpedia.org/resource/Bank_of_the_Ozarks","16-Jul-10"
"Olde Cypress Community Bank","","Clewiston","http://dbpedia.org/resource/Clewiston,_FL","FL","http://dbpedia.org/resource/Florida","28864","CenterState Bank off Florida, N.A..","","16-Jul-10"
"Mainstreet Savings Bank, FSB","","Hastings","http://dbpedia.org/resource/Hastings,_MI","MI","http://dbpedia.org/resource/Michigan","28136","Commercial Bank","","16-Jul-10"
"Turnberry Bank","","Aventuraa","http://dbpedia.org/resource/Aventura,_FL","FL","http://dbpedia.org/resource/Florida","32280","NAFH National Bank","","16-Jul-10"
"Metro Bank of Dade County","","Miamii","http://dbpedia.org/resource/Miami,_FL","FL","http://dbpedia.org/resource/Florida","25172","NAFH National Bankkk","","16-Jul-10"
"First National Bank of the South","","Spartanburgg","http://dbpedia.org/resource/Spartanburg,_SC","SC","http://dbpedia.org/resource/South_Carolina","35383","NAFH National Bankk","","16-Jul-10"
"Williamsburg First National Bank","","Kingstree","http://dbpedia.org/resource/Kingstree,_SC","SC","http://dbpedia.org/resource/South_Carolina","17837","First Citizens Bank and Trust Company, Inc...","http://dbpedia.org/resource/First_Citizens_BancShares","23-Jul-10"
"Sterling Bank","","Lanttana","http://dbpedia.org/resource/Lantana,_FL","FL","http://dbpedia.org/resource/Florida","32536","IBERIABANKK","","23-Jul-10"
"SouthwestUSA Bank","","Las Vegass","http://dbpedia.org/resource/Las_Vegas,_NV","NV","http://dbpedia.org/resource/Nevada","35434","Plaza  BBank","","23-Jul-10"
"Crescent Bank and Trust Company","","Jasper","http://dbpedia.org/resource/Jasper,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","27559","Renasant Bank","","23-Jul-10"
"Community Security Bank","","New Praguee","http://dbpedia.org/resource/New_Prague,_MN","MN","http://dbpedia.org/resource/Minnesota","34486","Rouundbank","","23-Jul-10"
"Home Valley Bank","","Cave Junction","http://dbpedia.org/resource/Cave_Junction,_OR","OR","http://dbpedia.org/resource/Oregon","23181","South Valley Bank & Trust","","23-Jul-10"
"Thunder Bank","","Sylvan Grovee","http://dbpedia.org/resource/Sylvan_Grove,_KS","KS","http://dbpedia.org/resource/Kansas","10506","The Bennington State Bankkk","","23-Jul-10"
"Coastal Community Bank","","Panama City Beachh","http://dbpedia.org/resource/Panama_City_Beach,_FL","FL","http://dbpedia.org/resource/Florida","9619","Cennntennial Bank","http://dbpedia.org/resource/Centennial_Bank","30-Jul-10"
"Bayside Savings Bank","","Port  Saint Joe","http://dbpedia.org/resource/Port_Saint_Joe,_FL","FL","http://dbpedia.org/resource/Florida","57669","Centennial Bankk","http://dbpedia.org/resource/Centennial_Bank","30-Jul-10"
"The Cowlitz Bank","","Longvieww","http://dbpedia.org/resource/Longview,_WA","WA","http://dbpedia.org/resource/Washington_(state)","22643","Heritage Bannk","","30-Jul-10"
"LibertyBank","","Eugenee","http://dbpedia.org/resource/Eugene,_OR","OR","http://dbpedia.org/resource/Oregon","31964","Home Federal Bankk","","30-Jul-10"
"Northwest Bank & Trust","","Acworth","http://dbpedia.org/resource/Acworth,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57658","State Bank and Trust Companyyy","","30-Jul-10"
"Ravenswood Bank","","Chicagoo","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","34231","Northbbrook Bank & Trust Company","","6-Aug-10"
