"goalkeeper","goalkeeper__URI","birthPlace","birthPlace__URI","team","team__URI","ground","ground__URI"
"Apoula Edima Edel Bete","http://dbpedia.org/resource/Apoula_Edel","Cameroonn","http://dbpedia.org/resource/Cameroon","Atlético de Kolkata","http://dbpedia.org/resource/Atlético_de_Kolkata","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"AArianna Criscione","http://dbpedia.org/resource/Arianna_Criscione","United Statess","http://dbpedia.org/resource/United_States","FCC Twente","http://dbpedia.org/resource/FC_Twente_(women)","De Grolsch Veste","http://dbpedia.org/resource/De_Grolsch_Veste"
"Arindam Bhattacharya","http://dbpedia.org/resource/Arindam_Bhattacharya","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Arindam Bhattacharya","http://dbpedia.org/resource/Arindam_Bhattacharya","Indiia","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Arindam Bhattacharyaa","http://dbpedia.org/resource/Arindam_Bhattacharya","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Arindam Bhattacharyaa","http://dbpedia.org/resource/Arindam_Bhattacharya","India","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Arnaldo Sentimmenti","http://dbpedia.org/resource/Arnaldo_Sentimenti","Italy","http://dbpedia.org/resource/Italy","Napoli","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Arnaldo Sentimenti","http://dbpedia.org/resource/Arnaldo_Sentimenti","Italy","http://dbpedia.org/resource/Italy","NNapoli","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Arnaldo Sentimenti","http://dbpedia.org/resource/Arnaldo_Sentimenti","Itally","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli  S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Arnaldo Sentimenti","http://dbpedia.org/resource/Arnaldo_Sentimenti","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Arsen Abrahami Beglaryann","http://dbpedia.org/resource/Arsen_Beglaryan","Russia","http://dbpedia.org/resource/Russia","Krasnodar","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Arsen Abrahami Beglaryann","http://dbpedia.org/resource/Arsen_Beglaryan","Russia","http://dbpedia.org/resource/Russia","Футбольный клуб Краснодарр","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Arsen Abrahamii Beglaryan","http://dbpedia.org/resource/Arsen_Beglaryan","Russiaa","http://dbpedia.org/resource/Russia","Футбольный клуб Кубань Краснодар","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Arsen Abrahami Beglaryan","http://dbpedia.org/resource/Arsen_Beglaryan","Russia","http://dbpedia.org/resource/Russia","Kubann","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Arsen Beglaryann","http://dbpedia.org/resource/Arsen_Beglaryan","Russia","http://dbpedia.org/resource/Russia","Футбольный клуб Кубань Краснодарр","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Arsen Beglaryann","http://dbpedia.org/resource/Arsen_Beglaryan","Russia","http://dbpedia.org/resource/Russia","Kubann","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Arsen Begllaryan","http://dbpedia.org/resource/Arsen_Beglaryan","Russia","http://dbpedia.org/resource/Russia","Футбольный клуб Краснодар","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Arsen Beglaryan","http://dbpedia.org/resource/Arsen_Beglaryan","Russia","http://dbpedia.org/resource/Russia","Krasnoodar","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Artur Dysonn","http://dbpedia.org/resource/Artur_Dyson","Portugall","http://dbpedia.org/resource/Portugal","Sporting Clube de Portugall","http://dbpedia.org/resource/Sporting_Clube_de_Portugal","Estádio José Alvalade","http://dbpedia.org/resource/Estádio_José_Alvalade"
"Artur Dysonn","http://dbpedia.org/resource/Artur_Dyson","Portugall","http://dbpedia.org/resource/Portugal","Sporting CP","http://dbpedia.org/resource/Sporting_Clube_de_Portugal","Estádio José Alvalade","http://dbpedia.org/resource/Estádio_José_Alvalade"
"Artur Dyson Santos","http://dbpedia.org/resource/Artur_Dyson","Portugall","http://dbpedia.org/resource/Portugal","Sporting Clube de Portugall","http://dbpedia.org/resource/Sporting_Clube_de_Portugal","Estádio José Alvalade","http://dbpedia.org/resource/Estádio_José_Alvalade"
"Artur Dyyson Santos","http://dbpedia.org/resource/Artur_Dyson","Portugall","http://dbpedia.org/resource/Portugal","Sporting CP","http://dbpedia.org/resource/Sporting_Clube_de_Portugal","Estádio José Alvalade","http://dbpedia.org/resource/Estádio_José_Alvalade"
"Artyom Leonov","http://dbpedia.org/resource/Artyom_Leonov","Russia","http://dbpedia.org/resource/Russia","Футбольный клуб Краснодар","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Artyom Leonov","http://dbpedia.org/resource/Artyom_Leonov","Russsia","http://dbpedia.org/resource/Russia","Krasnodar","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Artyom Petrovich Leonovv","http://dbpedia.org/resource/Artyom_Leonov","Russsia","http://dbpedia.org/resource/Russia","Футбольный клубб Краснодар","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Artyom Petrovich Leonovv","http://dbpedia.org/resource/Artyom_Leonov","Russia","http://dbpedia.org/resource/Russia","Krasnodar","http://dbpedia.org/resource/FC_Krasnodar","Krasnodar Stadium","http://dbpedia.org/resource/Krasnodar_Stadium"
"Arup Debnathh","http://dbpedia.org/resource/Arup_Debnath","West BBengal","http://dbpedia.org/resource/West_Bengal","East Bengal Football Club","http://dbpedia.org/resource/East_Bengal_F.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Arup Debnathh","http://dbpedia.org/resource/Arup_Debnath","West Bengall","http://dbpedia.org/resource/West_Bengal","East Bengal Foottball Club","http://dbpedia.org/resource/East_Bengal_F.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Arup Debnnath","http://dbpedia.org/resource/Arup_Debnath","West Bengal","http://dbpedia.org/resource/West_Bengal","East Bengal Football CClub","http://dbpedia.org/resource/East_Bengal_F.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Arup Debnathh","http://dbpedia.org/resource/Arup_Debnath","WWest Bengal","http://dbpedia.org/resource/West_Bengal","East Bengal Football Club","http://dbpedia.org/resource/East_Bengal_F.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ashkan Namdarii","http://dbpedia.org/resource/Ashkan_Namdari","Iran","http://dbpedia.org/resource/Iran","Esteghlal Tehran Football Cllub","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Ashkan Namdari","http://dbpedia.org/resource/Ashkan_Namdari","Irann","http://dbpedia.org/resource/Iran","Esteghlal","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Ashkan Namdarii","http://dbpedia.org/resource/Ashkan_Namdari","Irran","http://dbpedia.org/resource/Iran","استقلالل","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Attilio Bulgheri","http://dbpedia.org/resource/Attilio_Bulgheri","Italyy","http://dbpedia.org/resource/Italy","Juventus Football CClubS.p.A.","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Attilio Bulgheri","http://dbpedia.org/resource/Attilio_Bulgheri","Italy","http://dbpedia.org/resource/Italy","Juventus","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Attouga","http://dbpedia.org/resource/Sadok_Sassi","Tunisiaa","http://dbpedia.org/resource/Tunisia","Club Africain","http://dbpedia.org/resource/Club_Africain","Stade Olympique de Radès","http://dbpedia.org/resource/Stade_Olympique_de_Radès"
"Augusto Amaroo","http://dbpedia.org/resource/Augusto_Amaro","Porttugal","http://dbpedia.org/resource/Portugal","Sport Lisboa e Bennfica","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Augusto Amaroo","http://dbpedia.org/resource/Augusto_Amaro","Porrtugal","http://dbpedia.org/resource/Portugal","Benficaa","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Augussto Amaro","http://dbpedia.org/resource/Augusto_Amaro","Portugal","http://dbpedia.org/resource/Portugal","Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Augusto Amarro","http://dbpedia.org/resource/Augusto_Amaro","Portugall","http://dbpedia.org/resource/Portugal","Sport Lissboa e Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Augusto Marques Rodrigues Amaroo","http://dbpedia.org/resource/Augusto_Amaro","Portugal","http://dbpedia.org/resource/Portugal","Sport Lisboa e Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Augusto Marques Rodrigues Amaro","http://dbpedia.org/resource/Augusto_Amaro","Portugal","http://dbpedia.org/resource/Portugal","Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Augusto  Marques Rodrigues Amaro","http://dbpedia.org/resource/Augusto_Amaro","Portugall","http://dbpedia.org/resource/Portugal","Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Augusto Marrques Rodrigues Amaro","http://dbpedia.org/resource/Augusto_Amaro","Portugal","http://dbpedia.org/resource/Portugal","Sport Lisboa e Benficaa","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Back Min-Chul","http://dbpedia.org/resource/Back_Min-chul","South Koreea","http://dbpedia.org/resource/South_Korea","FC 서울","http://dbpedia.org/resource/FC_Seoul","Seoul World Cup Stadium서울월드컵경기장","http://dbpedia.org/resource/Seoul_World_Cup_Stadium"
"Back Min-Chull","http://dbpedia.org/resource/Back_Min-chul","South Korea","http://dbpedia.org/resource/South_Korea","Football Club  Seoul","http://dbpedia.org/resource/FC_Seoul","Seoul World Cup Stadium서울월드컵경기장","http://dbpedia.org/resource/Seoul_World_Cup_Stadium"
"Back Min-Chull","http://dbpedia.org/resource/Back_Min-chul","South Koreaa","http://dbpedia.org/resource/South_Korea","FFC Seoul","http://dbpedia.org/resource/FC_Seoul","Seoul World Cup Stadium서울월드컵경기장","http://dbpedia.org/resource/Seoul_World_Cup_Stadium"
"Back Min-chull","http://dbpedia.org/resource/Back_Min-chul","South Korea","http://dbpedia.org/resource/South_Korea","FC Seoul","http://dbpedia.org/resource/FC_Seoul","Seoul World Cup Stadium서울월드컵경기장","http://dbpedia.org/resource/Seoul_World_Cup_Stadium"
"Back Min-chul","http://dbpedia.org/resource/Back_Min-chul","South Korea","http://dbpedia.org/resource/South_Korea","FC 서울울","http://dbpedia.org/resource/FC_Seoul","Seoul World Cup Stadium서울월드컵경기장","http://dbpedia.org/resource/Seoul_World_Cup_Stadium"
"Back Min-chull","http://dbpedia.org/resource/Back_Min-chul","South Koreaa","http://dbpedia.org/resource/South_Korea","Football  Club Seoul","http://dbpedia.org/resource/FC_Seoul","Seoul World Cup Stadium서울월드컵경기장","http://dbpedia.org/resource/Seoul_World_Cup_Stadium"
"Bahram Mavaddat","http://dbpedia.org/resource/Bahram_Mavaddat","Iran","http://dbpedia.org/resource/Iran","Persepolis Tehran Football Club","http://dbpedia.org/resource/Persepolis_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Balaji Narasimhan","http://dbpedia.org/resource/Balaji_Narasimhan","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Balaji Narasimhan","http://dbpedia.org/resource/Balaji_Narasimhan","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Balaji Narasimhann","http://dbpedia.org/resource/Balaji_Narasimhan","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Balaji Narasimhan","http://dbpedia.org/resource/Balaji_Narasimhan","India","http://dbpedia.org/resource/India","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ballaji Narasimhan","http://dbpedia.org/resource/Balaji_Narasimhan","Karnataka","http://dbpedia.org/resource/Karnataka","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Balaji Narasimhann","http://dbpedia.org/resource/Balaji_Narasimhan","Karnataka","http://dbpedia.org/resource/Karnataka","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Ballaji Narasimhan","http://dbpedia.org/resource/Balaji_Narasimhan","Karnataka","http://dbpedia.org/resource/Karnataka","Moohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Balaji Narasimhaan","http://dbpedia.org/resource/Balaji_Narasimhan","Karnatakaa","http://dbpedia.org/resource/Karnataka","Mohun Bagann Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Behzad Gholampour","http://dbpedia.org/resource/Behzad_Gholampour","Irann","http://dbpedia.org/resource/Iran","استقلال","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Behzad Gholampourr","http://dbpedia.org/resource/Behzad_Gholampour","Iran","http://dbpedia.org/resource/Iran","Esteeghlal","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Behzad GGholampour","http://dbpedia.org/resource/Behzad_Gholampour","Iran","http://dbpedia.org/resource/Iran","Esteghlal Tehran Footbaall Club","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Beniamino Abate","http://dbpedia.org/resource/Beniamino_Abate","Italy","http://dbpedia.org/resource/Italy","Napoli","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Beniamino Abate","http://dbpedia.org/resource/Beniamino_Abate","Italy","http://dbpedia.org/resource/Italy","Napolli","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Beniamino Abatee","http://dbpedia.org/resource/Beniamino_Abate","IItaly","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Nappoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Beniamino Abatee","http://dbpedia.org/resource/Beniamino_Abate","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Bernd Franke","http://dbpedia.org/resource/Bernd_Franke","Germanyy","http://dbpedia.org/resource/Germany","Fortuna Düsseldoorf","http://dbpedia.org/resource/Fortuna_Düsseldorf","ESPRIT arena","http://dbpedia.org/resource/Esprit_Arena"
"Bernd Franke","http://dbpedia.org/resource/Bernd_Franke","Germanyy","http://dbpedia.org/resource/Germany","Fortuna 1895 e.V..","http://dbpedia.org/resource/Fortuna_Düsseldorf","ESPRIT arena","http://dbpedia.org/resource/Esprit_Arena"
"Bernd Frankee","http://dbpedia.org/resource/Bernd_Franke","Germany","http://dbpedia.org/resource/Germany","Düsseldorfer Turn- und Sportvereinn","http://dbpedia.org/resource/Fortuna_Düsseldorf","ESPRIT arena","http://dbpedia.org/resource/Esprit_Arena"
"Boubacar Barry","http://dbpedia.org/resource/Boubacar_Barry","Ivory Coast","http://dbpedia.org/resource/Ivory_Coast","ASEC Mimosass","http://dbpedia.org/resource/ASEC_Mimosas","Stade Félix Houphouët-Boigny","http://dbpedia.org/resource/Stade_Félix_Houphouët-Boigny"
"Boubacar Barry","http://dbpedia.org/resource/Boubacar_Barry","Ivory Coast","http://dbpedia.org/resource/Ivory_Coast","Association Sportive des Employés de Commerce Mimosass","http://dbpedia.org/resource/ASEC_Mimosas","Stade Félix Houphouët-Boigny","http://dbpedia.org/resource/Stade_Félix_Houphouët-Boigny"
"Boy Waterman","http://dbpedia.org/resource/Boy_Waterman","Netherlandss","http://dbpedia.org/resource/Netherlands","Alemannia 1900 e.V.","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Boy Waterman","http://dbpedia.org/resource/Boy_Waterman","Netherlands","http://dbpedia.org/resource/Netherlands","Alemannia Aacchen","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Boy Waterman","http://dbpedia.org/resource/Boy_Waterman","Netherlands","http://dbpedia.org/resource/Netherlands","Aachener Turn- und Sportvereinn","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Branko de Tellería","http://dbpedia.org/resource/Branko_de_Tellería","Argentina","http://dbpedia.org/resource/Argentina","Huracánn","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Branko de Tellería","http://dbpedia.org/resource/Branko_de_Tellería","Argentinaa","http://dbpedia.org/resource/Argentina","Club Atlético Huracánn","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Bruno Costaa","http://dbpedia.org/resource/Bruno_Costa","Portugal","http://dbpedia.org/resource/Portugal","Sport Lisboa e Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Bruno Costa","http://dbpedia.org/resource/Bruno_Costa","Portugal","http://dbpedia.org/resource/Portugal","Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Bruno Costa","http://dbpedia.org/resource/Bruno_Costa","Portuugal","http://dbpedia.org/resource/Portugal","Sport Lisbooa e Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Bruno Costa","http://dbpedia.org/resource/Bruno_Costa","Portugal","http://dbpedia.org/resource/Portugal","Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Bruno Miguel Guerreiro Costa","http://dbpedia.org/resource/Bruno_Costa","Portugall","http://dbpedia.org/resource/Portugal","Sport Lisboa e Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Bruno Miguel Guerreiro Costaa","http://dbpedia.org/resource/Bruno_Costa","Portugal","http://dbpedia.org/resource/Portugal","Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio do Sport Lisboa e Benfica","http://dbpedia.org/resource/Estádio_da_Luz"
"Bruno Miguel Guerreiro CCosta","http://dbpedia.org/resource/Bruno_Costa","Portugal","http://dbpedia.org/resource/Portugal","Sport  Lisboa e Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Brunno Miguel Guerreiro Costa","http://dbpedia.org/resource/Bruno_Costa","Portugal","http://dbpedia.org/resource/Portugal","Benfica","http://dbpedia.org/resource/S.L._Benfica","Estádio da Luz","http://dbpedia.org/resource/Estádio_da_Luz"
"Bréiiner Castillo","http://dbpedia.org/resource/Bréiner_Castillo","Colombia","http://dbpedia.org/resource/Colombia","Millonarios Fútbol Club S.A..","http://dbpedia.org/resource/Millonarios_F.C.","Estadio Nemesio Camacho","http://dbpedia.org/resource/Estadio_El_Campín"
"Bréiner Castilloo","http://dbpedia.org/resource/Bréiner_Castillo","Colombia","http://dbpedia.org/resource/Colombia","Millonarios","http://dbpedia.org/resource/Millonarios_F.C.","Estadio Nemesio Camacho","http://dbpedia.org/resource/Estadio_El_Campín"
"Bréiner Clemente Castillo Caicedo","http://dbpedia.org/resource/Bréiner_Castillo","Colombiaa","http://dbpedia.org/resource/Colombia","Millonarios Fútbol Club S.A.","http://dbpedia.org/resource/Millonarios_F.C.","Estadio Nemesio Camacho","http://dbpedia.org/resource/Estadio_El_Campín"
"Bréiiner Clemente Castillo Caicedo","http://dbpedia.org/resource/Bréiner_Castillo","Colombiaa","http://dbpedia.org/resource/Colombia","Millonarioss","http://dbpedia.org/resource/Millonarios_F.C.","Estadio Nemesio Camacho","http://dbpedia.org/resource/Estadio_El_Campín"
"Bubai Singhh","http://dbpedia.org/resource/Bubai_Singh","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Bubai Singhh","http://dbpedia.org/resource/Bubai_Singh","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Bubai Singh","http://dbpedia.org/resource/Bubai_Singh","India","http://dbpedia.org/resource/India","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Bubai Singh","http://dbpedia.org/resource/Bubai_Singh","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Bubaai Singha","http://dbpedia.org/resource/Bubai_Singh","Inndia","http://dbpedia.org/resource/India","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","সল্ট লেক স্টেডিয়াম","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Bubai  Singha","http://dbpedia.org/resource/Bubai_Singh","Indiia","http://dbpedia.org/resource/India","Mohun Bagan Athletic Clubb","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Vivekananda Yuva Bharati Krirangan","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Bubai Singhaa","http://dbpedia.org/resource/Bubai_Singh","Indiaa","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","(বিবেকানন্দ যুবভারতী ক্রীড়াঙ্গন)","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Bubai Singhaa","http://dbpedia.org/resource/Bubai_Singh","Indiia","http://dbpedia.org/resource/India","Mohun Bagan Athletic Club","http://dbpedia.org/resource/Mohun_Bagan_A.C.","Salt Lake Stadium","http://dbpedia.org/resource/Salt_Lake_Stadium"
"Caio Gobbo Seccco","http://dbpedia.org/resource/Caio_Secco","Brrazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Caio Gobbo Seccoo","http://dbpedia.org/resource/Caio_Secco","Brazzil","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Caio Gobbo Seccoo","http://dbpedia.org/resource/Caio_Secco","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Caio Gobbo Seccoo","http://dbpedia.org/resource/Caio_Secco","Brazil","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Caiio Secco","http://dbpedia.org/resource/Caio_Secco","Brazill","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Caio Seccoo","http://dbpedia.org/resource/Caio_Secco","Brazzil","http://dbpedia.org/resource/Brazil","Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Caio Seccoo","http://dbpedia.org/resource/Caio_Secco","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
