"State/Province","State/Province__URI","Lake Name","Lake Name__URI","File Size"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Kerr Reservoir","http://dbpedia.org/resource/Robert_S._Kerr_Reservoir http://dbpedia.org/resource/Robert_s._kerr_reservoir http://dbpedia.org/resource/Robert_S._Kerr_Lock_and_Dam http://dbpedia.org/resource/Robert_S._Kerr_Reservoir http://dbpedia.org/resource/Robert_S._Kerr_Lake","1,324 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Keystone Lake *","http://dbpedia.org/resource/Keystone_Lake http://dbpedia.org/resource/Keystone_Lake http://dbpedia.org/resource/Keystone_Dam http://dbpedia.org/resource/Keystone_lake http://dbpedia.org/resource/Lake_Keystone,_Oklahoma http://dbpedia.org/resource/Lake_Keystone","1,491 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Konawa Reservoir","http://dbpedia.org/resource/Konawa_Reservoir http://dbpedia.org/resource/Konawa_Lake http://dbpedia.org/resource/Konawa_Reservoir http://dbpedia.org/resource/Konawa_reservoir","263 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","McGee Creek Reservoir (updated 06/08/2005) Also includes Atoka Reservoir, OK","http://dbpedia.org/resource/McGee_Creek_Reservoir http://dbpedia.org/resource/McGee_Creek_Reservoir http://dbpedia.org/resource/McGee_Creek_Lake http://dbpedia.org/resource/Mcgee_creek_reservoir","504 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Oologah Lake * (updated 08/16/2004)","http://dbpedia.org/resource/Oologah_Lake http://dbpedia.org/resource/Lake_Oologah http://dbpedia.org/resource/Oologah_Dam http://dbpedia.org/resource/Oologah_Lake http://dbpedia.org/resource/Oologah_lake","974 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Overholser, Lake","http://dbpedia.org/resource/Lake_Overholser http://dbpedia.org/resource/Lake_Overholser http://dbpedia.org/resource/Lake_overholser","571 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Pine Creek Lake","http://dbpedia.org/resource/Pine_Creek_Lake http://dbpedia.org/resource/Pine_Creek_Lake","351 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","RC Longmire, Lake",,"252 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Sardis Lake","http://dbpedia.org/resource/Sardis_Lake_(Oklahoma) http://dbpedia.org/resource/Sardis_Lake_(Oklahoma) http://dbpedia.org/resource/Sardis_lake_(oklahoma)","428 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Skiatook Lake * (updated 08/16/2004)","http://dbpedia.org/resource/Skiatook_Lake http://dbpedia.org/resource/Skiatook_Lake http://dbpedia.org/resource/Lake_Skiatook http://dbpedia.org/resource/Skiatook_lake","788 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Sooner Lake","http://dbpedia.org/resource/Sooner_Lake http://dbpedia.org/resource/Sooner_Lake","305 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Spavinaw Lake","http://dbpedia.org/resource/Spavinaw_Water_Project http://dbpedia.org/resource/Spavinaw_Water_Project","251 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Stanley Draper Lake","http://dbpedia.org/resource/Lake_Stanley_Draper http://dbpedia.org/resource/Lake_Stanley_Draper http://dbpedia.org/resource/Lake_stanley_draper","1,513 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Tenkiller Lake","http://dbpedia.org/resource/Tenkiller_Ferry_Lake http://dbpedia.org/resource/Lake_Tenkiller http://dbpedia.org/resource/Tenkiller_Ferry_Dam http://dbpedia.org/resource/Tenkiller_Lake http://dbpedia.org/resource/Tenkiller_ferry_lake http://dbpedia.org/resource/Tenkiller_Ferry_Lake http://dbpedia.org/resource/Lake_Tenkiller_Ferry http://dbpedia.org/resource/Lake_tenkiller","627 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Thunderbird, Lake","http://dbpedia.org/resource/Lake_Thunderbird http://dbpedia.org/resource/Lake_thunderbird http://dbpedia.org/resource/Lake_Thunderbird http://dbpedia.org/resource/Norman_Dam","457 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Tom Steed Reservoir","http://dbpedia.org/resource/Tom_Steed_Reservoir http://dbpedia.org/resource/Tom_steed_reservoir http://dbpedia.org/resource/Tom_Steed_Reservoir http://dbpedia.org/resource/Tom_Steed_Lake","254 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Webbers Falls Reservoir","http://dbpedia.org/resource/Webbers_Falls_Lake http://dbpedia.org/resource/Webbers_Falls_Lake http://dbpedia.org/resource/Webbers_Falls_Lock_and_Dam","1,008 KB"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)","Wes Watkins Reservoir","http://dbpedia.org/resource/Wes_Watkins_Reservoir http://dbpedia.org/resource/Wes_Watkins_Lake http://dbpedia.org/resource/Wes_Watkins_Reservoir http://dbpedia.org/resource/Wes_watkins_reservoir","468 KB"
"Oregon","http://dbpedia.org/resource/Oregon_(state)","Simtustus, Lake * Also includes Lake Billy Chinook, OR",,"670 KB"
"Oregon","http://dbpedia.org/resource/Oregon_(state)","Wickiup Reservoir","http://dbpedia.org/resource/Wickiup_Reservoir http://dbpedia.org/resource/Wickiup_Reservoir http://dbpedia.org/resource/Wickiup_Dam","352 KB"
"Pennsylvania","http://dbpedia.org/resource/Pennsylvania_(state)","Pittsburgh Rivers Shows navigation chart info for the Allegheny, Ohio, and Monongahela Rivers in the Pittsburgh area",,"4,559 KB"
"South Carolina","http://dbpedia.org/resource/South_Carolina_(state)","Keowee, Lake","http://dbpedia.org/resource/Lake_Keowee http://dbpedia.org/resource/Lake_keowee http://dbpedia.org/resource/Lake_Keowee","1,504 KB"
"South Carolina","http://dbpedia.org/resource/South_Carolina_(state)","Wylie, Lake *","http://dbpedia.org/resource/Lake_Wylie http://dbpedia.org/resource/Lake_wylie http://dbpedia.org/resource/Lake_Wylie","1,519 KB"
"South Dakota","http://dbpedia.org/resource/South_Dakota_(state)","Big Stone Lake","http://dbpedia.org/resource/Big_Stone_Lake http://dbpedia.org/resource/Big_Stone http://dbpedia.org/resource/Big_stone_lake http://dbpedia.org/resource/Big_Stone_Lake","323 KB"
"Tennessee","http://dbpedia.org/resource/Tennessee_(state)","Fort Loudoun Lake (updated 06/07/2004)","http://dbpedia.org/resource/Fort_Loudoun_Lake http://dbpedia.org/resource/Lake_Fort_Loudoun http://dbpedia.org/resource/Lake_Loudon http://dbpedia.org/resource/Fort_Loudoun_Lake http://dbpedia.org/resource/Fort_loudoun_lake http://dbpedia.org/resource/Lake_Loudoun http://dbpedia.org/resource/Fort_Loudon_Lake","2,313 KB"
"Tennessee","http://dbpedia.org/resource/Tennessee_(state)","J Percy Priest Reservoir (updated 06/07/2004)","http://dbpedia.org/resource/Percy_Priest_Lake http://dbpedia.org/resource/Percy_Priest_Lake http://dbpedia.org/resource/Nashville_Shores http://dbpedia.org/resource/J._Percy_Priest_Lake http://dbpedia.org/resource/Percy_priest_lake","1,499 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Alan Henry Reservoir *","http://dbpedia.org/page/Lake_Alan_Henry http://dbpedia.org/page/Lake_Alan_Henry","224 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Alvarado Park Lake","http://dbpedia.org/resource/Alvarado_Park_Lake http://dbpedia.org/resource/Alvarado_Park_Lake","311 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Amistad, Lake *","http://dbpedia.org/resource/Amistad_Reservoir http://dbpedia.org/resource/Amistad_Reservoir http://dbpedia.org/resource/Lake_Amistad http://dbpedia.org/resource/Amistad_reservoir http://dbpedia.org/resource/Amistad_Lake","1,619 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Arrowhead, Lake","http://dbpedia.org/resource/Lake_Arrowhead_Reservoir http://dbpedia.org/resource/Lake_Arrowhead_(California) http://dbpedia.org/resource/Lake_Arrowhead_Reservoir http://dbpedia.org/resource/Lake_arrowhead_reservoir","481 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Bastrop, Lake *","http://dbpedia.org/resource/Lake_Bastrop http://dbpedia.org/resource/Bastrop_Lake http://dbpedia.org/resource/Lake_Bastrop http://dbpedia.org/resource/Lake_bastrop","309 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Baylor Creek Reservoir *",,"240 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Belton Lake Also includes Stillhouse Hollow Lake, TX","http://dbpedia.org/resource/Belton_Lake http://dbpedia.org/resource/Lake_Belton http://dbpedia.org/resource/Belton_Lake http://dbpedia.org/resource/Belton_lake","1,403 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Brady Creek Reservoir *","http://dbpedia.org/resource/Brady_Creek_Reservoir http://dbpedia.org/resource/Lake_Brady_(Texas) http://dbpedia.org/resource/Brady_Creek_Lake http://dbpedia.org/resource/Brady_Creek_Reservoir http://dbpedia.org/resource/Brady_Lake_(Texas) http://dbpedia.org/resource/Brady_Reservoir http://dbpedia.org/resource/Brady_creek_reservoir","285 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Brandy Branch Reservoir *",,"256 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Bridgeport, Lake","http://dbpedia.org/resource/Lake_Bridgeport_(Texas) http://dbpedia.org/resource/Lake_Bridgeport_(Texas)","565 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Buffalo Creek Reservoir *","http://dbpedia.org/resource/Buffalo_Creek_Reservoir http://dbpedia.org/resource/Buffalo_Creek_Reservoir http://dbpedia.org/resource/Buffalo_creek_reservoir","228 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Casa Blanca, Lake *","http://dbpedia.org/resource/Lake_Casa_Blanca http://dbpedia.org/resource/Casa_Blanca_Lake http://dbpedia.org/resource/Lake_casa_blanca http://dbpedia.org/resource/Lake_Casa_Blanca","421 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Cedar Creek Reservoir *","http://dbpedia.org/resource/Cedar_Creek_Reservoir_(Texas) http://dbpedia.org/resource/Cedar_Creek_Reservoir_(Texas) http://dbpedia.org/resource/Cedar_creek_reservoir_(texas) http://dbpedia.org/resource/Cedar_Creek_Lake_(Texas)","941 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Cherokee, Lake","http://dbpedia.org/resource/Cherokee_Lake http://dbpedia.org/resource/Cherokee_Reservoir http://dbpedia.org/resource/Cherokee_Lake","408 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Clyde, Lake","http://dbpedia.org/resource/H._B._C._Lake http://dbpedia.org/resource/H._B._C._Lake http://dbpedia.org/resource/Clyde_Lake http://dbpedia.org/resource/H._B._Clyde_Lake","239 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Coleman, Lake",,"184 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Cooper Lake","http://dbpedia.org/resource/Jim_Chapman_Lake http://dbpedia.org/resource/Jim_chapman_lake http://dbpedia.org/resource/Cooper_Lake_(Texas) http://dbpedia.org/resource/Jim_Chapman_Lake http://dbpedia.org/resource/Lake_Jim_Chapman","363 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Corpus Christi, Lake","http://dbpedia.org/resource/Lake_Corpus_Christi http://dbpedia.org/resource/Lake_Corpus_Christi http://dbpedia.org/resource/Lake_corpus_christi http://dbpedia.org/resource/Corpus_Christi_Lake http://dbpedia.org/resource/Lake_Lovenskiold","684 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","E V Spence, Lake *","http://dbpedia.org/resource/E.V._Spence_Reservoir http://dbpedia.org/resource/E.V._Spence_Reservoir http://dbpedia.org/resource/Lake_E.V._Spence","363 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Eagle Mountain Lake","http://dbpedia.org/resource/Eagle_Mountain_Lake http://dbpedia.org/resource/Eagle_mountain_lake http://dbpedia.org/resource/Eagle_Mountain_Lake","525 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Georgetown, Lake","http://dbpedia.org/resource/Lake_Georgetown http://dbpedia.org/resource/Lake_Georgetown,_Texas http://dbpedia.org/resource/Lake_georgetown http://dbpedia.org/resource/Georgetown_Lake http://dbpedia.org/resource/Lake_Georgetown","412 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Gibbons Creek Reservoir","http://dbpedia.org/resource/Gibbons_Creek_Reservoir http://dbpedia.org/resource/Gibbons_creek_reservoir http://dbpedia.org/resource/Gibbons_Creek_Reservoir http://dbpedia.org/resource/Gibbons_Creek_Lake","347 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Gladewater, Lake",,"519 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Granbury, Lake *","http://dbpedia.org/resource/Lake_Granbury http://dbpedia.org/resource/Lake_Granbury http://dbpedia.org/resource/Granbury_Lake http://dbpedia.org/resource/Lake_granbury","667 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Greenbelt Reservoir",,"248 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Hawkins, Lake *",,"282 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Holbrook, Lake * Also includes Lake Fork Reservoir, TX and Lake Quitman, TX","http://dbpedia.org/resource/Lake_Holbrook_(Texas) http://dbpedia.org/resource/Lake_Holbrook_(Texas) http://dbpedia.org/resource/Lake_holbrook_(texas) http://dbpedia.org/resource/Holbrook_(Texas)_lake http://dbpedia.org/resource/Holbrook_(Texas)_Lake http://dbpedia.org/resource/Lake_of_Holbrook_(Texas)","981 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Jacksonville, Lake *",,"385 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Kickapoo, Lake","http://dbpedia.org/resource/Lake_Kickapoo http://dbpedia.org/resource/Lake_Kickapoo http://dbpedia.org/resource/Kickapoo_Lake http://dbpedia.org/resource/Lake_kickapoo","254 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Lake Fork Reservoir * (updated 05/02/2005) Also includes Lake Holbrook, TX and Lake Quitman, TX","http://dbpedia.org/resource/Lake_Fork_Reservoir http://dbpedia.org/resource/Lake_fork_(texas) http://dbpedia.org/resource/Lake_Fork_Reservoir http://dbpedia.org/resource/Lake_Fork_(Texas)","981 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Limestone, Lake","http://dbpedia.org/resource/Lake_Limestone http://dbpedia.org/resource/Lake_Limestone http://dbpedia.org/resource/Sterling_C._Robertson_Dam http://dbpedia.org/resource/Lake_limestone","382 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Lost Creek Lake *","http://dbpedia.org/resource/Lost_Creek_Lake http://dbpedia.org/resource/Lost_creek_lake http://dbpedia.org/resource/William_L._Jess_Dam http://dbpedia.org/resource/Lost_Creek_Lake","258 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Lyndon B Johnson, Lake *","http://dbpedia.org/resource/Lake_Lyndon_B._Johnson http://dbpedia.org/resource/Lake_lyndon_b._johnson http://dbpedia.org/resource/Lake_LBJ http://dbpedia.org/resource/Lyndon_B._Johnson_Lake http://dbpedia.org/resource/Lake_Lyndon_B._Johnson","715 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","MacKenzie Reservoir *",,"169 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","McQueeney, Lake *","http://dbpedia.org/resource/Lake_McQueeney http://dbpedia.org/resource/Lake_mcqueeney http://dbpedia.org/resource/Lake_McQueeney,_Texas http://dbpedia.org/resource/McQueeney_Lake http://dbpedia.org/resource/Lake_Abbott http://dbpedia.org/resource/Lake_McQueeney","428 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Mexia, Lake",,"260 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Millers Creek Reservoir *",,"186 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Nacogdoches, Lake",,"260 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Nasworthy, Lake * Also includes Twin Buttes Reservoir, TX","http://dbpedia.org/resource/Lake_Nasworthy http://dbpedia.org/resource/Lake_Nasworthy","571 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Navarro Mills Lake",,"398 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Nocona, Lake","http://dbpedia.org/resource/Lake_Nocona,_Texas http://dbpedia.org/resource/Lake_Nocona,_Texas http://dbpedia.org/resource/Lake_Nocona","274 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","O' the Pines, Lake (updated on 06/07/2004)","http://dbpedia.org/resource/Lake_O'_the_Pines http://dbpedia.org/resource/Lake_O�â��_the_Pines http://dbpedia.org/resource/Lake_o'_the_Pines http://dbpedia.org/resource/Lake_O'_The_Pines http://dbpedia.org/resource/Ferrell's_Bridge_Reservoir http://dbpedia.org/resource/Lake_o'_the_pines http://dbpedia.org/resource/Lake_O'_the_Pines","858 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Pinkston, Lake *",,"181 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Quitman, Lake * Also includes Lake Fork Reservoir, TX and Lake Holbrook, TX",,"981 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Palo Pinto Lake *",,"208 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Pat Mayse Lake","http://dbpedia.org/resource/Pat_Mayse_Lake http://dbpedia.org/resource/Pat_Mayse_Lake http://dbpedia.org/resource/Pat_Mayse_lake http://dbpedia.org/resource/Pat_mayse_lake","272 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Red Bluff Reservoir *","http://dbpedia.org/resource/Red_Bluff_Reservoir http://dbpedia.org/resource/Red_bluff_reservoir http://dbpedia.org/resource/Red_Bluff_Lake http://dbpedia.org/resource/Red_Bluff_Reservoir","177 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Richland Chambers Reservoir","http://dbpedia.org/resource/Richland-Chambers_Reservoir http://dbpedia.org/resource/Richland-Chambers_Reservoir http://dbpedia.org/resource/Richland_Chambers_Reservoir http://dbpedia.org/resource/Richland-chambers_reservoir","817 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Sheldon Reservoir *","http://dbpedia.org/resource/Sheldon_Reservoir http://dbpedia.org/resource/Sheldon_Lake http://dbpedia.org/resource/Sheldon_reservoir http://dbpedia.org/resource/Sheldon_Reservoir","1,221 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Somerville Lake","http://dbpedia.org/resource/Somerville_Lake http://dbpedia.org/resource/Somerville_Dam_and_Reservoir http://dbpedia.org/resource/Lake_Somerville http://dbpedia.org/resource/Somerville_Lake http://dbpedia.org/resource/Somerville_Dam http://dbpedia.org/resource/Lake_Somerville_State_Park http://dbpedia.org/resource/Somerville_lake","421 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Stillhouse Hollow Lake Also includes Belton Lake, TX","http://dbpedia.org/resource/Stillhouse_Hollow_Lake http://dbpedia.org/resource/Lake_Stillhouse_Hollow http://dbpedia.org/resource/Stillhouse_hollow_lake http://dbpedia.org/resource/Stillhouse_Hollow_Dam http://dbpedia.org/resource/Stillhouse_Hollow_Lake http://dbpedia.org/resource/Stillhouse_Hollow_Reservoir","1,403 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Texana, Lake","http://dbpedia.org/resource/Lake_Texana http://dbpedia.org/resource/Texana_Lake http://dbpedia.org/resource/Lake_texana http://dbpedia.org/resource/Lake_Texana","579 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Tradinghouse Creek Reservoir",,"478 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Twin Buttes Reservoir Also includes Lake Nasworthy, TX","http://dbpedia.org/resource/Twin_Buttes_Reservoir http://dbpedia.org/resource/Twin_Buttes_Reservoir","571 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Tyler, Lake","http://dbpedia.org/resource/Le_Sueur_County,_Minnesota http://dbpedia.org/resource/Harkridge_Lake http://dbpedia.org/resource/Lake_Tustin http://dbpedia.org/resource/Le_Sueur_County,_Minnesota http://dbpedia.org/resource/Le_Sueur_County,_MN http://dbpedia.org/resource/Bossuot_Lake http://dbpedia.org/resource/Mareks_Lake http://dbpedia.org/resource/Lake_Mabel http://dbpedia.org/resource/Ray's_Lake http://dbpedia.org/resource/Eggert_Lake http://dbpedia.org/resource/Le_Sueur_County http://dbpedia.org/resource/Dietz_Lake http://dbpedia.org/resource/Ely_Lake http://dbpedia.org/resource/Gorman_Lake http://dbpedia.org/resource/Rays_Lake http://dbpedia.org/resource/North_Goldsmith_Lake http://dbpedia.org/resource/Goldsmith_Lake http://dbpedia.org/resource/Shanghai_Lake http://dbpedia.org/resource/Emily_Lake http://dbpedia.org/resource/Sanborn_Lake http://dbpedia.org/resource/Tetonka_Lake http://dbpedia.org/resource/Roemhildt's_Lake http://dbpedia.org/resource/Sakatah_Lake http://dbpedia.org/resource/Huoy_Lake http://dbpedia.org/resource/Roemhildts_Lake http://dbpedia.org/resource/Sabre_Lake http://dbpedia.org/resource/LeSueur_County,_Minnesota http://dbpedia.org/resource/Shea's_Lake","620 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Waco Lake","http://dbpedia.org/resource/Lake_Waco http://dbpedia.org/resource/Lake_Waco,_Texas http://dbpedia.org/resource/Waco_Lake http://dbpedia.org/resource/Lake_waco http://dbpedia.org/resource/Lake_Waco","663 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Weatherford, Lake",,"355 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Welsh, Lake",,"268 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","White River Reservoir","http://dbpedia.org/resource/White_River_(Texas) http://dbpedia.org/resource/White_River_(Texas)","105 KB"
"Texas","http://dbpedia.org/resource/Texas_(state)","Wright Patman Lake","http://dbpedia.org/resource/Wright_Patman_Lake http://dbpedia.org/resource/Wright_patman_lake http://dbpedia.org/resource/Lake_Wright_Patman http://dbpedia.org/resource/Wright_Patman_Lake","647 KB"
"Utah","http://dbpedia.org/resource/Utah_(state)","Jordanelle Reservoir","http://dbpedia.org/resource/Jordanelle_Reservoir http://dbpedia.org/resource/Jordanelle_reservoir http://dbpedia.org/resource/Jordanelle_Reservoir http://dbpedia.org/resource/Jordanelle_State_Park http://dbpedia.org/resource/Jordanelle_Lake","578 KB"
"Utah","http://dbpedia.org/resource/Utah_(state)","Flaming Gorge Reservoir","http://dbpedia.org/resource/Flaming_Gorge_Reservoir http://dbpedia.org/resource/Flaming_Gorge_Reservoir http://dbpedia.org/resource/Flaming_gorge_reservoir http://dbpedia.org/resource/Flaming_Gorge_Lake","691 KB"
"Wyoming","http://dbpedia.org/resource/Wyoming_(state)","Flaming Gorge Reservoir","http://dbpedia.org/resource/Flaming_Gorge_Reservoir http://dbpedia.org/resource/Flaming_Gorge_Reservoir http://dbpedia.org/resource/Flaming_gorge_reservoir http://dbpedia.org/resource/Flaming_Gorge_Lake","691 KB"
"Virginia","http://dbpedia.org/resource/Virginia_(state)","Anna, Lake","http://dbpedia.org/resource/Lake_Anna http://dbpedia.org/resource/Lake_anna http://dbpedia.org/resource/Lake_Anna_Dam http://dbpedia.org/resource/Lake_Anna http://dbpedia.org/resource/North_Anna_Dam","1,110 KB"
"Virginia","http://dbpedia.org/resource/Virginia_(state)","Philpott Lake","http://dbpedia.org/resource/Philpott_Lake http://dbpedia.org/resource/Philpott_Reservoir http://dbpedia.org/resource/Philpott_Lake http://dbpedia.org/resource/Philpott_lake http://dbpedia.org/resource/Lake_Philpott","650 KB"
"West Virginia","http://dbpedia.org/resource/West_Virginia_(state)","Beech Fork Lake Also includes East Lynn Lake, WV","http://dbpedia.org/resource/Beech_Fork_Lake http://dbpedia.org/resource/Beech_fork_lake http://dbpedia.org/resource/Beech_Fork_Lake http://dbpedia.org/resource/Lake_Beech_Fork http://dbpedia.org/resource/Beech_Fork_Lake_Wildlife_Management_Area","688 KB"
"West Virginia","http://dbpedia.org/resource/West_Virginia_(state)","East Lynn Lake Also includes Beech Fork Lake, WV","http://dbpedia.org/resource/East_Lynn_Lake http://dbpedia.org/resource/East_lynn_lake http://dbpedia.org/resource/East_Lynn_Lake_Wildlife_Management_Area http://dbpedia.org/resource/Lake_East_Lynn http://dbpedia.org/resource/East_Lynn_Lake","688 KB"
"West Virginia","http://dbpedia.org/resource/West_Virginia_(state)","RD Bailey Lake","http://dbpedia.org/resource/R._D._Bailey_Lake http://dbpedia.org/resource/R_D_Bailey_Lake http://dbpedia.org/resource/R.D._Bailey_Lake http://dbpedia.org/resource/Lake_R._D._Bailey http://dbpedia.org/resource/R._d._bailey_lake http://dbpedia.org/resource/R.D._Bailey_Lake_Wildlife_Management_Area http://dbpedia.org/resource/R.D._Bailey_Dam_and_Lake http://dbpedia.org/resource/R._D._Bailey_Lake","340 KB"
"Wisconsin","http://dbpedia.org/resource/Wisconsin_(state)","Mendota, Lake","http://dbpedia.org/resource/Lake_Mendota http://dbpedia.org/resource/Lake_Mendota http://dbpedia.org/resource/Mendota_Lake http://dbpedia.org/resource/Lake_mendota","451 KB"
"Wyoming","http://dbpedia.org/resource/Wyoming_(state)","Glendo Reservoir *","http://dbpedia.org/resource/Glendo_Reservoir http://dbpedia.org/resource/Glendo_Dam http://dbpedia.org/resource/Glendo_Reservoir","293 KB"
"Wyoming","http://dbpedia.org/resource/Wyoming_(state)","Jackson Lake","http://dbpedia.org/resource/Jackson_Lake http://dbpedia.org/resource/Jackson_Lake http://dbpedia.org/resource/Jackson_lake","2,088 KB"
