"Rank","Brand","Brand__URI","Value","Industry","Industry__URI"
52,"L'Or?al","http://dbpedia.org/resource/L'Or%C3%A9al http://dbpedia.org/resource/L'Or%C3%A9al",10692,"Personal Care","http://dbpedia.org/resource/Personal_Care"
53,"Morgan Stanley","http://dbpedia.org/resource/Morgan_Stanley http://dbpedia.org/resource/Convertbond.com http://dbpedia.org/resource/Goldfish_Bank http://dbpedia.org/resource/MorganStanley http://dbpedia.org/resource/Morgan_Stanley_Group_Inc http://dbpedia.org/resource/Dean_Witter_Financial_Services http://dbpedia.org/resource/MORGAN_STANLEY http://dbpedia.org/resource/Morgan_Stanley_Real_Estate http://dbpedia.org/resource/Jonathan_Steinmetz http://dbpedia.org/resource/Morgan_Stanley http://dbpedia.org/resource/Morgan_Stanley_Dean_Witter_&_Co. http://dbpedia.org/resource/Morgan_Stanley_Private_Equity http://dbpedia.org/resource/Morgan_Stanley_Dean_Witter_Discover_&_Co. http://dbpedia.org/resource/Morgan_Stanley_Private_Equities http://dbpedia.org/resource/MSDW http://dbpedia.org/resource/Morgan_Stanley_and_Company_Inc. http://dbpedia.org/resource/Morgan_Stanley_Equity_Research http://dbpedia.org/resource/Morgan_Stanley_Group,_Inc. http://dbpedia.org/resource/Morgan_Stanley_Dean_Witter",10619,"Finance","http://dbpedia.org/resource/Finance_industry"
54,"Wachovia","http://dbpedia.org/resource/Wachovia http://dbpedia.org/resource/Wachovia_National_Bank http://dbpedia.org/resource/Jefferson_National_Bank http://dbpedia.org/resource/Wachovia_Corp. http://dbpedia.org/resource/Wachovia_Bank_of_Georgia http://dbpedia.org/resource/Wachovia_Bank,_N.A._-_New_York http://dbpedia.org/resource/First_National_Bank_of_Atlanta http://dbpedia.org/resource/Wachovia_Operational_Services_Corporation http://dbpedia.org/resource/Central_Fidelity_Bank http://dbpedia.org/resource/Wachovia http://dbpedia.org/resource/Wachovia_Financial http://dbpedia.org/resource/Wachovia_Bank,_N.A._Charlotte http://dbpedia.org/resource/Wachovia.com http://dbpedia.org/resource/First_Atlanta http://dbpedia.org/resource/First_Union-Wachovia_merger http://dbpedia.org/resource/Wachovia_Bank http://dbpedia.org/resource/Western_Financial_Bank http://dbpedia.org/resource/Wachovia_Corporation http://dbpedia.org/resource/Atlanta_National_Bank http://dbpedia.org/resource/Westcorp_Inc http://dbpedia.org/resource/1ST_UNITED_BANCORP,_INC. http://dbpedia.org/resource/Wachovia_Corp._(New) http://dbpedia.org/resource/WFS_Financial_Inc http://dbpedia.org/resource/Westcorp",10228,"Finance","http://dbpedia.org/resource/Finance_industry"
55,"Merrill Lynch","http://dbpedia.org/resource/Merrill_Lynch http://dbpedia.org/resource/Merrill_Lynch,_Pierce,_Fenner_&_Beane http://dbpedia.org/resource/Merrill_Lynch_International http://dbpedia.org/resource/Inc._Merrill_Lynch_&_Co. http://dbpedia.org/resource/Merrill_Lynch_Investment_Management http://dbpedia.org/resource/Merrill_Lynch_International_Bank_Limited http://dbpedia.org/resource/Merrill_Lynch_&_Co._Incorporated http://dbpedia.org/resource/Merill_Lynch_&_Co http://dbpedia.org/resource/Merrill_Lynch,_E.A._Pierce_&_Cassatt http://dbpedia.org/resource/Merrill_Lynch_and_subprime_mortgage_crisis http://dbpedia.org/resource/Merrill_Lynch_and_Company_Inc. http://dbpedia.org/resource/Merrill,_Lynch_&_Company http://dbpedia.org/resource/Merrill_Lynch_&Co. http://dbpedia.org/resource/Merril_Lynch,_Pierce,_Fenner_&_Beane http://dbpedia.org/resource/Merrill_Lynch_&_Co_Inc http://dbpedia.org/resource/Merrill_Lynch,_E.A._Pierce_and_Cassatt http://dbpedia.org/resource/Merril_Lynch_&_Co.,_Inc. http://dbpedia.org/resource/Merrill_Lynch_&_Co. http://dbpedia.org/resource/Merrill_Lynch_&_Co.,_Inc. http://dbpedia.org/resource/Merill_Lynch http://dbpedia.org/resource/Charles_E._Merrill_&_Co. http://dbpedia.org/resource/Merrill_Lynch_&_Co._Inc. http://dbpedia.org/resource/Merrill_Lynch_&_Company_Incorporated http://dbpedia.org/resource/Merrill_Lynch_&_Company http://dbpedia.org/resource/Merrill_Lynch http://dbpedia.org/resource/Merril_Lynch http://dbpedia.org/resource/Merrill_Lynch,_Pierce,_Fenner_&_Smith_Incorporated http://dbpedia.org/resource/Merrill_Lynch,_Pierce,_Fenner_&_Smith http://dbpedia.org/resource/Merrill-Lynch http://dbpedia.org/resource/Merrill_Lynch_&_Co",10073,"Finance","http://dbpedia.org/resource/Finance_industry"
56,"Harley-Davidson","http://dbpedia.org/resource/Harley-Davidson http://dbpedia.org/resource/Harley-Davidson_Factory_Tours_&_Museum http://dbpedia.org/resource/Harley_Road_King http://dbpedia.org/resource/Harley-Davidson_U.S_Military_Model_U http://dbpedia.org/resource/Harley-davidson http://dbpedia.org/resource/Flhtcu http://dbpedia.org/resource/Harley_Davidson_Inc http://dbpedia.org/resource/Harley_Davidson_Motorcycle http://dbpedia.org/resource/Harley-Davidson_Motor_Company http://dbpedia.org/resource/Harleyfest http://dbpedia.org/resource/Revolution_engine http://dbpedia.org/resource/Harleys http://dbpedia.org/resource/William_A._Davidson http://dbpedia.org/resource/Harley�â��Davidson http://dbpedia.org/resource/Harley_motorcycle http://dbpedia.org/resource/Harley-Davidson http://dbpedia.org/resource/Metrocycler http://dbpedia.org/resource/Harley_Motorcycles http://dbpedia.org/resource/Harley-Davidson,_Inc. http://dbpedia.org/resource/Harley_Davidson_Motor_Company http://dbpedia.org/resource/Harley-Davidson_Motorcycles http://dbpedia.org/resource/Hawg http://dbpedia.org/resource/Harley_davidson http://dbpedia.org/resource/Harley_Davidson_Inc. http://dbpedia.org/resource/H-D http://dbpedia.org/resource/Harley-Davidson_Inc. http://dbpedia.org/resource/HarleyFest http://dbpedia.org/resource/Harley-Davidson_FLHTCU http://dbpedia.org/resource/The_Harley-Davidson_Motor_Company http://dbpedia.org/resource/Walter_Davidson,_Sr. http://dbpedia.org/resource/HARLEY_davidson http://dbpedia.org/resource/Model_50_WLA http://dbpedia.org/resource/Harley_Davidson_Motorcycles http://dbpedia.org/resource/Harleydavidson http://dbpedia.org/resource/Harley_Davidson",9955,"Cars","http://dbpedia.org/page/Automotive_industry"
57,"Canon","http://dbpedia.org/resource/Canon_Inc. http://dbpedia.org/resource/Canon_DIGITAL_IXUS_i7_zoom http://dbpedia.org/resource/CPS_(Canon) http://dbpedia.org/resource/Canon_camera http://dbpedia.org/resource/Hansa_Canon http://dbpedia.org/resource/Canon_MG2400_series http://dbpedia.org/resource/Canon_Inc._-_�ã��­�ã��¤�ã���ã��³�æ� �ª�å�¼��ä�¼��ç�¤�¾ http://dbpedia.org/resource/Kyanon_Kabushiki_Gaisha http://dbpedia.org/resource/Canon_Kabushiki_Kaisha http://dbpedia.org/resource/�ã��­�ã��¤�ã���ã��³�æ� �ª�å�¼��ä�¼��ç�¤�¾ http://dbpedia.org/resource/Canon_Australia http://dbpedia.org/resource/Kiyanon http://dbpedia.org/resource/Canon_Inc. http://dbpedia.org/resource/Canon_Professional_Services http://dbpedia.org/resource/Canon_Inc http://dbpedia.org/resource/Kwanon http://dbpedia.org/resource/Canon_(company) http://dbpedia.org/resource/Canon,_Inc. http://dbpedia.org/resource/Canon_(brand) http://dbpedia.org/resource/MP490_series http://dbpedia.org/resource/Canon_(camera) http://dbpedia.org/resource/Canon_(photography) http://dbpedia.org/resource/.canon http://dbpedia.org/resource/Canon_USA",9908,"Technology","http://dbpedia.org/resource/Technology"
58,"Accenture","http://dbpedia.org/resource/Accenture http://dbpedia.org/resource/Accenture_Public_Limited_Company http://dbpedia.org/resource/.accenture http://dbpedia.org/resource/Accidenture http://dbpedia.org/resource/Jared_Ilovar http://dbpedia.org/resource/Accenture_Inc. http://dbpedia.org/resource/Anderson_Consulting http://dbpedia.org/resource/Accenture_Plc http://dbpedia.org/resource/Accenture http://dbpedia.org/resource/Accenture_Ltd http://dbpedia.org/resource/Business_Capability_Specification http://dbpedia.org/resource/Accenture_plc http://dbpedia.org/resource/Andersen_Consulting",9786,"Software","http://dbpedia.org/resource/Software"
59,"Chase","http://dbpedia.org/resource/Chase_(bank) http://dbpedia.org/resource/Chase_Bank http://dbpedia.org/resource/Chase_Manhattan_Corporation http://dbpedia.org/resource/Www.chase.com http://dbpedia.org/resource/Chase_(bank) http://dbpedia.org/resource/Chase_Manhattan_Bank http://dbpedia.org/resource/Chase_bank http://dbpedia.org/resource/Equitable_Trust_Company_of_New_York http://dbpedia.org/resource/Jpmorgan_Chase_Bank http://dbpedia.org/resource/JPMorgan_Chase_Bank,_N.A. http://dbpedia.org/resource/JP_Morgan_Chase_Bank,_N.A. http://dbpedia.org/resource/The_Chase_Manhattan_Corp. http://dbpedia.org/resource/Chase.com http://dbpedia.org/resource/Chase_Manhattan_Corp. http://dbpedia.org/resource/The_Chase_Manhattan_Corporation http://dbpedia.org/resource/Chase_National_Bank http://dbpedia.org/resource/The_Chase_Manhattan_Bank http://dbpedia.org/resource/Equitable_Trust_Company http://dbpedia.org/resource/Chase_Investors_Management_Corporation http://dbpedia.org/resource/Chase_Community_Giving http://dbpedia.org/resource/JP_Morgan_Chase_Bank",9716,"Bank","http://dbpedia.org/resource/Banking_industry"
60,"SAP","http://dbpedia.org/resource/SAP_AG http://dbpedia.org/resource/SAP_Labs_India http://dbpedia.org/resource/SAP_AG http://dbpedia.org/resource/SAP_SE http://dbpedia.org/resource/SAP_(company) http://dbpedia.org/resource/SAP_America http://dbpedia.org/resource/SAP_Budget_Control_System http://dbpedia.org/resource/SAP_Extreme_Sailing_Team http://dbpedia.org/resource/SAP_for_Banking http://dbpedia.org/resource/Www.sap.com http://dbpedia.org/resource/SAP_Human_Resource_Management_Systems http://dbpedia.org/resource/SAP_Enterprise_Learning http://dbpedia.org/resource/SAP_APJ http://dbpedia.org/resource/SAP_(software) http://dbpedia.org/resource/SAP_Labs http://dbpedia.org/resource/Sap_Aktiengesellschaft http://dbpedia.org/resource/SAP_TECHED http://dbpedia.org/resource/Basis_Team http://dbpedia.org/resource/SAP_Enterprise_Services_Architecture http://dbpedia.org/resource/SAP_User_Group_Executive_Network http://dbpedia.org/resource/SAP_User-Group_Executive_Network http://dbpedia.org/resource/SAP_consultancy http://dbpedia.org/resource/SAP_Aktiengesellschaft http://dbpedia.org/resource/SAP_TechEd",9574,"Software","http://dbpedia.org/resource/Software"
61,"UBS","http://dbpedia.org/resource/UBS http://dbpedia.org/resource/UBS_Bank_(Canada) http://dbpedia.org/resource/UBS_Wealth_Management http://dbpedia.org/resource/UBS_Financial_Services_Inc. http://dbpedia.org/resource/UBS_Financial_Services http://dbpedia.org/resource/UBS_AG_(USA) http://dbpedia.org/resource/UBS_Paine_Webber http://dbpedia.org/resource/UBS_Investment_Bank http://dbpedia.org/resource/.ubs http://dbpedia.org/resource/You_and_us http://dbpedia.org/resource/UBS_Global_Asset_Management http://dbpedia.org/resource/UBS_Capital http://dbpedia.org/resource/United_Bank_of_Switzerland http://dbpedia.org/resource/UBS http://dbpedia.org/resource/UBS_Bank http://dbpedia.org/resource/UBS_Warburg http://dbpedia.org/resource/UBS_AG http://dbpedia.org/resource/USB_AG",9541,"Bank","http://dbpedia.org/resource/Banking_industry"
62,"Orange","http://dbpedia.org/resource/Orange_(telecommunications) http://dbpedia.org/resource/OpenTransit http://dbpedia.org/resource/Orange_R�Ã�©union http://dbpedia.org/resource/VOXmobile http://dbpedia.org/resource/Orange_Telecom http://dbpedia.org/resource/Orange_Mauritius http://dbpedia.org/resource/VOXMobile http://dbpedia.org/resource/Salt_Mobile_SA http://dbpedia.org/resource/Orange_Madagascar http://dbpedia.org/resource/Orange_Ivory_Coast http://dbpedia.org/resource/Orange_Dominicana http://dbpedia.org/resource/Orange_Switzerland http://dbpedia.org/resource/OLA_(Mobile_phone) http://dbpedia.org/resource/Orange.com http://dbpedia.org/resource/Orange_Botswana http://dbpedia.org/resource/Orange_Cameroon http://dbpedia.org/resource/Orange_(brand) http://dbpedia.org/resource/Orange_Sport http://dbpedia.org/resource/Orange_Luxembourg http://dbpedia.org/resource/Orange_(telecoms) http://dbpedia.org/resource/Orange_Mobile http://dbpedia.org/resource/Orange_SA http://dbpedia.org/resource/France_telecom http://dbpedia.org/resource/Orange_S.A. http://dbpedia.org/resource/France_Telecom_S.A. http://dbpedia.org/resource/France_T�Ã�©l�Ã�©com http://dbpedia.org/resource/Orange_Labs http://dbpedia.org/resource/France_T�Ã�©l�Ã�©com_SA http://dbpedia.org/resource/Orange_Liechtenstein http://dbpedia.org/resource/Orange_Sa http://dbpedia.org/resource/Orange_(company) http://dbpedia.org/resource/Orange_(telecommunications) http://dbpedia.org/resource/France_Telecom_SA http://dbpedia.org/resource/Orange_(Mobile_Telephone_company) http://dbpedia.org/resource/France_T�Ã�©l�Ã�©com_S.A. http://dbpedia.org/resource/Orange_France http://dbpedia.org/resource/Orange_Senegal http://dbpedia.org/resource/Orange_Telecommunications http://dbpedia.org/resource/Orange_Network http://dbpedia.org/resource/Orange_Kenya http://dbpedia.org/resource/Mobicarte http://dbpedia.org/resource/Itin�Ã�©ris http://dbpedia.org/resource/France_Telecom http://dbpedia.org/resource/Orange_Niger http://dbpedia.org/resource/Orange_sa http://dbpedia.org/resource/Orange.fr http://dbpedia.org/resource/Orange_Uganda http://dbpedia.org/resource/Orange_Mali http://dbpedia.org/resource/Orange_s.a.",9431,"Telecom","http://dbpedia.org/resource/Telecommunication"
63,"Sony","http://dbpedia.org/resource/Sony http://dbpedia.org/resource/DCR-SR35E http://dbpedia.org/resource/Sony_Store http://dbpedia.org/resource/SONY http://dbpedia.org/resource/Sony_Company http://dbpedia.org/resource/List_of_Sony_products http://dbpedia.org/resource/DSC-P93 http://dbpedia.org/resource/Sony_CISC http://dbpedia.org/resource/Tokyo_Tsushin_Kogyo http://dbpedia.org/resource/HDR-SR12 http://dbpedia.org/resource/Sony_Electronics_Inc. http://dbpedia.org/resource/Sony_Broadcast_&_Professional_Research_Laboratories http://dbpedia.org/resource/Sony.com http://dbpedia.org/resource/Sony_(company) http://dbpedia.org/resource/The_Sony_Corporation http://dbpedia.org/resource/Sony http://dbpedia.org/resource/Sony_corporation http://dbpedia.org/resource/DCR-DVD405E http://dbpedia.org/resource/Sony_Corporation http://dbpedia.org/resource/Sony_(Sony_Corporation,_Japan) http://dbpedia.org/resource/MODEL-NAME http://dbpedia.org/resource/Sony_Group http://dbpedia.org/resource/Sony_Corp http://dbpedia.org/resource/List_of_assets_owned_by_Sony_Corporation http://dbpedia.org/resource/DSC-WX100_v1.00 http://dbpedia.org/resource/S0ny http://dbpedia.org/resource/Tokyo_Telecommunications_Engineering_Corporation http://dbpedia.org/resource/Tokyo_Telecommunications_Engineering http://dbpedia.org/resource/Sony_Corp. http://dbpedia.org/resource/Sony_City http://dbpedia.org/resource/Sony_Communications http://dbpedia.org/resource/Sony_Europe http://dbpedia.org/resource/Sony_EMCS http://dbpedia.org/resource/Son�Ä�«_Kabushiki_Gaisha http://dbpedia.org/resource/List_of_Sony_shareholders_and_subsidiaries http://dbpedia.org/resource/Sony_Entertainment http://dbpedia.org/resource/MMCD http://dbpedia.org/resource/SonyStyle http://dbpedia.org/resource/�ã��½�ã���ã��¼ http://dbpedia.org/resource/�ã��½�ã���ã��¼�æ� �ª�å�¼��ä�¼��ç�¤�¾ http://dbpedia.org/resource/Sony_Style http://dbpedia.org/resource/DSC-T10",9358,"Technology","http://dbpedia.org/resource/Technology"
64,"Motorola","http://dbpedia.org/resource/Motorola http://dbpedia.org/resource/Motorola,_Inc http://dbpedia.org/resource/Motorola_Electronics_Pte_Ltd http://dbpedia.org/resource/Galvin_Manufacturing_Corporation http://dbpedia.org/resource/Hello_moto http://dbpedia.org/resource/Motorola_Inc. http://dbpedia.org/resource/Motorolla http://dbpedia.org/resource/Hellomoto http://dbpedia.org/resource/Motorola_Incorporated http://dbpedia.org/resource/Motorola_General_Systems_Group http://dbpedia.org/resource/Motorola http://dbpedia.org/resource/MOTOROLA http://dbpedia.org/resource/Motorola,_Inc. http://dbpedia.org/resource/Aura_(cell_phone)",9072,"Technology","http://dbpedia.org/resource/Technology"
65,"Goldman Sachs","http://dbpedia.org/resource/Goldman_Sachs http://dbpedia.org/resource/The_Goldman_Sachs_Group http://dbpedia.org/resource/Goldman_Sachs_Asset_Management http://dbpedia.org/resource/Goldman,_Sachs http://dbpedia.org/resource/Goldman_Sachs_Group_Inc. http://dbpedia.org/resource/Spear_Leeds_&_Kellogg/Troster_Singer http://dbpedia.org/resource/Archon_Retail http://dbpedia.org/resource/Fabulous_Fab http://dbpedia.org/resource/Goldman_Sachs http://dbpedia.org/resource/Goldman_Sachs_JBWere http://dbpedia.org/resource/Goldman_sachs http://dbpedia.org/resource/Goldman_Sachs_&_Co http://dbpedia.org/resource/Great_vampire_squid_wrapped_around_the_face_of_humanity http://dbpedia.org/resource/Abacus_(deal) http://dbpedia.org/resource/Goldman_Sachs_Group,_Inc. http://dbpedia.org/resource/The_Goldman_Sachs_Group,_Inc. http://dbpedia.org/resource/Avelo_Mortgage http://dbpedia.org/resource/Goldman_Sachs_Group_Inc http://dbpedia.org/resource/Abacus-2007AC1 http://dbpedia.org/resource/GOLDMAN_SACHS_GROUP,_INC.,THE http://dbpedia.org/resource/The_Goldman_Sachs_Group_Inc. http://dbpedia.org/resource/Archon_Capital http://dbpedia.org/resource/J._Aron http://dbpedia.org/resource/GOLDMAN_SACHS_GROUP,_INC.,_THE http://dbpedia.org/resource/Goldman,_Sachs_&_Co. http://dbpedia.org/resource/GSJBW http://dbpedia.org/resource/Archon_Group http://dbpedia.org/resource/The_Goldman_Sachs_Group_Inc http://dbpedia.org/resource/Goldman_Sachs_International http://dbpedia.org/resource/Spear,_Leeds_&_Kellogg http://dbpedia.org/resource/Goldman-Sachs http://dbpedia.org/resource/CEO_of_Goldman_Sachs http://dbpedia.org/resource/Goldman_Sachs_Company http://dbpedia.org/resource/Benchmark_Asset_Management_Company_Private_Ltd http://dbpedia.org/resource/Ayco http://dbpedia.org/resource/Archon_Hospitality http://dbpedia.org/resource/Archon_Residential http://dbpedia.org/resource/Goldman_Sachs_Commercial_Mortgage http://dbpedia.org/resource/Whitehall_Street_Real_Estate_Funds http://dbpedia.org/resource/Fabrice_Tourre http://dbpedia.org/resource/J._Aron_&_Co. http://dbpedia.org/resource/GS_Bank http://dbpedia.org/resource/Spear,_Leeds,_&_Kellogg http://dbpedia.org/resource/Goldman_Sachs_Group http://dbpedia.org/resource/Gsam http://dbpedia.org/resource/Controversies_involving_Goldman_Sachs http://dbpedia.org/resource/Abacus2007-ac1 http://dbpedia.org/resource/Government_Sachs http://dbpedia.org/resource/Goldman_Sachs,_Inc. http://dbpedia.org/resource/Goldman_Saks http://dbpedia.org/resource/Goldman_Sachs_Group_Incorporated http://dbpedia.org/resource/Goldman_sachs_jbwere http://dbpedia.org/resource/Greg_Smith_(businessman) http://dbpedia.org/resource/Abacus_2007-AC1",8863,"Finance","http://dbpedia.org/resource/Finance_industry"
66,"FedEx","http://dbpedia.org/resource/FedEx http://dbpedia.org/resource/Federal_Express_Fast-Talker http://dbpedia.org/resource/Viking_Freight http://dbpedia.org/resource/Federal_Express_(FedEX)_Corporation http://dbpedia.org/resource/Federal_express http://dbpedia.org/resource/The_FedEx_Corporation http://dbpedia.org/resource/Fed_Express http://dbpedia.org/resource/FedEx_Corp http://dbpedia.org/resource/FedEx_Freight http://dbpedia.org/resource/Fed-X http://dbpedia.org/resource/Fedex_Custom_Critical http://dbpedia.org/resource/FedEx_truck http://dbpedia.org/resource/FDX_Corporation http://dbpedia.org/resource/Fed_Ex_Corporation http://dbpedia.org/resource/FedEx_Corporation http://dbpedia.org/resource/Fed_Ex http://dbpedia.org/resource/FedEX http://dbpedia.org/resource/Fed-Ex http://dbpedia.org/resource/Fedex_Corp http://dbpedia.org/resource/Fedx http://dbpedia.org/resource/Fed-ex http://dbpedia.org/resource/Federal_Express_Corp http://dbpedia.org/resource/Federal_Express_Corporation http://dbpedia.org/resource/FedEx_Trade_Networks http://dbpedia.org/resource/FedEx http://dbpedia.org/resource/Watkins_Motor_Lines http://dbpedia.org/resource/FedEx_Corp. http://dbpedia.org/resource/Fedex_tracking http://dbpedia.org/resource/Federal_Express http://dbpedia.org/resource/Fedex http://dbpedia.org/resource/FEDEX http://dbpedia.org/resource/Fedex.com",8240,"Retail","http://dbpedia.org/resource/Retail_industry"
67,"H&M","http://dbpedia.org/resource/H&M http://dbpedia.org/resource/COS_by_H&M http://dbpedia.org/resource/H&M_Hennes_&_Mauritz_AB http://dbpedia.org/resource/Hm.com http://dbpedia.org/resource/Fashion_Against_AIDS http://dbpedia.org/resource/Hennes_og_mauritz http://dbpedia.org/resource/H_&_M http://dbpedia.org/resource/H&M_Hennes_&_Mauritz http://dbpedia.org/resource/Hennes_&_Mauritz_AB http://dbpedia.org/resource/H_&_M_Hennes_&_Mauritz_AB http://dbpedia.org/resource/H� http://dbpedia.org/resource/H&M http://dbpedia.org/resource/Hennes_&_Mauritz http://dbpedia.org/resource/H/M http://dbpedia.org/resource/H_and_M http://dbpedia.org/resource/Hennes_and_Mauritz http://dbpedia.org/resource/H&M_Hennes",8022,"Apparel","http://dbpedia.org/resource/Apparel_industry"
68,"State Farm","http://dbpedia.org/resource/State_Farm_Insurance http://dbpedia.org/resource/State_Farm_Bank http://dbpedia.org/resource/Jake_from_State_Farm http://dbpedia.org/resource/Snake_Farm_Insurance http://dbpedia.org/resource/State_Farm_Insurance_Cos http://dbpedia.org/resource/Raymond_Mecherle http://dbpedia.org/resource/State_Farm http://dbpedia.org/resource/State_Farm_Mutual_Insurance http://dbpedia.org/resource/State_Farm_Auto_Insurance http://dbpedia.org/resource/State_Farm_Insurance http://dbpedia.org/resource/Jake_from_Planet_State_Farm http://dbpedia.org/resource/State_Farm_Insurance_Cos. http://dbpedia.org/resource/State_Farm_Life_Insurance_Company http://dbpedia.org/resource/State_Farm_Investment_Management_Corporation http://dbpedia.org/resource/State_Farm_Insurance_Companies http://dbpedia.org/resource/State_Farm_Mutual_Automobile_Insurance_Company http://dbpedia.org/resource/State_Farm_Fire_and_Casualty_Company",7905,"Finance","http://dbpedia.org/resource/Finance_industry"
69,"IKEA","http://dbpedia.org/resource/IKEA http://dbpedia.org/resource/Inter_IKEA_Systems_B.V. http://dbpedia.org/resource/Verdana-gate http://dbpedia.org/resource/M�Ã�¶bel-IK�Ã�A http://dbpedia.org/resource/Inter_IKEA_Holding http://dbpedia.org/resource/IKEA_International_Group http://dbpedia.org/resource/IKEA_family http://dbpedia.org/resource/Ikea_International_Group http://dbpedia.org/resource/Ikea http://dbpedia.org/resource/IK�Ã�A http://dbpedia.org/resource/Inter_IKEA_Holding_S.A. http://dbpedia.org/resource/Boklok http://dbpedia.org/resource/Inter_IKEA_Systems http://dbpedia.org/resource/Verdanagate http://dbpedia.org/resource/IKEA_Family http://dbpedia.org/resource/Chuck_out_your_chintz http://dbpedia.org/resource/BoKlok http://dbpedia.org/resource/Ikea.com http://dbpedia.org/resource/IKEA http://dbpedia.org/resource/The_IKEA_International_Group http://dbpedia.org/resource/Inter_Ikea_Holding",7206,"Retail","http://dbpedia.org/resource/Retail_industry"
70,"JP Morgan","http://dbpedia.org/resource/JPMorgan_Chase http://dbpedia.org/resource/J._P._Morgan_Chase_and_Co. http://dbpedia.org/resource/J.P._Morgan_Chase_&_Company http://dbpedia.org/resource/J.P._Morgan_&_Co._Inc. http://dbpedia.org/resource/J._P._Morgan_Chase http://dbpedia.org/resource/EMC_Mortgage_Corporation http://dbpedia.org/resource/Jpmorgan_chase http://dbpedia.org/resource/JP_Morgan_Chase_and_Co. http://dbpedia.org/resource/JPMorgan_Chase_&_Co http://dbpedia.org/resource/J.P._Morgan_Chase_&_Co. http://dbpedia.org/resource/JPMorgan_Chase_Bank,_National_Association http://dbpedia.org/resource/JPMorgan_Chase http://dbpedia.org/resource/JPMorgan_Chase_Bank http://dbpedia.org/resource/J._P._Morgan_Bank http://dbpedia.org/resource/J.P.Morgan_Europe http://dbpedia.org/resource/JP_Morgan_Chase_and_Co http://dbpedia.org/resource/J_P_Morgan_Chase_Bank http://dbpedia.org/resource/Jpmorgan_Chase http://dbpedia.org/resource/JPMorgan http://dbpedia.org/resource/Jpmorgan_Chase_&_Co http://dbpedia.org/resource/JP_Morgan_Europe http://dbpedia.org/resource/Morgan_Chase http://dbpedia.org/resource/MorganChase http://dbpedia.org/resource/Morgan_and_Company http://dbpedia.org/resource/JP_Morgan_Chase_&_Co http://dbpedia.org/resource/JPMorgan_Europe http://dbpedia.org/resource/JPMoChase http://dbpedia.org/resource/J.P._Morgan_Chase_&_Co http://dbpedia.org/resource/J.P._Morgan_Chase_and_Co. http://dbpedia.org/resource/J.P._MorganChase http://dbpedia.org/resource/J.P._Morgan_Chase http://dbpedia.org/resource/JP_Morgan_Chase http://dbpedia.org/resource/J.P._Morgan_Chase_Bank http://dbpedia.org/resource/Jp_morgan_chase http://dbpedia.org/resource/NYSE:JPM http://dbpedia.org/resource/JP_MorganChase http://dbpedia.org/resource/JPMorgan_Chase_&_Company http://dbpedia.org/resource/JPMorgan_Chase_&_Co. http://dbpedia.org/resource/J.P._Morgan_Chase_Inc. http://dbpedia.org/resource/JP_Morgan_Chase_&_Co. http://dbpedia.org/resource/Collegiate_Funding_Services http://dbpedia.org/resource/J.P._MORGAN_CHASE_&_CO. http://dbpedia.org/resource/Jpmorgan http://dbpedia.org/resource/Beacon_Group http://dbpedia.org/resource/JPMorganChase",7078,"Finance","http://dbpedia.org/resource/Finance_industry"
71,"VW","http://dbpedia.org/resource/Volkswagen http://dbpedia.org/resource/Das_Auto http://dbpedia.org/resource/Volkswagon http://dbpedia.org/resource/VW_Motorsport http://dbpedia.org/resource/Vw http://dbpedia.org/resource/Volkswagen_France http://dbpedia.org/resource/VW http://dbpedia.org/resource/Volkswagen http://dbpedia.org/resource/V_W http://dbpedia.org/resource/Gas_Auto http://dbpedia.org/resource/Volkswagen_R http://dbpedia.org/resource/V.w. http://dbpedia.org/resource/Folkswagon http://dbpedia.org/resource/V.W. http://dbpedia.org/resource/Volkswagen_Roccan http://dbpedia.org/resource/Folksvagon http://dbpedia.org/resource/Lamando http://dbpedia.org/resource/Volks_wagen http://dbpedia.org/resource/Volkswagens http://dbpedia.org/resource/V-Dub",6793,"Cars","http://dbpedia.org/page/Automotive_industry"
72,"Siemens","http://dbpedia.org/resource/Siemens http://dbpedia.org/resource/Telegraphen-Bauanstalt_von_Siemens_&_Halske http://dbpedia.org/resource/Pyrotronics http://dbpedia.org/resource/Siemens_information_systems_ltd http://dbpedia.org/resource/Siemens_Solar http://dbpedia.org/resource/Siemens_VDO_Automotive http://dbpedia.org/resource/Simis_D http://dbpedia.org/resource/Siemens_A.G. http://dbpedia.org/resource/Seimens http://dbpedia.org/resource/UGS_PLM_Software http://dbpedia.org/resource/Siemens_(India) http://dbpedia.org/resource/Siemens_(Czech_Republic) http://dbpedia.org/resource/Siemens_Power_Ventures http://dbpedia.org/resource/Siemens_Norge http://dbpedia.org/resource/Siemens_and_Haske http://dbpedia.org/resource/Siemens http://dbpedia.org/resource/Structural_Dynamics_Research_Corporation http://dbpedia.org/resource/Siemens_AG http://dbpedia.org/resource/Siemens_K.K. http://dbpedia.org/resource/Cerberus_Pyrotronics http://dbpedia.org/resource/Siemens_Corporate_Research",6741,"Technology","http://dbpedia.org/resource/Technology"
73,"Cingular","http://dbpedia.org/resource/Cingular",6680,"Telecom","http://dbpedia.org/resource/Telecommunication"
