"Nickname","Nickname__URI","Team","Team__URI","BirthPlace","BirthPlace__URI"
"Easy","http://dbpedia.org/resource/Ed_Macauley","St. Louis Bombers (NBA)","http://dbpedia.org/resource/St._Louis_Bombers_(NBA)","St. Louis, Missouri","http://dbpedia.org/resource/St._Louis,_Missouri"
"Easy Edd","http://dbpedia.org/resource/Ed_Macauley","St. Louis Bombers (NBA))","http://dbpedia.org/resource/St._Louis_Bombers_(NBA)","St. Louis, Missouri","http://dbpedia.org/resource/St._Louis,_Missouri"
"Soocks","http://dbpedia.org/resource/Elliot_Perry","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Memphis, Tennessee","http://dbpedia.org/resource/Memphis,_Tennessee"
"E","http://dbpedia.org/resource/Elvin_Hayes","San Diego Rocketss","http://dbpedia.org/resource/San_Diego_Rockets","Rayville, Louisiana","http://dbpedia.org/resource/Rayville,_Louisiana"
"The Big EE","http://dbpedia.org/resource/Elvin_Hayes","San Diego Rocketss","http://dbpedia.org/resource/San_Diego_Rockets","Rayville, Louisiana","http://dbpedia.org/resource/Rayville,_Louisiana"
"The Bledshow","http://dbpedia.org/resource/Eric_Bledsoe","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Birmingham, Alabama","http://dbpedia.org/resource/Birmingham,_Alabama"
"Ghostface IIlya","http://dbpedia.org/resource/Ersan_İlyasova","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Eskişehir","http://dbpedia.org/resource/Eskişehir"
"Turkish Thunderr","http://dbpedia.org/resource/Ersan_İlyasova","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Eskişehir","http://dbpedia.org/resource/Eskişehir"
"FFat","http://dbpedia.org/resource/Fat_Lever","Portlannd Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Pine Bluff, Arkansas","http://dbpedia.org/resource/Pine_Bluff,_Arkansas"
"The French Prince","http://dbpedia.org/resource/Frank_Ntilikina","Strasbourg IGG","http://dbpedia.org/resource/Strasbourg_IG","Ixelles","http://dbpedia.org/resource/Ixelles"
"Downtown Freddie","http://dbpedia.org/resource/Fred_Brown_(basketball)","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Milwaukee, Wisconsin","http://dbpedia.org/resource/Milwaukee,_Wisconsin"
"Thhe Mayor","http://dbpedia.org/resource/Fred_Hoiberg","Minnesota Timberwolvves","http://dbpedia.org/resource/Minnesota_Timberwolves","Lincoln, Nebraska","http://dbpedia.org/resource/Lincoln,_Nebraska"
"FFurk the Turk","http://dbpedia.org/resource/Furkan_Korkmaz","Philadelphia 76erss","http://dbpedia.org/resource/Philadelphia_76ers","Bakırköy","http://dbpedia.org/resource/Bakırköy"
"GPP","http://dbpedia.org/resource/Gary_Payton","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"The Glove","http://dbpedia.org/resource/Gary_Payton","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"Icee","http://dbpedia.org/resource/George_Gervin","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Detroit","http://dbpedia.org/resource/Detroit"
"Iceberg Slimm","http://dbpedia.org/resource/George_Gervin","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Detroit","http://dbpedia.org/resource/Detroit"
"The Iceman","http://dbpedia.org/resource/George_Gervin","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Detroit","http://dbpedia.org/resource/Detroit"
"The Bllind Bomber","http://dbpedia.org/resource/George_Glamack","Grand Rapids Hornets","http://dbpedia.org/resource/Grand_Rapids_Hornets","Johnstown, Pennsylvania","http://dbpedia.org/resource/Johnstown,_Pennsylvania"
"Mr. Basketballl","http://dbpedia.org/resource/George_Mikan","Minneapolis Lakers","http://dbpedia.org/resource/Minneapolis_Lakers","Joliet, Illinois","http://dbpedia.org/resource/Joliet,_Illinois"
"The Big Numberr","http://dbpedia.org/resource/George_Mikan","Minneapolis Lakerss","http://dbpedia.org/resource/Minneapolis_Lakers","Joliet, Illinois","http://dbpedia.org/resource/Joliet,_Illinois"
"Crashh","http://dbpedia.org/resource/Gerald_Wallace","Sacramento Kingss","http://dbpedia.org/resource/Sacramento_Kings","Sylacauga, Alabama","http://dbpedia.org/resource/Sylacauga,_Alabama"
"G-Forcee","http://dbpedia.org/resource/Gerald_Wallace","Sacramentto Kings","http://dbpedia.org/resource/Sacramento_Kings","Sylacauga, Alabama","http://dbpedia.org/resource/Sylacauga,_Alabama"
"Greek Freakk","http://dbpedia.org/resource/Giannis_Antetokounmpo","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Athens","http://dbpedia.org/resource/Athens"
"The Alphabet","http://dbpedia.org/resource/Giannis_Antetokounmpo","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Athens","http://dbpedia.org/resource/Athens"
"Agent Zeroo","http://dbpedia.org/resource/Gilbert_Arenas","Golden  State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Black Presidentt","http://dbpedia.org/resource/Gilbert_Arenas","Gollden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Gil","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"High-Noon","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriorrs","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Nachoo","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"The Gambler","http://dbpedia.org/resource/Gilbert_Arenas","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"The Hiibachi","http://dbpedia.org/resource/Gilbert_Arenas","GGolden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Tampa, Florida","http://dbpedia.org/resource/Tampa,_Florida"
"Big Babyy","http://dbpedia.org/resource/Glen_Davis_(basketball)","Seattlee SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Baton Rouge, Louisiana","http://dbpedia.org/resource/Baton_Rouge,_Louisiana"
"Unoo-Uno","http://dbpedia.org/resource/Glen_Davis_(basketball)","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Baton Rouge, Louisiana","http://dbpedia.org/resource/Baton_Rouge,_Louisiana"
"Big Dogg","http://dbpedia.org/resource/Glenn_Robinson","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Gary, Indiana","http://dbpedia.org/resource/Gary,_Indiana"
"Goosee","http://dbpedia.org/resource/Goose_Tatum","Harlem Globetrotterss","http://dbpedia.org/resource/Harlem_Globetrotters","El Dorado, Arkansas","http://dbpedia.org/resource/El_Dorado,_Arkansas"
"Gold Dragonn","http://dbpedia.org/resource/Goran_Dragić","Miami Heat","http://dbpedia.org/resource/Miami_Heat","SR Slovenia","http://dbpedia.org/resource/SR_Slovenia"
"The Draggon","http://dbpedia.org/resource/Goran_Dragić","Miami Heatt","http://dbpedia.org/resource/Miami_Heat","SR Slovenia","http://dbpedia.org/resource/SR_Slovenia"
"GG","http://dbpedia.org/resource/Grant_Hill","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Dallas","http://dbpedia.org/resource/Dallas"
"G-money","http://dbpedia.org/resource/Grant_Hill","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Dallas","http://dbpedia.org/resource/Dallas"
"Speciall K","http://dbpedia.org/resource/Greg_Kelser","Detroit Pisttons","http://dbpedia.org/resource/Detroit_Pistons","Panama City, Florida","http://dbpedia.org/resource/Panama_City,_Florida"
"Moose","http://dbpedia.org/resource/Greg_Monroe","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","New Orleans, Louisiana","http://dbpedia.org/resource/New_Orleans,_Louisiana"
"The Dancing Bear","http://dbpedia.org/resource/Guerschon_Yabusele","Boston Celticss","http://dbpedia.org/resource/Boston_Celtics","Dreux","http://dbpedia.org/resource/Dreux"
"Honeycombb","http://dbpedia.org/resource/Gus_Johnson_(basketball)","Baltiimore Bullets (1963–73)","http://dbpedia.org/resource/Baltimore_Bullets_(1963–73)","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Dream","http://dbpedia.org/resource/Hakeem_Olajuwon","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Lagos","http://dbpedia.org/resource/Lagos"
"Happpy","http://dbpedia.org/resource/Happy_Hairston","Sacramento Kingss","http://dbpedia.org/resource/Sacramento_Kings","Winston-Salem, North Carolina","http://dbpedia.org/resource/Winston-Salem,_North_Carolina"
"Baby Jordann","http://dbpedia.org/resource/Harold_Miner","Miami Heatt","http://dbpedia.org/resource/Miami_Heat","Inglewood, California","http://dbpedia.org/resource/Inglewood,_California"
"The Black Falcon","http://dbpedia.org/resource/Harrison_Barnes","Sacramento Kingss","http://dbpedia.org/resource/Sacramento_Kings","Ames, Iowa","http://dbpedia.org/resource/Ames,_Iowa"
"The Horse","http://dbpedia.org/resource/Harry_Gallatin","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Roxana, Illinois","http://dbpedia.org/resource/Roxana,_Illinois"
"Lickfacee","http://dbpedia.org/resource/Henry_Sims","Utah Jazzz","http://dbpedia.org/resource/Utah_Jazz","Baltimore, Maryland","http://dbpedia.org/resource/Baltimore,_Maryland"
"Hot Rodd","http://dbpedia.org/resource/Hot_Rod_Hundley","Cincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","Charleston, West Virginia","http://dbpedia.org/resource/Charleston,_West_Virginia"
"Shuump","http://dbpedia.org/resource/Iman_Shumpert","New York  Knicks","http://dbpedia.org/resource/New_York_Knicks","Oak Park, Illinois","http://dbpedia.org/resource/Oak_Park,_Illinois"
"Cutss","http://dbpedia.org/resource/Isiah_Thomas","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Chicago","http://dbpedia.org/resource/Chicago"
"Thhe Baby-Faced Assassin","http://dbpedia.org/resource/Isiah_Thomas","Detroit Pisttons","http://dbpedia.org/resource/Detroit_Pistons","Chicago","http://dbpedia.org/resource/Chicago"
"Zekee","http://dbpedia.org/resource/Isiah_Thomas","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Chicago","http://dbpedia.org/resource/Chicago"
"JR Swishh","http://dbpedia.org/resource/J._R._Smith","New Orleans Hornets","http://dbpedia.org/resource/New_Orleans_Hornets","Freehold Borough, New Jersey","http://dbpedia.org/resource/Freehold_Borough,_New_Jersey"
"Big JJ","http://dbpedia.org/resource/Jahlil_Okafor","Philladelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Fort Smith, Arkansas","http://dbpedia.org/resource/Fort_Smith,_Arkansas"
"Jaah","http://dbpedia.org/resource/Jahlil_Okafor","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Fort Smith, Arkansas","http://dbpedia.org/resource/Fort_Smith,_Arkansas"
"Little Sullyy","http://dbpedia.org/resource/Jahlil_Okafor","Philladelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Fort Smith, Arkansas","http://dbpedia.org/resource/Fort_Smith,_Arkansas"
"Silk","http://dbpedia.org/resource/Jamaal_Wilkes","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Berkeley, California","http://dbpedia.org/resource/Berkeley,_California"
"Crawssover Crawfordd","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Sunss","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"J Crossover","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"L.A.'s Dance Instructor","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Sunss","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"Mr And-Onee","http://dbpedia.org/resource/Jamal_Crawford","Phoenix Sunss","http://dbpedia.org/resource/Phoenix_Suns","Seattle","http://dbpedia.org/resource/Seattle"
"The Blue Arrow","http://dbpedia.org/resource/Jamal_Murray","Denver Nuggetss","http://dbpedia.org/resource/Denver_Nuggets","Kitchener, Ontario","http://dbpedia.org/resource/Kitchener,_Ontario"
"Crib Midgett","http://dbpedia.org/resource/Jameer_Nelson","Denver Nuggetss","http://dbpedia.org/resource/Denver_Nuggets","Chester, Pennsylvania","http://dbpedia.org/resource/Chester,_Pennsylvania"
"Mighty Mousee","http://dbpedia.org/resource/Jameer_Nelson","Denver Nuggetss","http://dbpedia.org/resource/Denver_Nuggets","Chester, Pennsylvania","http://dbpedia.org/resource/Chester,_Pennsylvania"
"El Chapo","http://dbpedia.org/resource/James_Harden","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"The Beard","http://dbpedia.org/resource/James_Harden","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Capttain Late","http://dbpedia.org/resource/James_Silas","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Tallulah, Louisiana","http://dbpedia.org/resource/Tallulah,_Louisiana"
"The Late Mr. Silass","http://dbpedia.org/resource/James_Silas","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Tallulah, Louisiana","http://dbpedia.org/resource/Tallulah,_Louisiana"
"The Snakee","http://dbpedia.org/resource/James_Silas","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Tallulah, Louisiana","http://dbpedia.org/resource/Tallulah,_Louisiana"
"Big Game Jamess","http://dbpedia.org/resource/James_Worthy","Los Angeles Lakkers","http://dbpedia.org/resource/Los_Angeles_Lakers","Gastonia, North Carolina","http://dbpedia.org/resource/Gastonia,_North_Carolina"
"J-Kidd","http://dbpedia.org/resource/Jason_Kidd","New Yorrk Knicks","http://dbpedia.org/resource/New_York_Knicks","San Francisco","http://dbpedia.org/resource/San_Francisco"
"JETT","http://dbpedia.org/resource/Jason_Terry","Milwaukkee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Seattle","http://dbpedia.org/resource/Seattle"
"White Chocolate","http://dbpedia.org/resource/Jason_Williams_(basketball,_born_1975)","Sacramento Kingss","http://dbpedia.org/resource/Sacramento_Kings","Belle, West Virginia","http://dbpedia.org/resource/Belle,_West_Virginia"
"Iron Man","http://dbpedia.org/resource/Jeff_Green_(basketball)","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Cheverly, Maryland","http://dbpedia.org/resource/Cheverly,_Maryland"
"Uncle Jefff","http://dbpedia.org/resource/Jeff_Green_(basketball)","HHouston Rockets","http://dbpedia.org/resource/Houston_Rockets","Cheverly, Maryland","http://dbpedia.org/resource/Cheverly,_Maryland"
"J.OO","http://dbpedia.org/resource/Jermaine_O'Neal","Portland Trail Blazerss","http://dbpedia.org/resource/Portland_Trail_Blazers","Columbia, South Carolina","http://dbpedia.org/resource/Columbia,_South_Carolina"
"Junkyard Dog","http://dbpedia.org/resource/Jerome_Williams_(basketball)","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Houndd","http://dbpedia.org/resource/Jerry_Baskerville","New York Guard","http://dbpedia.org/resource/New_York_Guard","Pennsylvania","http://dbpedia.org/resource/Pennsylvania"
"Housee","http://dbpedia.org/resource/Jerry_Stackhouse","Philadelphia 76erss","http://dbpedia.org/resource/Philadelphia_76ers","Kinston, North Carolina","http://dbpedia.org/resource/Kinston,_North_Carolina"
"Stack","http://dbpedia.org/resource/Jerry_Stackhouse","Philadelpphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Kinston, North Carolina","http://dbpedia.org/resource/Kinston,_North_Carolina"
"Mr. Clutchh","http://dbpedia.org/resource/Jerry_West","Minneapolis Lakers","http://dbpedia.org/resource/Minneapolis_Lakers","Chelyan, West Virginia","http://dbpedia.org/resource/Chelyan,_West_Virginia"
"The Logoo","http://dbpedia.org/resource/Jerry_West","Minneapolis LLakers","http://dbpedia.org/resource/Minneapolis_Lakers","Chelyan, West Virginia","http://dbpedia.org/resource/Chelyan,_West_Virginia"
"Bad News","http://dbpedia.org/resource/Jim_Barnes_(basketball)","New York Knickss","http://dbpedia.org/resource/New_York_Knicks","Tuckerman, Arkansas","http://dbpedia.org/resource/Tuckerman,_Arkansas"
"Jungle Jimm","http://dbpedia.org/resource/Jim_Loscutoff","Bosston Celtics","http://dbpedia.org/resource/Boston_Celtics","San Francisco","http://dbpedia.org/resource/San_Francisco"
"Kangaroo Kidd","http://dbpedia.org/resource/Jim_Pollard","Chicago Stagss","http://dbpedia.org/resource/Chicago_Stags","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"Jellybeann","http://dbpedia.org/resource/Joe_Bryant","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"Jumping Joee","http://dbpedia.org/resource/Joe_Caldwell","Detroit Pistoons","http://dbpedia.org/resource/Detroit_Pistons","Texas City, Texas","http://dbpedia.org/resource/Texas_City,_Texas"
"Pogoo","http://dbpedia.org/resource/Joe_Caldwell","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Texas City, Texas","http://dbpedia.org/resource/Texas_City,_Texas"
"The Processs","http://dbpedia.org/resource/Joel_Embiid","Philadelphia 76erss","http://dbpedia.org/resource/Philadelphia_76ers","Yaoundé","http://dbpedia.org/resource/Yaoundé"
"Vanilla Gorilla","http://dbpedia.org/resource/Joel_Przybilla","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Monticello, Minnesota","http://dbpedia.org/resource/Monticello,_Minnesota"
"Hot Rod","http://dbpedia.org/resource/John_%22Hot_Rod%22_Williams","Cleveland Cavalierss","http://dbpedia.org/resource/Cleveland_Cavaliers","Sorrento, Louisiana","http://dbpedia.org/resource/Sorrento,_Louisiana"
"Hondo","http://dbpedia.org/resource/John_Havlicek","Boston Celticss","http://dbpedia.org/resource/Boston_Celtics","Martins Ferry, Ohio","http://dbpedia.org/resource/Martins_Ferry,_Ohio"
"Spiderr","http://dbpedia.org/resource/John_Salley","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"Hott Plate","http://dbpedia.org/resource/John_Williams_(basketball,_born_1966)","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Red","http://dbpedia.org/resource/Johnny_Kerr","Syracuse Nationals","http://dbpedia.org/resource/Syracuse_Nationals","Chicago, Illinois","http://dbpedia.org/resource/Chicago,_Illinois"
"The Brockness Monster","http://dbpedia.org/resource/Jon_Brockman","Portland Trail Blazerss","http://dbpedia.org/resource/Portland_Trail_Blazers","Snohomish, Washington","http://dbpedia.org/resource/Snohomish,_Washington"
"Jonny  Mac","http://dbpedia.org/resource/Jon_McGlocklin","Cincinnati RRoyals","http://dbpedia.org/resource/Cincinnati_Royals","Franklin, Indiana","http://dbpedia.org/resource/Franklin,_Indiana"
"The Jewish Jordann","http://dbpedia.org/resource/Jon_Scheyer","Duke Blue Devils men's basketball","http://dbpedia.org/resource/Duke_Blue_Devils_men's_basketball","Northbrook, Illinois","http://dbpedia.org/resource/Northbrook,_Illinois"
"Juice","http://dbpedia.org/resource/Jonathon_Simmons","San Antonio Spurss","http://dbpedia.org/resource/San_Antonio_Spurs","Houston","http://dbpedia.org/resource/Houston"
"J-Miick","http://dbpedia.org/resource/Jordan_Mickey","Bostoon Celtics","http://dbpedia.org/resource/Boston_Celtics","Dallas","http://dbpedia.org/resource/Dallas"
"J-Smoovee","http://dbpedia.org/resource/Josh_Smith","Atlanta Hawkss","http://dbpedia.org/resource/Atlanta_Hawks","College Park, Georgia","http://dbpedia.org/resource/College_Park,_Georgia"
"Juancho","http://dbpedia.org/resource/Juan_Hernangómez","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Madrid","http://dbpedia.org/resource/Madrid"
"Dr. JJ","http://dbpedia.org/resource/Julius_Erving","Milwaukee Buccks","http://dbpedia.org/resource/Milwaukee_Bucks","New York City","http://dbpedia.org/resource/New_York_City"
"The Black Pantherr","http://dbpedia.org/resource/Julius_Randle","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Dallas","http://dbpedia.org/resource/Dallas"
"The Bosnian Beastt","http://dbpedia.org/resource/Jusuf_Nurkić","Chicago Bullss","http://dbpedia.org/resource/Chicago_Bulls","Tuzla","http://dbpedia.org/resource/Tuzla"
"A","http://dbpedia.org/resource/Kareem_Abdul-Jabbar","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","New York City","http://dbpedia.org/resource/New_York_City"
"The Captainn","http://dbpedia.org/resource/Kareem_Abdul-Jabbar","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","New York City","http://dbpedia.org/resource/New_York_City"
"The Maiilman","http://dbpedia.org/resource/Karl_Malone","Utah Jaazz","http://dbpedia.org/resource/Utah_Jazz","Summerfield, Louisiana","http://dbpedia.org/resource/Summerfield,_Louisiana"
"Big KATT","http://dbpedia.org/resource/Karl-Anthony_Towns","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Piscataway, New Jersey","http://dbpedia.org/resource/Piscataway,_New_Jersey"
"Special-KK","http://dbpedia.org/resource/Karl-Anthony_Towns","Minnesota Timmberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Piscataway, New Jersey","http://dbpedia.org/resource/Piscataway,_New_Jersey"
"The Big Meoww","http://dbpedia.org/resource/Karl-Anthony_Towns","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Piscataway, New Jersey","http://dbpedia.org/resource/Piscataway,_New_Jersey"
"Sugar K","http://dbpedia.org/resource/Kawhi_Leonard","Indiana Pacerss","http://dbpedia.org/resource/Indiana_Pacers","Riverside, California","http://dbpedia.org/resource/Riverside,_California"
"The Claw","http://dbpedia.org/resource/Kawhi_Leonard","Indiana Pacerss","http://dbpedia.org/resource/Indiana_Pacers","Riverside, California","http://dbpedia.org/resource/Riverside,_California"
"Wave Papii","http://dbpedia.org/resource/Kelly_Oubre_Jr.","Atlanta Hawkss","http://dbpedia.org/resource/Atlanta_Hawks","New Orleans","http://dbpedia.org/resource/New_Orleans"
"Caardiac Kemba","http://dbpedia.org/resource/Kemba_Walker","Charlotte Horrnets","http://dbpedia.org/resource/Charlotte_Hornets","The Bronx","http://dbpedia.org/resource/The_Bronx"
"The Manimall","http://dbpedia.org/resource/Ken_Bannister","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Baltimore","http://dbpedia.org/resource/Baltimore"
"The Jet","http://dbpedia.org/resource/Kenny_Smith","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Queens, New York","http://dbpedia.org/resource/Queens,_New_York"
"KCPP","http://dbpedia.org/resource/Kentavious_Caldwell-Pope","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Thomaston, Georgia","http://dbpedia.org/resource/Thomaston,_Georgia"
"K-Martt","http://dbpedia.org/resource/Kenyon_Martin","New Jersey Netss","http://dbpedia.org/resource/New_Jersey_Nets","Saginaw, Michigan","http://dbpedia.org/resource/Saginaw,_Michigan"
"Durantulaa","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"KDD","http://dbpedia.org/resource/Kevin_Durant","Seattle SupperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Slim Reaperr","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Snakee","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"The Servant","http://dbpedia.org/resource/Kevin_Durant","Seattle SuperSonicss","http://dbpedia.org/resource/Seattle_SuperSonics","Washington, D.C.","http://dbpedia.org/resource/Washington,_D.C."
"Bigg Ticket","http://dbpedia.org/resource/Kevin_Garnett","Minnesota Timberwolvess","http://dbpedia.org/resource/Minnesota_Timberwolves","Greenville, South Carolina","http://dbpedia.org/resource/Greenville,_South_Carolina"
"KG","http://dbpedia.org/resource/Kevin_Garnett","Minnesota Timberwolvess","http://dbpedia.org/resource/Minnesota_Timberwolves","Greenville, South Carolina","http://dbpedia.org/resource/Greenville,_South_Carolina"
"The Kidd","http://dbpedia.org/resource/Kevin_Garnett","Minnesota Timberwolvess","http://dbpedia.org/resource/Minnesota_Timberwolves","Greenville, South Carolina","http://dbpedia.org/resource/Greenville,_South_Carolina"
"The Blaack Hole","http://dbpedia.org/resource/Kevin_McHale_(basketball)","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Hibbing, Minnesota","http://dbpedia.org/resource/Hibbing,_Minnesota"
"Herman Munsterr","http://dbpedia.org/resource/Kevin_McHale_(basketball)","Boston Celticcs","http://dbpedia.org/resource/Boston_Celtics","Hibbing, Minnesota","http://dbpedia.org/resource/Hibbing,_Minnesota"
"Little Drummer Boyy","http://dbpedia.org/resource/Kevin_Porter_(basketball)","Baltimore Bullets (1963–73))","http://dbpedia.org/resource/Baltimore_Bullets_(1963–73)","Chicago","http://dbpedia.org/resource/Chicago"
"Man Bear Pigg","http://dbpedia.org/resource/Kevin_Séraphin","Chicago Bullss","http://dbpedia.org/resource/Chicago_Bulls","Cayenne","http://dbpedia.org/resource/Cayenne"
"Black Mambaa","http://dbpedia.org/resource/Kobe_Bryant","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"KBB-24","http://dbpedia.org/resource/Kobe_Bryant","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"Vino","http://dbpedia.org/resource/Kobe_Bryant","Charlotte Hornetss","http://dbpedia.org/resource/Charlotte_Hornets","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"Big Sexy","http://dbpedia.org/resource/Kurt_Thomas_(basketball)","Miami Heatt","http://dbpedia.org/resource/Miami_Heat","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"Diirty Kurt","http://dbpedia.org/resource/Kurt_Thomas_(basketball)","Miami Heatt","http://dbpedia.org/resource/Miami_Heat","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"Mid Lifee","http://dbpedia.org/resource/Kurt_Thomas_(basketball)","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
