"publisher","publisher__URI","videogame","videogame__URI","genre","genre__URI","platform","platform__URI","releaseDate"
"2K Sports","http://dbpedia.org/resource/2K_Sports","NBA 2K14","http://dbpedia.org/resource/NBA_2K14","Sports game","http://dbpedia.org/resource/Sports_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1922-11-13"
"2K Sports","http://dbpedia.org/resource/2K_Sports","NBA 2K144","http://dbpedia.org/resource/NBA_2K14","Sports game","http://dbpedia.org/resource/Sports_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1929-11-13"
"Deep Silver","http://dbpedia.org/resource/Deep_Silver","Mighty No.  9","http://dbpedia.org/resource/Mighty_No._9","Action game","http://dbpedia.org/resource/Action_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1924-06-16"
"Feral Interactive","http://dbpedia.org/resource/Feral_Interactive","Battlestations: Midwayy","http://dbpedia.org/resource/Battlestations:_Midway","Action game","http://dbpedia.org/resource/Action_game","Xbox One","http://dbpedia.org/resource/Xbox_One","2007-01-30"
"2K Games","http://dbpedia.org/resource/2K_Games","Borderlands: The Handsome Collectionn","http://dbpedia.org/resource/Borderlands:_The_Handsome_Collection","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox One","http://dbpedia.org/resource/Xbox_One","1927-03-15"
"Deep Silver","http://dbpedia.org/resource/Deep_Silver","Metro 20333 (video game)","http://dbpedia.org/resource/Metro_2033_(video_game)","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox One","http://dbpedia.org/resource/Xbox_One","1929-08-14"
"2K Games","http://dbpedia.org/resource/2K_Games","Borderlands 22","http://dbpedia.org/resource/Borderlands_2","First-person shooter","http://dbpedia.org/resource/First-person_shooter","Xbox One","http://dbpedia.org/resource/Xbox_One","1930-05-14"
"Deep Silver","http://dbpedia.org/resource/Deep_Silver","Mighty No. 99","http://dbpedia.org/resource/Mighty_No._9","Platform game","http://dbpedia.org/resource/Platform_game","Xbox One","http://dbpedia.org/resource/Xbox_One","1924-06-16"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Michonnee","http://dbpedia.org/resource/The_Walking_Dead:_Michonne","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox One","http://dbpedia.org/resource/Xbox_One","1929-03-02"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox One","http://dbpedia.org/resource/Xbox_One","1923-07-14"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Season Twoo","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox One","http://dbpedia.org/resource/Xbox_One","1927-08-14"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","The Walking Dead: Seasson Two","http://dbpedia.org/resource/The_Walking_Dead:_Season_Two","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox One","http://dbpedia.org/resource/Xbox_One","1931-10-14"
"Telltale Games","http://dbpedia.org/resource/Telltale_Games","Thee Walking Dead (video game)","http://dbpedia.org/resource/The_Walking_Dead_(video_game)","Interactive movie","http://dbpedia.org/resource/Interactive_movie","Xbox One","http://dbpedia.org/resource/Xbox_One","1925-04-12"
"Feral Interactive","http://dbpedia.org/resource/Feral_Interactive","Battlestations: Midwayy","http://dbpedia.org/resource/Battlestations:_Midway","Real-time tactics","http://dbpedia.org/resource/Real-time_tactics","Xbox One","http://dbpedia.org/resource/Xbox_One","2007-01-30"
"Deep Silver","http://dbpedia.org/resource/Deep_Silver","Metro 2033 (video game))","http://dbpedia.org/resource/Metro_2033_(video_game)","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox One","http://dbpedia.org/resource/Xbox_One","1929-08-14"
"Blue Isle Studios","http://dbpedia.org/resource/Blue_Isle_Studios","Slender: The Arrivall","http://dbpedia.org/resource/Slender:_The_Arrival","Survival horror","http://dbpedia.org/resource/Survival_horror","Xbox One","http://dbpedia.org/resource/Xbox_One","1924-09-14"
"Bandai Namco Entertainment","http://dbpedia.org/resource/Bandai_Namco_Entertainment","JoJo's Bizarre Adventure: Eyes of Heavenn","http://dbpedia.org/resource/JoJo's_Bizarre_Adventure:_Eyes_of_Heaven","Fighting game","http://dbpedia.org/resource/Fighting_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1928-06-15"
"Sega","http://dbpedia.org/resource/Sega","Hatsune Miku: Project DIVA X","http://dbpedia.org/resource/Hatsune_Miku:_Project_DIVA_X","Rhythm game","http://dbpedia.org/resource/Rhythm_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1930-08-16"
"Loot Interactive","http://dbpedia.org/resource/Loot_Interactive","Whispering Willows","http://dbpedia.org/resource/Whispering_Willows","Adventure game","http://dbpedia.org/resource/Adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1930-06-15"
"JoWooD Entertainment","http://dbpedia.org/resource/JoWooD_Entertainment","Arcania: Gothic  4","http://dbpedia.org/resource/Arcania:_Gothic_4","Action role-playing video game","http://dbpedia.org/resource/Action_role-playing_video_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1930-08-13"
"Activision","http://dbpedia.org/resource/Activision","Prototype 2","http://dbpedia.org/resource/Prototype_2","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1927-07-12"
"Capcom","http://dbpedia.org/resource/Capcom","Devvil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1923-06-15"
"Capcom","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","2008-01-31"
"Capcom","http://dbpedia.org/resource/Capcom","Deevil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","2008-07-08"
"Sega","http://dbpedia.org/resource/Sega","Yakuza (video game))","http://dbpedia.org/resource/Yakuza_(video_game)","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","2005-12-08"
"Crave Entertainment","http://dbpedia.org/resource/Crave_Entertainment","Brunswick Pro Bowlingg","http://dbpedia.org/resource/Brunswick_Pro_Bowling","Bowling","http://dbpedia.org/resource/Bowling","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1921-09-07"
"LucasArts","http://dbpedia.org/resource/LucasArts","Full Throttle (1995 video game))","http://dbpedia.org/resource/Full_Throttle_(1995_video_game)","Graphic adventure game","http://dbpedia.org/resource/Graphic_adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1995-04-30"
"Double Fine Productions","http://dbpedia.org/resource/Double_Fine_Productions","Full Throttle (1995 video game))","http://dbpedia.org/resource/Full_Throttle_(1995_video_game)","Graphic adventure game","http://dbpedia.org/resource/Graphic_adventure_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1995-04-30"
"Crave Entertainment","http://dbpedia.org/resource/Crave_Entertainment","Brunswick Pro Bowlingg","http://dbpedia.org/resource/Brunswick_Pro_Bowling","Sports","http://dbpedia.org/resource/Sports","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1921-09-07"
"Capcom","http://dbpedia.org/resource/Capcom","Dead Rising (video ggame)","http://dbpedia.org/resource/Dead_Rising_(video_game)","Beat 'em up","http://dbpedia.org/resource/Beat_'em_up","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","2006-08-08"
"Kalypso Media","http://dbpedia.org/resource/Kalypso_Media","Tropico 5","http://dbpedia.org/resource/Tropico_5","Government simulation game","http://dbpedia.org/resource/Government_simulation_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1927-05-16"
"Bandai Namco Entertainment","http://dbpedia.org/resource/Bandai_Namco_Entertainment","Saint Seiya: Soldiers' Soull","http://dbpedia.org/resource/Saint_Seiya:_Soldiers'_Soul","Versus fighting game","http://dbpedia.org/resource/Versus_fighting_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1925-09-15"
"Kalypso Media","http://dbpedia.org/resource/Kalypso_Media","Dungeons 2","http://dbpedia.org/resource/Dungeons_2","Simulation video game","http://dbpedia.org/resource/Simulation_video_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1927-05-16"
"Capcom","http://dbpedia.org/resource/Capcom","Resident Evill 5","http://dbpedia.org/resource/Resident_Evil_5","Third-person shooter","http://dbpedia.org/resource/Third-person_shooter","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","2009-03-05"
"Bandai Namco Entertainment","http://dbpedia.org/resource/Bandai_Namco_Entertainment","One Piece: Pirate Warriors 33","http://dbpedia.org/resource/One_Piece:_Pirate_Warriors_3","Action game","http://dbpedia.org/resource/Action_game","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1925-08-15"
"Kalypso Media","http://dbpedia.org/resource/Kalypso_Media","Tropico  5","http://dbpedia.org/resource/Tropico_5","Construction and management simulation","http://dbpedia.org/resource/Construction_and_management_simulation","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1927-05-16"
"Capcom","http://dbpedia.org/resource/Capcom","Devil May Cry 4","http://dbpedia.org/resource/Devil_May_Cry_4","Hack and slash","http://dbpedia.org/resource/Hack_and_slash","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","1923-06-15"
"Capcom","http://dbpedia.org/resource/Capcom","Devil May Cry 44","http://dbpedia.org/resource/Devil_May_Cry_4","Hack and slash","http://dbpedia.org/resource/Hack_and_slash","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","2008-01-31"
"Capcom","http://dbpedia.org/resource/Capcom","Devil May Cry 44","http://dbpedia.org/resource/Devil_May_Cry_4","Hack and slash","http://dbpedia.org/resource/Hack_and_slash","PlayStation 4","http://dbpedia.org/resource/PlayStation_4","2008-07-08"
"Capcom","http://dbpedia.org/resource/Capcom","Street Figghter IV","http://dbpedia.org/resource/Street_Fighter_IV","Fighting game","http://dbpedia.org/resource/Fighting_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-07-18"
"Capcom","http://dbpedia.org/resource/Capcom","Street Fighter IVV","http://dbpedia.org/resource/Street_Fighter_IV","Fighting game","http://dbpedia.org/resource/Fighting_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-02-12"
"Capcom","http://dbpedia.org/resource/Capcom","Street Fighter IVV","http://dbpedia.org/resource/Street_Fighter_IV","Fighting game","http://dbpedia.org/resource/Fighting_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-02-17"
"Capcom","http://dbpedia.org/resource/Capcom","Street Fighter IV","http://dbpedia.org/resource/Street_Fighter_IV","Fighting game","http://dbpedia.org/resource/Fighting_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-02-20"
"Capcom","http://dbpedia.org/resource/Capcom","Street Fighter IV","http://dbpedia.org/resource/Street_Fighter_IV","Fighting game","http://dbpedia.org/resource/Fighting_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-07-02"
"Capcom","http://dbpedia.org/resource/Capcom","Street Fighter IIV","http://dbpedia.org/resource/Street_Fighter_IV","Fighting game","http://dbpedia.org/resource/Fighting_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-07-03"
"Capcom","http://dbpedia.org/resource/Capcom","Street  Fighter IV","http://dbpedia.org/resource/Street_Fighter_IV","Fighting game","http://dbpedia.org/resource/Fighting_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-07-07"
"Activision","http://dbpedia.org/resource/Activision","Angry Birds Trilogyy","http://dbpedia.org/resource/Angry_Birds_Trilogy","Puzzle video game","http://dbpedia.org/resource/Puzzle_video_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1928-09-12"
"Sega","http://dbpedia.org/resource/Sega","Crush (video gaame)","http://dbpedia.org/resource/Crush_(video_game)","Puzzle video game","http://dbpedia.org/resource/Puzzle_video_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1929-05-07"
"Capcom","http://dbpedia.org/resource/Capcom","Toki Torii","http://dbpedia.org/resource/Toki_Tori","Puzzle video game","http://dbpedia.org/resource/Puzzle_video_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2001-09-12"
"Nintendo","http://dbpedia.org/resource/Nintendo","Nintendo Video","http://dbpedia.org/resource/Nintendo_Video","Video","http://dbpedia.org/resource/Video","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1921-07-11"
"Nintendo","http://dbpedia.org/resource/Nintendo","Advance Wars: Days of Ruinn","http://dbpedia.org/resource/Advance_Wars:_Days_of_Ruin","Turn-based tactics","http://dbpedia.org/resource/Turn-based_tactics","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1925-01-08"
"2K Play","http://dbpedia.org/resource/2K_Play","Nicktoons MLBB","http://dbpedia.org/resource/Nicktoons_MLB","Baseball game","http://dbpedia.org/resource/Baseball_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1921-10-11"
"Aksys Games","http://dbpedia.org/resource/Aksys_Games","Bit..Trip Void","http://dbpedia.org/resource/Bit.Trip_Void","Rhythm game","http://dbpedia.org/resource/Rhythm_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1923-11-09"
"Nintendo","http://dbpedia.org/resource/Nintendo","HarrmoKnight","http://dbpedia.org/resource/HarmoKnight","Rhythm game","http://dbpedia.org/resource/Rhythm_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1928-03-12"
"Nintendo","http://dbpedia.org/resource/Nintendo","WaarioWare: Touched!","http://dbpedia.org/resource/WarioWare:_Touched!","Rhythm game","http://dbpedia.org/resource/Rhythm_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1931-03-16"
"Big Fish Games","http://dbpedia.org/resource/Big_Fish_Games","Mystery Case Files: Return to Ravenhearstt","http://dbpedia.org/resource/Mystery_Case_Files:_Return_to_Ravenhearst","Adventure game","http://dbpedia.org/resource/Adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-11-27"
"Nicalis","http://dbpedia.org/resource/Nicalis","1001 Spikkes","http://dbpedia.org/resource/1001_Spikes","Adventure game","http://dbpedia.org/resource/Adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1925-11-14"
"Big Fish Games","http://dbpedia.org/resource/Big_Fish_Games","Mystery Case Files: Ravvenhearst","http://dbpedia.org/resource/Mystery_Case_Files:_Ravenhearst","Adventure game","http://dbpedia.org/resource/Adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2006-12-15"
"Capcom","http://dbpedia.org/resource/Capcom","Phoenix  Wright: Ace Attorney − Dual Destinies","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_−_Dual_Destinies","Adventure game","http://dbpedia.org/resource/Adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1924-10-13"
"Capcom","http://dbpedia.org/resource/Capcom","Phoenix Wright: Ace Attorney − Trials and Tribulations","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_−_Trials_and_Tribulations","Adventure game","http://dbpedia.org/resource/Adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1923-10-07"
"Nintendo","http://dbpedia.org/resource/Nintendo","Chibi-Robo! (series))","http://dbpedia.org/resource/Chibi-Robo!_(series)","Adventure game","http://dbpedia.org/resource/Adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-07-23"
"Capcom","http://dbpedia.org/resource/Capcom","Phoenix Wright: Ace Attorney − Dual Destinies","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_−_Dual_Destinies","Visual novel","http://dbpedia.org/resource/Visual_novel","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1924-10-13"
"Capcom","http://dbpedia.org/resource/Capcom","Phoenix Wrright: Ace Attorney − Trials and Tribulations","http://dbpedia.org/resource/Phoenix_Wright:_Ace_Attorney_−_Trials_and_Tribulations","Visual novel","http://dbpedia.org/resource/Visual_novel","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1923-10-07"
"Interchannel","http://dbpedia.org/resource/Interchannel","CCuldcept","http://dbpedia.org/resource/Culdcept","Board game","http://dbpedia.org/resource/Board_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1997-10-30"
"Interchannel","http://dbpedia.org/resource/Interchannel","Cuuldcept","http://dbpedia.org/resource/Culdcept","Board game","http://dbpedia.org/resource/Board_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1999-05-01"
"Interchannel","http://dbpedia.org/resource/Interchannel","Culldcept","http://dbpedia.org/resource/Culdcept","Board game","http://dbpedia.org/resource/Board_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2003-12-04"
"Interchannel","http://dbpedia.org/resource/Interchannel","Culddcept","http://dbpedia.org/resource/Culdcept","Board game","http://dbpedia.org/resource/Board_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-10-16"
"Interchannel","http://dbpedia.org/resource/Interchannel","Culdcept","http://dbpedia.org/resource/Culdcept","Board game","http://dbpedia.org/resource/Board_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-11-26"
"Sega","http://dbpedia.org/resource/Sega","Super Monkey Ball 3DD","http://dbpedia.org/resource/Super_Monkey_Ball_3D","Party","http://dbpedia.org/resource/Party","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1925-03-11"
"Sega","http://dbpedia.org/resource/Sega","Ecco the Dolphin","http://dbpedia.org/resource/Ecco_the_Dolphin","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1996-12-13"
"Activision","http://dbpedia.org/resource/Activision","Transformers: Dark of thhe Moon (video game)","http://dbpedia.org/resource/Transformers:_Dark_of_the_Moon_(video_game)","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1924-06-11"
"Activision","http://dbpedia.org/resource/Activision","SpongeBob SquarePants: Plankton's Robotic Revenge","http://dbpedia.org/resource/SpongeBob_SquarePants:_Plankton's_Robotic_Revenge","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1922-10-13"
"Sega","http://dbpedia.org/resource/Sega","Sonic Generationss","http://dbpedia.org/resource/Sonic_Generations","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1925-11-11"
"Nintendo","http://dbpedia.org/resource/Nintendo","The Legend of Zelda: The Minish Cap","http://dbpedia.org/resource/The_Legend_of_Zelda:_The_Minish_Cap","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2004-11-04"
"Sega","http://dbpedia.org/resource/Sega","Sonic Boom: Shattered Crystall","http://dbpedia.org/resource/Sonic_Boom:_Shattered_Crystal","Action-adventure game","http://dbpedia.org/resource/Action-adventure_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1921-11-14"
"Big Fish Games","http://dbpedia.org/resource/Big_Fish_Games","Mystery Case Files: Return to Ravenhearstt","http://dbpedia.org/resource/Mystery_Case_Files:_Return_to_Ravenhearst","Puzzle game","http://dbpedia.org/resource/Puzzle_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-11-27"
"Big Fish Games","http://dbpedia.org/resource/Big_Fish_Games","Mystery Case Files: Ravenhearst","http://dbpedia.org/resource/Mystery_Case_Files:_Ravenhearst","Puzzle game","http://dbpedia.org/resource/Puzzle_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2006-12-15"
"Nintendo","http://dbpedia.org/resource/Nintendo","Kersploosh!","http://dbpedia.org/resource/Kersploosh!","Puzzle game","http://dbpedia.org/resource/Puzzle_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1928-02-13"
"MumboJumbo","http://dbpedia.org/resource/MumboJumbo","Luxor: Quest forr the Afterlife","http://dbpedia.org/resource/Luxor:_Quest_for_the_Afterlife","Puzzle game","http://dbpedia.org/resource/Puzzle_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-11-11"
"Nintendo","http://dbpedia.org/resource/Nintendo","BoxBoxBoy!!","http://dbpedia.org/resource/BoxBoxBoy!","Puzzle game","http://dbpedia.org/resource/Puzzle_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1930-06-16"
"Sega","http://dbpedia.org/resource/Sega","Captain America: Super Soldier","http://dbpedia.org/resource/Captain_America:_Super_Soldier","Beat 'em up","http://dbpedia.org/resource/Beat_'em_up","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1925-10-11"
"The Pokémon Company","http://dbpedia.org/resource/The_Pokémon_Company","Pokémon Rumble Blastt","http://dbpedia.org/resource/Pokémon_Rumble_Blast","Beat 'em up","http://dbpedia.org/resource/Beat_'em_up","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1924-10-11"
"Nicalis","http://dbpedia.org/resource/Nicalis","Ikachann","http://dbpedia.org/resource/Ikachan","Metroidvania","http://dbpedia.org/resource/Metroidvania","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2000-06-23"
"Nintendo","http://dbpedia.org/resource/Nintendo","Style Savvy: Trendsetters","http://dbpedia.org/resource/Style_Savvy:_Trendsetters","Simulation video game","http://dbpedia.org/resource/Simulation_video_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1922-10-12"
"Activision","http://dbpedia.org/resource/Activision","SpongeBob SquarePants: Plankton's Robotic Revenge","http://dbpedia.org/resource/SpongeBob_SquarePants:_Plankton's_Robotic_Revenge","Third-person shooter","http://dbpedia.org/resource/Third-person_shooter","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1922-10-13"
"Crave Entertainment","http://dbpedia.org/resource/Crave_Entertainment","Pinball Hall of Fame: The Williams Collection","http://dbpedia.org/resource/Pinball_Hall_of_Fame:_The_Williams_Collection","Pinball","http://dbpedia.org/resource/Pinball","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-02-26"
"Crave Entertainment","http://dbpedia.org/resource/Crave_Entertainment","Pinball Hall of Fame: The Williams CCollection","http://dbpedia.org/resource/Pinball_Hall_of_Fame:_The_Williams_Collection","Pinball","http://dbpedia.org/resource/Pinball","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-09-22"
"Zen Studios","http://dbpedia.org/resource/Zen_Studios","Marvel Pinnball","http://dbpedia.org/resource/Marvel_Pinball","Pinball","http://dbpedia.org/resource/Pinball","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1928-06-12"
"Zen Studios","http://dbpedia.org/resource/Zen_Studios","Zen Pinballl","http://dbpedia.org/resource/Zen_Pinball","Pinball","http://dbpedia.org/resource/Pinball","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-07-07"
"Zen Studios","http://dbpedia.org/resource/Zen_Studios","Zen Pinball","http://dbpedia.org/resource/Zen_Pinball","Pinball","http://dbpedia.org/resource/Pinball","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2008-10-31"
"Zen Studios","http://dbpedia.org/resource/Zen_Studios","Zen Pinball","http://dbpedia.org/resource/Zen_Pinball","Pinball","http://dbpedia.org/resource/Pinball","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2009-05-14"
"Aksys Games","http://dbpedia.org/resource/Aksys_Games","Family Table Tenniss","http://dbpedia.org/resource/Family_Table_Tennis","Sports game","http://dbpedia.org/resource/Sports_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1926-05-08"
"Nintendo","http://dbpedia.org/resource/Nintendo","BoxBoxBoy!","http://dbpedia.org/resource/BoxBoxBoy!","Platformer","http://dbpedia.org/resource/Platformer","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1930-06-16"
"Nintendo","http://dbpedia.org/resource/Nintendo","Kirby's Adventuree","http://dbpedia.org/resource/Kirby's_Adventure","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1926-09-02"
"Nintendo","http://dbpedia.org/resource/Nintendo","Kirby's Adventuree","http://dbpedia.org/resource/Kirby's_Adventure","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1993-03-23"
"Nintendo","http://dbpedia.org/resource/Nintendo","Kid Icaruss","http://dbpedia.org/resource/Kid_Icarus","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1986-12-19"
"Aksys Games","http://dbpedia.org/resource/Aksys_Games","Bit.Trip Core","http://dbpedia.org/resource/Bit.Trip_Core","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1921-08-09"
"Sega","http://dbpedia.org/resource/Sega","Captain America: Supper Soldier","http://dbpedia.org/resource/Captain_America:_Super_Soldier","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1925-10-11"
"Aksys Games","http://dbpedia.org/resource/Aksys_Games","Bit.Trip Beatt","http://dbpedia.org/resource/Bit.Trip_Beat","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1928-04-09"
"Nintendo","http://dbpedia.org/resource/Nintendo","WarioWare: Touched!!","http://dbpedia.org/resource/WarioWare:_Touched!","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1931-03-16"
"Sega","http://dbpedia.org/resource/Sega","Thor: God of Thunderr","http://dbpedia.org/resource/Thor:_God_of_Thunder","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1930-04-11"
"Aksys Games","http://dbpedia.org/resource/Aksys_Games","Bit.Trip Fluxx","http://dbpedia.org/resource/Bit.Trip_Flux","Action game","http://dbpedia.org/resource/Action_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1925-02-11"
"Interchannel","http://dbpedia.org/resource/Interchannel","Culdcept","http://dbpedia.org/resource/Culdcept","Collectible card game","http://dbpedia.org/resource/Collectible_card_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1997-10-30"
"Interchannel","http://dbpedia.org/resource/Interchannel","Culdcept","http://dbpedia.org/resource/Culdcept","Collectible card game","http://dbpedia.org/resource/Collectible_card_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","1999-05-01"
"Interchannel","http://dbpedia.org/resource/Interchannel","Culdceptt","http://dbpedia.org/resource/Culdcept","Collectible card game","http://dbpedia.org/resource/Collectible_card_game","Nintendo 3DS","http://dbpedia.org/resource/Nintendo_3DS","2003-12-04"
