"manufacturer","manufacturer__URI","manufacturerCountry","manufacturerCountry__URI","automobile","automobile__URI","assemblyPlace","assemblyPlace__URI","year","sold"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2007","6300"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Five Hundred","http://dbpedia.org/resource/Ford_Five_Hundred","Chicagoo","http://dbpedia.org/resource/Chicago","2007","35146"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblastt","http://dbpedia.org/resource/Kaliningrad_Oblast","2008","14790"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningradd","http://dbpedia.org/resource/Kaliningrad","2008","14790"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Flex","http://dbpedia.org/resource/Ford_Flex","Oakvillle, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2008","14457"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln Mark LT","http://dbpedia.org/resource/Lincoln_Mark_LT","Cuautitlán","http://dbpedia.org/resource/Cuautitlán","2008","4631"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnavaa","http://dbpedia.org/resource/Trnava","2008","0"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabamaa","http://dbpedia.org/resource/Vance,_Alabama","2008","7733"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakartaa","http://dbpedia.org/resource/Jakarta","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehran","http://dbpedia.org/resource/Tehran","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolín","http://dbpedia.org/resource/Kolín","2008","106500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmorre","http://dbpedia.org/resource/Ryton-on-Dunsmore","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chile","http://dbpedia.org/resource/Los_Andes,_Chile","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2008","292300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Bosch","http://dbpedia.org/resource/Villa_Bosch","2008","142300"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Airess","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2008","142300"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Pekan Districtt","http://dbpedia.org/resource/Pekan_District","2008","38576"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln MKS","http://dbpedia.org/resource/Lincoln_MKS","Chiicago","http://dbpedia.org/resource/Chicago","2008","12982"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Grraz","http://dbpedia.org/resource/Graz","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Tehran","http://dbpedia.org/resource/Tehran","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Santiago Tianguistenco","http://dbpedia.org/resource/Santiago_Tianguistenco","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","6th of October Cityy","http://dbpedia.org/resource/6th_of_October_City","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Johor Bahruu","http://dbpedia.org/resource/Johor_Bahru","2008","38576"
"Daimler AG","http://dbpedia.org/resource/Daimler_AG","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz E-Class (W211)","http://dbpedia.org/resource/Mercedes-Benz_E-Class_(W211)","Bogorr","http://dbpedia.org/resource/Bogor","2008","38576"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2008","13700"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kalluga","http://dbpedia.org/resource/Kaluga","2008","13700"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblast","http://dbpedia.org/resource/Kaliningrad_Oblast","2009","6037"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xantia","http://dbpedia.org/resource/Citroën_Xantia","Tehran","http://dbpedia.org/resource/Tehran","2009","12500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot RCZ","http://dbpedia.org/resource/Peugeot_RCZ","Grazz","http://dbpedia.org/resource/Graz","2009","100"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningradd","http://dbpedia.org/resource/Kaliningrad","2009","6037"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Elysée","http://dbpedia.org/resource/Citroën_Elysée","Vigoo","http://dbpedia.org/resource/Vigo","2009","75500"
"Honda","http://dbpedia.org/resource/Honda","Japan","http://dbpedia.org/resource/Japan","Honda Crosstour","http://dbpedia.org/resource/Honda_Crosstour","Guangzhouu","http://dbpedia.org/resource/Guangzhou","2009","2564"
"GMC (automobile)","http://dbpedia.org/resource/GMC_(automobile)","United States","http://dbpedia.org/resource/United_States","GMC Terrain","http://dbpedia.org/resource/GMC_Terrain","Ingersoll, Ontarioo","http://dbpedia.org/resource/Ingersoll,_Ontario","2009","14033"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Flex","http://dbpedia.org/resource/Ford_Flex","Oakville, Ontarioo","http://dbpedia.org/resource/Oakville,_Ontario","2009","38717"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln Mark LT","http://dbpedia.org/resource/Lincoln_Mark_LT","Cuauttitlán","http://dbpedia.org/resource/Cuautitlán","2009","147"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnaava","http://dbpedia.org/resource/Trnava","2009","86500"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln MKT","http://dbpedia.org/resource/Lincoln_MKT","Oakville, Ontarioo","http://dbpedia.org/resource/Oakville,_Ontario","2009","2580"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabamaa","http://dbpedia.org/resource/Vance,_Alabama","2009","2825"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","Ho Chi Minh Cityy","http://dbpedia.org/resource/Ho_Chi_Minh_City","2009","21944"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","6th of October Cityy","http://dbpedia.org/resource/6th_of_October_City","2009","21944"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Caairo","http://dbpedia.org/resource/Cairo","2009","54000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakartaa","http://dbpedia.org/resource/Jakarta","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpur","http://dbpedia.org/resource/Kuala_Lumpur","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehran","http://dbpedia.org/resource/Tehran","2009","370800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Okazaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2009","9400"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Kalugaa","http://dbpedia.org/resource/Kaluga","2009","9400"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2009","370800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Vigoo","http://dbpedia.org/resource/Vigo","2009","75500"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Vigoo","http://dbpedia.org/resource/Vigo","2009","54000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolínn","http://dbpedia.org/resource/Kolín","2009","118600"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmore","http://dbpedia.org/resource/Ryton-on-Dunsmore","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chile","http://dbpedia.org/resource/Los_Andes,_Chile","2009","370800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2009","75500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barrra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2009","370800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Boschh","http://dbpedia.org/resource/Villa_Bosch","2009","93600"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Aiires","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2009","93600"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln MKS","http://dbpedia.org/resource/Lincoln_MKS","Chicagoo","http://dbpedia.org/resource/Chicago","2009","17174"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazzaki, Aichi","http://dbpedia.org/resource/Okazaki,_Aichi","2009","9400"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kalugaa","http://dbpedia.org/resource/Kaluga","2009","9400"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblastt","http://dbpedia.org/resource/Kaliningrad_Oblast","2010","4473"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xantia","http://dbpedia.org/resource/Citroën_Xantia","Tehrann","http://dbpedia.org/resource/Tehran","2010","4000"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot RCZ","http://dbpedia.org/resource/Peugeot_RCZ","GGraz","http://dbpedia.org/resource/Graz","2010","16600"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad","http://dbpedia.org/resource/Kaliningrad","2010","4473"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Elysée","http://dbpedia.org/resource/Citroën_Elysée","Vigo","http://dbpedia.org/resource/Vigo","2010","71800"
"Honda","http://dbpedia.org/resource/Honda","Japan","http://dbpedia.org/resource/Japan","Honda Crosstour","http://dbpedia.org/resource/Honda_Crosstour","Guangzhouu","http://dbpedia.org/resource/Guangzhou","2010","28851"
"GMC (automobile)","http://dbpedia.org/resource/GMC_(automobile)","United States","http://dbpedia.org/resource/United_States","GMC Terrain","http://dbpedia.org/resource/GMC_Terrain","Ingersoll, Ontarioo","http://dbpedia.org/resource/Ingersoll,_Ontario","2010","60519"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Flex","http://dbpedia.org/resource/Ford_Flex","Oakville, Ontarioo","http://dbpedia.org/resource/Oakville,_Ontario","2010","34227"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnava","http://dbpedia.org/resource/Trnava","2010","83700"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln MKT","http://dbpedia.org/resource/Lincoln_MKT","Oakville, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2010","7435"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","Ho Chi Minh Cityy","http://dbpedia.org/resource/Ho_Chi_Minh_City","2010","20946"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz R-Class","http://dbpedia.org/resource/Mercedes-Benz_R-Class","Vance, Alabamaa","http://dbpedia.org/resource/Vance,_Alabama","2010","2937"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","6th of October Ciity","http://dbpedia.org/resource/6th_of_October_City","2010","20946"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Cairoo","http://dbpedia.org/resource/Cairo","2010","38200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakartaa","http://dbpedia.org/resource/Jakarta","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpurr","http://dbpedia.org/resource/Kuala_Lumpur","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehhran","http://dbpedia.org/resource/Tehran","2010","472800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Okazaki, Aichii","http://dbpedia.org/resource/Okazaki,_Aichi","2010","8500"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Kaluga","http://dbpedia.org/resource/Kaluga","2010","8500"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires","2010","472800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Vigoo","http://dbpedia.org/resource/Vigo","2010","71800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Viggo","http://dbpedia.org/resource/Vigo","2010","38200"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kollín","http://dbpedia.org/resource/Kolín","2010","111900"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmoree","http://dbpedia.org/resource/Ryton-on-Dunsmore","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Los Andes, Chilee","http://dbpedia.org/resource/Los_Andes,_Chile","2010","472800"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Barra de Carrasco","http://dbpedia.org/resource/Barra_de_Carrasco","2010","71800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Barra de Carrascoo","http://dbpedia.org/resource/Barra_de_Carrasco","2010","472800"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","Villa Boschh","http://dbpedia.org/resource/Villa_Bosch","2010","86900"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 307","http://dbpedia.org/resource/Peugeot_307","El Palomar, Buenos Aires","http://dbpedia.org/resource/El_Palomar,_Buenos_Aires","2010","86900"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln MKS","http://dbpedia.org/resource/Lincoln_MKS","Chiccago","http://dbpedia.org/resource/Chicago","2010","14417"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Kalugaa","http://dbpedia.org/resource/Kaluga","2010","8400"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 4007","http://dbpedia.org/resource/Peugeot_4007","Okazaki, Aichii","http://dbpedia.org/resource/Okazaki,_Aichi","2010","8400"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningrad Oblast","http://dbpedia.org/resource/Kaliningrad_Oblast","2011","3338"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot RCZ","http://dbpedia.org/resource/Peugeot_RCZ","Grazz","http://dbpedia.org/resource/Graz","2011","18828"
"Cadillac","http://dbpedia.org/resource/Cadillac","United States","http://dbpedia.org/resource/United_States","Cadillac STS","http://dbpedia.org/resource/Cadillac_STS","Kaliningradd","http://dbpedia.org/resource/Kaliningrad","2011","3338"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Elysée","http://dbpedia.org/resource/Citroën_Elysée","Vigoo","http://dbpedia.org/resource/Vigo","2011","65545"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 208","http://dbpedia.org/resource/Peugeot_208","Jakkarta","http://dbpedia.org/resource/Jakarta","2011","631"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 208","http://dbpedia.org/resource/Peugeot_208","Trnavaa","http://dbpedia.org/resource/Trnava","2011","631"
"Honda","http://dbpedia.org/resource/Honda","Japan","http://dbpedia.org/resource/Japan","Honda Crosstour","http://dbpedia.org/resource/Honda_Crosstour","Guangzhouu","http://dbpedia.org/resource/Guangzhou","2011","17974"
"GMC (automobile)","http://dbpedia.org/resource/GMC_(automobile)","United States","http://dbpedia.org/resource/United_States","GMC Terrain","http://dbpedia.org/resource/GMC_Terrain","Ingersoll, Ontarioo","http://dbpedia.org/resource/Ingersoll,_Ontario","2011","83179"
"Ford Motor Company","http://dbpedia.org/resource/Ford_Motor_Company","United States","http://dbpedia.org/resource/United_States","Ford Flex","http://dbpedia.org/resource/Ford_Flex","Oakville, Ontarioo","http://dbpedia.org/resource/Oakville,_Ontario","2011","27428"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C3 Picasso","http://dbpedia.org/resource/Citroën_C3_Picasso","Trnavaa","http://dbpedia.org/resource/Trnava","2011","101612"
"Lincoln Motor Company","http://dbpedia.org/resource/Lincoln_Motor_Company","United States","http://dbpedia.org/resource/United_States","Lincoln MKT","http://dbpedia.org/resource/Lincoln_MKT","Oakville, Ontario","http://dbpedia.org/resource/Oakville,_Ontario","2011","5024"
"Volkswagen","http://dbpedia.org/resource/Volkswagen","Germany","http://dbpedia.org/resource/Germany","Volkswagen Up","http://dbpedia.org/resource/Volkswagen_Up","Bratislava","http://dbpedia.org/resource/Bratislava","2011","4582"
"Volkswagen","http://dbpedia.org/resource/Volkswagen","Germany","http://dbpedia.org/resource/Germany","Volkswagen Up","http://dbpedia.org/resource/Volkswagen_Up","Taubaté","http://dbpedia.org/resource/Taubaté","2011","4582"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","Ho Chi Minh City","http://dbpedia.org/resource/Ho_Chi_Minh_City","2011","24310"
"Mercedes-Benz","http://dbpedia.org/resource/Mercedes-Benz","Germany","http://dbpedia.org/resource/Germany","Mercedes-Benz GLK-Class","http://dbpedia.org/resource/Mercedes-Benz_GLK-Class","6th of October Cityy","http://dbpedia.org/resource/6th_of_October_City","2011","24310"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","CCairo","http://dbpedia.org/resource/Cairo","2011","8444"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Jakartaa","http://dbpedia.org/resource/Jakarta","2011","445038"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Kuala Lumpurr","http://dbpedia.org/resource/Kuala_Lumpur","2011","445038"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Tehrann","http://dbpedia.org/resource/Tehran","2011","445038"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Kaluga","http://dbpedia.org/resource/Kaluga","2011","7460"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën C-Crosser","http://dbpedia.org/resource/Citroën_C-Crosser","Okazaki, Aichii","http://dbpedia.org/resource/Okazaki,_Aichi","2011","7460"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Buenos Airess","http://dbpedia.org/resource/Buenos_Aires","2011","445038"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën ZX","http://dbpedia.org/resource/Citroën_ZX","Vigoo","http://dbpedia.org/resource/Vigo","2011","65545"
"Citroën","http://dbpedia.org/resource/Citroën","France","http://dbpedia.org/resource/France","Citroën Xsara Picasso","http://dbpedia.org/resource/Citroën_Xsara_Picasso","Vigoo","http://dbpedia.org/resource/Vigo","2011","8444"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 107","http://dbpedia.org/resource/Peugeot_107","Kolín","http://dbpedia.org/resource/Kolín","2011","92093"
"Peugeot","http://dbpedia.org/resource/Peugeot","France","http://dbpedia.org/resource/France","Peugeot 206","http://dbpedia.org/resource/Peugeot_206","Ryton-on-Dunsmoree","http://dbpedia.org/resource/Ryton-on-Dunsmore","2011","445038"
